22820.1,W,M,F39,1/20/2009,BrF38-32,23772.1,24398.1
22821.1,W,M,F39,1/20/2009,BrF38-32,23772.1,24398.1
22826.1,Ag,M,F39,1/21/2009,BrF38-26,23763.1,24307.1
22827.1,W,M,F39,1/21/2009,BrF38-26,23763.1,24307.1
22848.1,W,F,F39,1/22/2009,BrF38-58,24542.1,24248.1
22849.1,B,F,F39,1/22/2009,BrF38-58,24542.1,24248.1
22851.1,Ag,F,F39,1/22/2009,BrF38-59,23775.1,24254.1
22854.1,B,F,F39,1/22/2009,BrF38-68,23777.1,24483.1
22850.1,W,M,F39,1/22/2009,BrF38-58,24542.1,24248.1
22852.1,Ag,M,F39,1/22/2009,BrF38-59,23775.1,24254.1
22853.1,W,M,F39,1/22/2009,BrF38-59,23775.1,24254.1
22855.1,B,M,F39,1/22/2009,BrF38-68,23777.1,24483.1
22876.1,W,F,F39,1/23/2009,BrF38-72,24086.1,24251.1
22878.1,B,F,F39,1/24/2009,BrF38-56,24539.1,24249.1
22879.1,B,F,F39,1/24/2009,BrF38-56,24539.1,24249.1
25638.1,W,F,F39,1/29/2009,BrF38-01,24041.1,23742.1
25639.1,W,F,F39,1/29/2009,BrF38-01,24041.1,23742.1
22877.1,W,M,F39,1/23/2009,BrF38-72,24086.1,24251.1
22880.1,B,M,F39,1/24/2009,BrF38-56,24539.1,24249.1
25640.1,W,M,F39,1/29/2009,BrF38-01,24041.1,23742.1
25641.1,,M,F39,1/29/2009,BrF38-01,24041.1,23742.1
25689.1,B,F,F39,2/2/2009,BrF38-74,25002.1,25005.1
25690.1,Ag,F,F39,2/2/2009,BrF38-74,25002.1,25005.1
25692.1,B,F,F39,2/3/2009,BrF38-54,24146.1,24088.1
25693.1,W,F,F39,2/3/2009,BrF38-54,24146.1,24088.1
25687.1,B,M,F39,2/1/2009,BrF38-71,23744.1,24359.1
25688.1,B,M,F39,2/1/2009,BrF38-71,23744.1,24359.1
25691.1,Ag,M,F39,2/2/2009,BrF38-74,25002.1,25005.1
25694.1,W,M,F39,2/3/2009,BrF38-54,24146.1,24088.1
25695.1,W,F,F39,2/3/2009,BrF38-47,24149.1,25138.1
25696.1,W,F,F39,2/3/2009,BrF38-47,24149.1,25138.1
25698.1,B,F,F39,2/3/2009,BrF38-49,24350.1,23740.1
25701.1,B,F,F39,2/3/2009,BrF38-50,25006.1,24080.1
25697.1,W,M,F39,2/3/2009,BrF38-47,24149.1,25138.1
25699.1,B,M,F39,2/3/2009,BrF38-49,24350.1,23740.1
25700.1,W,M,F39,2/3/2009,BrF38-49,24350.1,23740.1
25702.1,B,M,F39,2/3/2009,BrF38-50,25006.1,24080.1
25703.1,B,F,F39,2/3/2009,BrF38-57,23800.1,23745.1
25704.1,Ag,F,F39,2/3/2009,BrF38-57,23800.1,23745.1
25707.1,B,F,F39,2/5/2009,BrF38-46,23743.1,25135.1
25708.1,B,F,F39,2/5/2009,BrF38-46,23743.1,25135.1
25705.1,W,M,F39,2/3/2009,BrF38-57,23800.1,23745.1
25706.1,Ag,M,F39,2/3/2009,BrF38-57,23800.1,23745.1
25709.1,B,M,F39,2/5/2009,BrF38-46,23743.1,25135.1
25710.1,B,M,F39,2/5/2009,BrF38-46,23743.1,25135.1
25826.1,W,F,F39,2/10/2009,BrF38-62,24078.1,24371.1
25827.1,W,F,F39,2/10/2009,BrF38-62,24078.1,24371.1
25829.1,B,F,F39,2/11/2009,BrF38-30,24405.1,24367.1
25832.1,B,F,F39,2/11/2009,BrF38-65,24344.1,24370.1
25828.1,W,M,F39,2/10/2009,BrF38-62,24078.1,24371.1
25830.1,Ag,M,F39,2/11/2009,BrF38-30,24405.1,24367.1
25831.1,B,M,F39,2/11/2009,BrF38-30,24405.1,24367.1
25833.1,B,M,F39,2/11/2009,BrF38-65,24344.1,24370.1
25848.1,B,F,F39,2/11/2009,BrF38-45,24081.1,25004.1
25850.1,Ag,F,F39,2/12/2009,BrF38-31,24368.1,24373.1
25851.1,W,F,F39,2/12/2009,BrF38-31,24368.1,24373.1
25852.1,B,F,F39,2/12/2009,BrF38-39,24343.1,24476.1
25849.1,B,M,F39,2/11/2009,BrF38-45,24081.1,25004.1
