id	sire	dam	sex	generation			
28339	25016	25023	1	16			
28346	24458	24421	2	16			
28349	24458	24421	1	16			
28379	25319	25355	2	16			
28383	25319	25355	1	16			
28388	25319	25355	1	16			
28390	25482	25375	2	16			
28393	25482	25375	1	16			
28415	24590	24662	2	16			
28420	24590	24662	1	16			
28421	24590	24662	2	16			
28425	25189	25282	1	16			
28449	25367	25483	2	16			
28453	25367	25483	1	16			
28456	25367	25483	1	16			
28573	24936	25104	1	16			
28575	24936	25104	2	16			
28643	25469	25435	1	16			
28676	25423	25028	2	16			
28683	24355	25309	1	16			
28686	24355	25309	2	16			
29006	27164	27449	1	17			
29007	27164	27449	2	17			
29009	27534	27180	1	17			
29012	27486	27664	2	17			
29013	27486	27664	1	17			
29016	27534	27180	2	17			
29021	27658	27306	2	17			
29022	27658	27306	1	17			
29030	27326	27716	1	17			
29033	27326	27716	2	17			
29038	27518	27823	2	17			
29043	27326	27716	2	17			
29049	27788	27473	1	17			
29050	27788	27473	2	17			
29055	27658	27306	2	17			
29076	27718	27578	2	17			
29091	27803	27529	1	17			
29093	27718	27578	1	17			
29104	27735	27173	1	17			
29105	27735	27173	2	17			
29108	27639	27445	1	17			
29113	27755	27535	2	17			
29114	27755	27535	2	17			
29115	27755	27535	1	17			
29120	27483	27166	2	17			
29121	27483	27166	2	17			
29122	27483	27166	1	17			
29124	27803	27529	2	17			
29125	27669	27403	1	17			
29127	27669	27403	2	17			
29146	27409	27485	2	17			
29149	27549	27301	1	17			
29150	27549	27301	2	17			
29157	27409	27485	1	17			
29159	27409	27485	1	17			
29164	27626	27206	2	17			
29171	27626	27206	1	17			
29172	27626	27206	1	17			
29175	27539	27813	1	17			
29178	27675	27792	1	17			
29181	27675	27792	2	17			
29190	27675	27792	2	17			
29198	27806	27479	1	17			
29202	27806	27479	1	17			
29205	27329	27188	2	17			
29207	27465	27303	2	17			
29208	27465	27303	2	17			
29212	27187	27398	2	17			
29216	27475	27748	2	17			
29221	27329	27188	1	17			
29222	27399	27599	2	17			
29224	27399	27599	1	17			
29229	27246	27676	1	17			
29230	27246	27676	2	17			
29233	27416	27623	2	17			
29236	27416	27623	1	17			
29237	27666	27169	2	17			
29243	27246	27676	2	17			
29253	27399	27599	2	17			
29255	27666	27169	1	17			
29259	27749	27762	1	17			
29260	27749	27762	2	17			
29265	27475	27748	1	17			
29266	27187	27398	2	17			
29277	27416	27623	1	17			
29284	27175	27319	2	17			
29305	27759	27543	1	17			
29313	27798	27908	2	17			
29316	27798	27908	2	17			
29319	27798	27908	1	17			
29339	27833	27789	1	17			
29349	27663	27949	1	17			
29352	27833	27789	1	17			
29354	27833	27789	2	17			
29367	27909	27785	2	17			
29370	27909	27785	1	17			
29398	27926	27736	2	17			
29401	27926	27736	1	17			
29407	27926	27736	1	17			
29459	27635	27758	2	17			
29462	27635	27758	1	17			
29463	27635	27758	2	17			
29555	27765	27633	1	17			
29556	27765	27633	2	17			
29557	27765	27633	2	17			
29597	28035	28164	2	17			
29598	28035	28164	1	17			
29599	28035	28164	2	17			
29605	28178	27585	1	17			
29607	28178	27585	2	17			
29612	28178	27585	1	17			
29617	28236	28019	2	17			
29618	28236	28019	1	17			
29640	27998	27975	1	17			
29646	27998	27975	2	17			
29667	28166	27849	1	17			
29674	28166	27849	2	17			
29677	27968	28192	2	17			
29681	27968	28192	1	17			
29685	28191	27839	1	17			
29689	28191	27839	2	17			
29691	28191	27839	2	17			
29703	27948	28047	1	17			
29705	27948	28047	1	17			
29708	27948	28047	2	17			
29733	27973	27595	2	17			
29734	27973	27595	1	17			
29743	27793	27243	1	17			
29746	27793	27243	2	17			
29748	27793	27243	1	17			
29754	28183	27731	1	17			
29758	28183	27731	2	17			
29765	28456	28056	1	17			
29768	28456	28056	1	17			
29792	27945	28036	2	17			
29795	27945	28036	1	17			
29799	27945	28036	1	17			
29848	27845	28194	1	17			
29852	27845	28194	2	17			
29861	28393	27996	1	17			
29864	28316	28415	2	17			
29865	28316	28415	1	17			
29869	28033	28421	2	17			
29874	28383	28449	2	17			
29888	28383	28449	2	17			
29889	28383	28449	1	17			
29890	28033	28421	1	17			
29892	28033	28421	2	17			
29896	27801	28317	2	17			
29897	27801	28317	1	17			
29915	28388	27930	1	17			
29917	28388	27930	2	17			
29918	28388	27930	2	17			
29923	27838	28336	1	17			
29949	28339	28390	2	17			
29952	28339	28390	1	17			
29955	28420	28283	1	17			
30011	28425	28239	2	17			
30021	28425	28239	1	17			
30031	28643	28575	2	17			
30039	28573	28346	1	17			
30041	28573	28346	2	17			
30089	28683	28379	2	17			
30114	28349	28676	2	17			
30149	28453	28686	1	17			
30150	28453	28686	1	17			
30232	27448	27245	1	17			
30239	27448	27245	1	17			
30246	27147	28016	2	17			
30252	27147	28016	1	17			
30668	29013	29076	2	18			
30671	29013	29076	2	18			
30672	29229	29043	2	18			
30674	29229	29043	2	18			
30679	29598	29313	2	18			
30690	29229	29043	1	18			
30692	29013	29076	1	18			
30699	29030	29316	2	18			
30708	29598	29313	1	18			
30709	29093	29016	1	18			
30710	29093	29016	2	18			
30713	29640	29212	1	18			
30714	29640	29212	1	18			
30717	29049	29216	1	18			
30719	29743	29190	2	18			
30724	29030	29316	1	18			
30725	29030	29316	2	18			
30733	29006	29114	1	18			
30735	29006	29114	2	18			
30741	29104	29038	2	18			
30746	29104	29038	1	18			
30749	29224	29012	2	18			
30750	29224	29012	1	18			
30756	29115	29556	2	18			
30759	29115	29556	1	18			
30761	29115	29556	1	18			
30765	29006	29114	1	18			
30778	29009	29222	2	18			
30786	29172	29207	2	18			
30787	29172	29207	1	18			
30788	29172	29207	1	18			
30789	29009	29222	1	18			
30792	29009	29222	1	18			
30793	29259	29050	2	18			
30798	29259	29050	2	18			
30799	29259	29050	1	18			
30806	29305	29260	1	18			
30814	29319	29746	1	18			
30825	29734	29617	2	18			
30826	29734	29617	1	18			
30829	29122	29007	2	18			
30830	29122	29007	1	18			
30836	29370	29237	1	18			
30837	29370	29237	2	18			
30844	29407	29121	1	18			
30851	29407	29121	2	18			
30855	29407	29121	1	18			
30857	29339	29557	2	18			
30864	29339	29557	1	18			
30867	29339	29557	1	18			
30868	29265	29599	1	18			
30870	29265	29599	2	18			
30876	29221	29689	1	18			
30877	29221	29689	1	18			
30881	29221	29689	2	18			
30885	29277	29677	2	18			
30888	29277	29677	2	18			
30890	29277	29677	1	18			
30893	29236	29708	1	18			
30895	29236	29708	2	18			
30902	29236	29708	2	18			
30904	29705	29607	1	18			
30907	29705	29607	2	18			
30913	29198	29792	1	18			
30917	29198	29792	2	18			
30927	29799	29367	2	18			
30929	29799	29367	2	18			
30972	29171	29124	1	18			
30977	29171	29124	2	18			
30978	29171	29124	1	18			
30980	29175	29354	2	18			
30983	29175	29354	1	18			
30984	29175	29354	2	18			
30990	29612	29033	1	18			
30993	29178	29758	1	18			
30994	29178	29758	2	18			
31017	29159	29674	1	18			
31019	29159	29674	2	18			
31032	29685	29208	2	18			
31046	29202	29113	1	18			
31047	29202	29113	1	18			
31052	29349	29459	2	18			
31053	29349	29459	1	18			
31074	29605	29150	2	18			
31076	29352	29733	1	18			
31077	29352	29733	2	18			
31088	29605	29150	1	18			
31101	29667	29120	2	18			
31105	29848	29463	1	18			
31108	29848	29463	1	18			
31113	29667	29120	1	18			
31121	29889	29253	2	18			
31125	29889	29253	2	18			
31160	29795	29055	1	18			
31163	29795	29055	2	18			
31165	29618	29869	1	18			
31169	29618	29869	2	18			
31173	29618	29869	2	18			
31179	29768	29874	1	18			
31180	29768	29874	2	18			
31198	29748	29864	2	18			
31202	29861	29398	1	18			
31211	29861	29398	2	18			
31212	29861	29398	2	18			
31213	29748	29864	1	18			
31227	29091	29266	1	18			
31228	29091	29266	2	18			
31247	29157	29021	1	18			
31248	29157	29021	2	18			
31257	29401	29230	1	18			
31259	29915	29181	2	18			
31262	29915	29181	1	18			
31267	29401	29230	2	18			
31268	29754	29896	2	18			
31275	29754	29896	1	18			
31276	29923	29892	1	18			
31283	29923	29892	2	18			
31298	29897	29597	2	18			
31300	29897	29597	2	18			
31303	29897	29597	1	18			
31315	29255	29146	1	18			
31320	29255	29146	2	18			
31321	29255	29146	2	18			
31343	29022	29243	2	18			
31344	29022	29243	2	18			
31350	30021	29852	1	18			
31352	30021	29852	1	18			
31390	29555	29127	1	18			
31397	29555	29127	2	18			
31408	29125	29691	2	18			
31410	29125	29691	1	18			
31424	29703	30011	2	18			
31427	29703	30011	2	18			
31432	29765	30031	2	18			
31433	29765	30031	1	18			
31436	29765	30031	1	18			
31500	29149	29105	1	18			
31509	29149	29105	2	18			
31557	30039	29918	1	18			
31559	30039	29918	1	18			
31561	30039	29918	2	18			
31588	29681	29164	1	18			
31592	29681	29164	2	18			
31603	29952	29646	2	18			
31610	29952	29646	1	18			
31640	29462	29205	1	18			
31646	30252	29888	1	18			
31668	30149	29917	1	18			
31695	29865	30114	1	18			
31698	29865	30114	2	18			
31705	30239	29949	2	18			
31710	29108	29284	2	18			
31716	29890	29233	2	18			
31731	30150	30041	2	18			
31741	29955	30246	2	18			
31745	29955	30246	1	18			
31747	30232	30089	2	18			
31751	30232	30089	1	18			
32601	30972	30902	1	19			
32607	30972	30902	2	19			
32613	31017	30725	1	19			
32618	30799	31052	2	19			
32619	30799	31052	1	19			
32623	30814	31163	2	19			
32624	30814	31163	1	19			
32630	31500	31321	1	19			
32631	31500	31321	2	19			
32644	31262	31032	2	19			
32652	31276	31198	1	19			
32656	31276	31198	2	19			
32661	31433	30881	1	19			
32662	31433	30881	2	19			
32672	30761	30668	2	19			
32673	30761	30668	1	19			
32680	30844	30749	1	19			
32697	30877	30674	1	19			
32702	30890	30825	1	19			
32704	30890	30825	2	19			
32710	30904	30699	1	19			
32720	30733	30980	1	19			
32721	30733	30980	2	19			
32726	30733	30980	1	19			
32728	31213	30837	2	19			
32729	31213	30837	1	19			
32735	31315	31509	2	19			
32742	31315	31509	1	19			
32781	30690	30756	1	19			
32784	30690	30756	2	19			
32785	30692	30798	1	19			
32787	30692	30798	2	19			
32799	30787	30719	2	19			
32801	30787	30719	1	19			
32804	30806	30710	2	19			
32809	30806	30710	1	19			
32818	30714	30888	2	19			
32819	30714	30888	1	19			
32827	30983	30671	2	19			
32833	30983	30671	1	19			
32841	30993	30929	1	19			
32846	30993	30929	2	19			
32847	30978	31077	1	19			
32848	30978	31077	2	19			
32854	31076	30672	2	19			
32856	31076	30672	1	19			
32861	30868	31101	1	19			
32865	30868	31101	2	19			
32876	30867	31121	2	19			
32881	30867	31121	1	19			
32886	30830	31180	1	19			
32890	30830	31180	2	19			
32901	30876	31228	1	19			
32915	31179	30793	1	19			
32916	31179	30793	2	19			
32920	30893	31212	2	19			
32923	30893	31212	1	19			
32929	31160	31211	1	19			
32935	31160	31211	2	19			
32937	31046	31267	2	19			
32946	31046	31267	1	19			
32949	31257	30927	2	19			
32952	31257	30927	1	19			
32960	31275	31074	2	19			
32962	31275	31074	1	19			
32967	30990	31320	1	19			
32971	30990	31320	2	19			
32978	31108	31343	2	19			
32983	31350	30895	1	19			
32985	31350	30895	1	19			
32986	31350	30895	2	19			
32989	31390	31248	1	19			
32992	31390	31248	2	19			
33005	30717	30778	2	19			
33008	31053	30994	2	19			
33014	31053	30994	1	19			
33017	30789	31283	2	19			
33020	30789	31283	1	19			
33024	30765	31344	2	19			
33026	30765	31344	1	19			
33028	30765	31344	1	19			
33035	31410	30679	1	19			
33042	31410	30679	2	19			
33044	30724	31432	2	19			
33046	30724	31432	1	19			
33050	30713	30907	2	19			
33063	30788	30984	2	19			
33073	30708	31169	1	19			
33078	31113	31173	2	19			
33089	31113	31173	1	19			
33091	31202	30735	2	19			
33101	30759	31300	1	19			
33105	30759	31300	2	19			
33113	30864	31298	2	19			
33117	30750	31397	2	19			
33118	30750	31397	2	19			
33121	30836	31408	2	19			
33126	31352	30885	1	19			
33130	31352	30885	2	19			
33138	30746	31427	1	19			
33140	30746	31427	2	19			
33159	31088	30786	2	19			
33163	31088	30786	1	19			
33167	31436	31592	2	19			
33172	31436	31592	1	19			
33198	30709	30857	1	19			
33199	30709	30857	2	19			
33208	30826	30851	2	19			
33210	30826	30851	1	19			
33223	31559	31125	1	19			
33226	31588	31268	2	19			
33228	31588	31268	2	19			
33230	31588	31268	1	19			
33241	31227	31561	2	19			
33242	31227	31561	1	19			
33288	30792	30741	1	19			
33292	30792	30741	2	19			
33312	30913	30977	2	19			
33319	30913	30977	1	19			
33328	31646	31747	1	19			
33364	31745	31259	2	19			
33365	31745	31259	1	19			
33395	31610	31698	2	19			
33400	31668	31705	2	19			
33402	31668	31705	1	19			
33416	31695	31716	1	19			
33418	31640	31603	1	19			
33423	31640	31603	2	19			
33428	31247	31710	1	19			
33429	31247	31710	2	19			
33433	31557	31731	2	19			
33439	31751	31424	1	19			
33498	31105	31019	1	19			
33515	31165	30829	2	19			
33525	30855	31741	1	19			
33566	31303	30870	2	19			
33567	31047	30917	2	19			
33571	31047	30917	1	19			
34314	32929	32631	2	20			
34315	32929	32631	1	20			
34317	32929	32631	2	20			
34325	32989	32876	1	20			
34329	32989	32876	2	20			
34334	33210	33044	1	20			
34337	33210	33044	1	20			
34342	33242	33008	1	20			
34343	33242	33008	2	20			
34348	33242	33008	1	20			
34355	32624	32644	2	20			
34357	32624	32644	1	20			
34358	32624	32644	2	20			
34362	32601	32728	2	20			
34363	32601	32728	2	20			
34369	32601	32728	1	20			
34376	32856	32935	2	20			
34380	32856	32935	2	20			
34382	32886	32865	1	20			
34384	32886	32865	2	20			
34386	32886	32865	1	20			
34392	32952	32854	2	20			
34399	32952	32854	1	20			
34400	32661	32848	1	20			
34401	32661	32848	2	20			
34403	32661	32848	1	20			
34411	32742	33042	1	20			
34418	32742	33042	2	20			
34423	33026	33113	1	20			
34431	33014	33105	1	20			
34434	33014	33105	2	20			
34444	33126	32787	2	20			
34459	32613	32662	2	20			
34461	32613	32662	1	20			
34470	32801	32937	2	20			
34475	32819	32971	1	20			
34481	32861	32986	2	20			
34486	32861	32986	1	20			
34490	32881	32978	2	20			
34491	32881	32978	1	20			
34494	32881	32978	2	20			
34495	32652	32804	2	20			
34496	32652	32804	1	20			
34499	32652	32804	2	20			
34505	32983	32607	1	20			
34511	32983	32607	2	20			
34514	32720	32890	2	20			
34519	32720	32890	1	20			
34527	33089	33121	2	20			
34528	33089	33121	1	20			
34529	33089	33121	1	20			
34543	32967	33078	2	20			
34545	33101	32949	1	20			
34549	33101	32949	2	20			
34553	33163	33050	1	20			
34558	33163	33050	2	20			
34564	33046	33167	1	20			
34575	33172	33063	1	20			
34577	33172	33063	2	20			
34582	32702	33208	2	20			
34587	32702	33208	1	20			
34588	32702	33208	1	20			
34589	32710	33241	2	20			
34591	32710	33241	1	20			
34593	32710	33241	1	20			
34606	32697	32721	2	20			
34608	32697	32721	1	20			
34618	32833	32799	2	20			
34621	32833	32799	1	20			
34633	32847	32623	1	20			
34636	32847	32623	2	20			
34639	32729	32920	1	20			
34640	32729	32920	2	20			
34644	32962	32827	2	20			
34646	32962	32827	1	20			
34647	32985	32735	2	20			
34653	32985	32735	1	20			
34656	32985	32735	1	20			
34661	32785	33005	1	20			
34662	32785	33005	2	20			
34669	33035	32960	1	20			
34673	33035	32960	2	20			
34675	33035	32960	2	20			
34685	32915	32818	1	20			
34689	33073	33091	1	20			
34692	33073	33091	2	20			
34697	33073	33091	2	20			
34703	33198	33117	1	20			
34710	33198	33117	2	20			
34729	33223	33159	1	20			
34730	33223	33159	2	20			
34731	33223	33159	1	20			
34745	33020	33226	1	20			
34756	32630	32784	1	20			
34759	32630	32784	2	20			
34799	33319	33292	2	20			
34802	33319	33292	1	20			
34815	33288	32672	2	20			
34816	33288	32672	2	20			
34823	33288	32672	1	20			
34833	33328	33312	2	20			
34835	33328	33312	2	20			
34839	33439	33199	1	20			
34840	33439	33199	1	20			
34848	33439	33199	2	20			
34867	32923	32618	2	20			
34868	32923	32618	1	20			
34870	32726	33395	2	20			
34872	32726	33395	2	20			
34876	32726	33395	1	20			
34886	32673	33423	1	20			
34889	32673	33423	2	20			
34890	32673	33423	2	20			
34898	33418	32916	2	20			
34902	33428	33017	1	20			
34912	33028	33364	1	20			
34913	33028	33364	1	20			
34914	33028	33364	2	20			
34923	33365	32846	1	20			
34927	32901	33400	1	20			
34930	32901	33400	2	20			
34931	33416	33118	1	20			
34936	33416	33118	2	20			
34937	33416	33118	2	20			
34942	32841	33433	1	20			
34951	32841	33433	2	20			
34953	32841	33433	2	20			
34956	33498	33130	1	20			
34957	33498	33130	2	20			
34961	33498	33130	2	20			
34966	33571	33228	1	20			
34970	33571	33228	1	20			
34977	33571	33228	2	20			
34997	32680	32992	2	20			
34999	32680	32992	2	20			
35000	32680	32992	1	20			
35006	33402	32656	2	20			
35013	33402	32656	1	20			
35018	33138	32704	1	20			
35025	33138	32704	1	20			
35027	33138	32704	2	20			
35042	33230	33429	1	20			
35045	33230	33429	2	20			
35046	33230	33429	1	20			
35047	32619	33515	1	20			
35048	32619	33515	2	20			
35050	32619	33515	2	20			
35056	33525	33140	1	20			
35057	33525	33140	2	20			
35060	33525	33140	2	20			
35097	32809	33566	1	20			
35098	32809	33566	2	20			
35105	32809	33566	1	20			
35121	32781	33024	1	20			
35132	32946	33567	1	20			
35143	32946	33567	2	20			
36269	34656	34589	1	21			
36272	34656	34589	1	21			
36280	34382	34815	2	21			
36287	34382	34815	1	21			
36321	34461	34558	2	21			
36325	34461	34558	1	21			
36328	34461	34558	2	21			
36330	34553	34343	2	21			
36333	34553	34343	1	21			
36339	34348	34549	1	21			
36347	34348	34549	2	21			
36352	34639	34459	1	21			
36356	34639	34459	2	21			
36363	34646	34418	1	21			
36365	34646	34418	2	21			
36368	34475	34759	1	21			
36370	34475	34759	2	21			
36384	34357	34329	2	21			
36389	34357	34329	1	21			
36392	34357	34329	1	21			
36395	34315	34470	1	21			
36401	34315	34470	2	21			
36409	34403	34490	1	21			
36410	34403	34490	2	21			
36414	34588	34527	2	21			
36416	34588	34527	1	21			
36419	34588	34527	1	21			
36422	34342	34495	2	21			
36424	34342	34495	1	21			
36429	34399	34644	2	21			
36432	34399	34644	2	21			
36435	34399	34644	1	21			
36442	34685	34362	2	21			
36445	34685	34362	1	21			
36447	34731	34358	2	21			
36449	34731	34358	2	21			
36457	34529	34799	2	21			
36459	34529	34799	1	21			
36463	34839	34640	2	21			
36467	34839	34640	1	21			
36468	34731	34358	1	21			
36476	34369	34870	1	21			
36479	34369	34870	2	21			
36480	34369	34870	2	21			
36484	34575	34999	2	21			
36485	34575	34999	1	21			
36486	34423	34380	2	21			
36489	34423	34380	1	21			
36494	34386	34317	2	21			
36495	34386	34317	2	21			
36496	34386	34317	1	21			
36503	34431	34363	1	21			
36505	34431	34363	2	21			
36509	34431	34363	1	21			
36511	34608	34376	1	21			
36515	34608	34376	2	21			
36522	34621	34494	1	21			
36526	34621	34494	2	21			
36533	34486	34662	2	21			
36552	34661	34499	1	21			
36559	34661	34499	2	21			
36563	34337	34606	1	21			
36565	34337	34606	2	21			
36567	34593	34618	1	21			
36570	34593	34618	2	21			
36576	34491	34697	1	21			
36578	34491	34697	2	21			
36579	34491	34697	2	21			
36587	34669	34730	2	21			
36595	34669	34730	1	21			
36598	34545	34816	1	21			
36600	34545	34816	2	21			
36605	34902	34675	1	21			
36606	34902	34675	2	21			
36613	34564	34937	1	21			
36616	34564	34937	2	21			
36617	34564	34937	1	21			
36622	34923	34511	2	21			
36628	34923	34511	1	21			
36634	34956	34898	1	21			
36636	34956	34898	1	21			
36638	34956	34898	2	21			
36639	34966	34392	1	21			
36641	34966	34392	2	21			
36644	34966	34392	2	21			
36650	34913	34997	1	21			
36651	34913	34997	2	21			
36658	35018	34384	1	21			
36659	35018	34384	2	21			
36666	35018	34384	2	21			
36672	34823	34582	1	21			
36677	34823	34582	1	21			
36687	34703	34951	2	21			
36688	34703	34951	1	21			
36692	34802	34957	2	21			
36699	34802	34957	1	21			
36702	34931	34890	1	21			
36713	34970	34692	1	21			
36715	34970	34692	1	21			
36720	34970	34692	2	21			
36733	34868	34961	1	21			
36740	34868	34961	2	21			
36743	34927	34401	1	21			
36747	34927	34401	2	21			
36750	34942	34481	2	21			
36754	34942	34481	2	21			
36758	34942	34481	1	21			
36763	35000	34577	2	21			
36764	35000	34577	1	21			
36771	35000	34577	1	21			
36775	34876	35027	1	21			
36783	35013	34314	1	21			
36784	35013	34314	2	21			
36785	35013	34314	1	21			
36849	34912	34835	2	21			
36851	34912	34835	1	21			
36862	34334	34953	2	21			
36865	34334	34953	1	21			
36875	34325	34867	1	21			
36876	34325	34867	2	21			
36884	34840	34936	1	21			
36887	34840	34936	2	21			
36897	35105	34848	2	21			
36905	35097	34434	1	21			
36906	35097	34434	2	21			
36907	35097	34434	2	21			
36925	34411	34543	2	21			
36926	34411	34543	1	21			
36937	35042	34710	2	21			
36951	34756	34673	1	21			
36953	34756	34673	2	21			
36956	34756	34673	2	21			
36964	34745	35048	2	21			
36973	34591	35057	1	21			
36978	34591	35057	2	21			
36983	35047	34355	1	21			
36985	35047	34355	2	21			
36993	35047	34355	1	21			
36997	34505	35143	1	21			
36998	34505	35143	2	21			
37002	35132	34977	1	21			
37005	35132	34977	1	21			
37009	35132	34977	2	21			
37037	34653	34444	2	21			
37039	34653	34444	1	21			
37045	34633	35050	1	21			
37049	34633	35050	2	21			
37053	35046	34930	1	21			
37057	35046	34930	2	21			
37060	35056	34833	2	21			
37061	35056	34833	1	21			
37077	34689	34636	2	21			
37078	34689	34636	1	21			
37084	34689	34636	1	21			
37089	34729	35098	1	21			
37091	34729	35098	1	21			
37094	34729	35098	2	21			
37098	34886	34914	2	21			
37100	34886	34914	2	21			
37105	34587	35045	2	21			
37106	34587	35045	1	21			
37109	34587	35045	2	21			
37119	35121	34514	2	21			
37139	34528	35060	2	21			
37143	34528	35060	1	21			
37172	34496	34872	2	21			
37185	34400	34647	2	21			
37196	35025	35006	1	21			
37198	35025	35006	1	21			
37200	35025	35006	2	21			
37214	34519	34889	1	21			
37217	34519	34889	1	21			
38163	36392	36328	2	22			
38165	36392	36328	1	22			
38174	36476	36616	2	22			
38184	36496	36280	2	22			
38190	36567	36641	1	22			
38193	36567	36641	2	22			
38198	36658	36515	2	22			
38202	36658	36515	1	22			
38206	36339	36750	2	22			
38208	36339	36750	1	22			
38215	36973	36579	2	22			
38219	36973	36579	1	22			
38228	37002	36401	1	22			
38229	37002	36401	2	22			
38233	36363	37060	2	22			
38236	36363	37060	1	22			
38239	37089	36622	1	22			
38248	37089	36622	2	22			
38250	36272	37185	1	22			
38255	36272	37185	2	22			
38267	36269	36659	2	22			
38277	36467	36559	1	22			
38279	36467	36559	2	22			
38284	36563	36480	1	22			
38292	36563	36480	2	22			
38296	36785	36442	1	22			
38301	36785	36442	2	22			
38316	36419	36876	2	22			
38317	36419	36876	1	22			
38329	36509	36964	1	22			
38343	37045	37119	2	22			
38346	37045	37119	1	22			
38350	37143	36321	2	22			
38352	37143	36321	1	22			
38359	36522	36479	1	22			
38364	36522	36479	2	22			
38370	36628	36505	1	22			
38373	36628	36505	2	22			
38375	36884	36849	2	22			
38376	36884	36849	1	22			
38384	36595	37077	2	22			
38392	36595	37077	1	22			
38409	36459	36432	1	22			
38412	36459	36432	2	22			
38416	36352	36638	2	22			
38419	36352	36638	1	22			
38420	36617	36447	2	22			
38424	36617	36447	1	22			
38426	36511	36720	1	22			
38431	36511	36720	2	22			
38439	36333	36754	1	22			
38444	36598	36763	2	22			
38445	36598	36763	1	22			
38450	36733	36494	1	22			
38454	36733	36494	2	22			
38456	36409	36862	2	22			
38467	36409	36862	1	22			
38475	36865	36422	1	22			
38482	36983	36370	1	22			
38488	36993	36692	1	22			
38492	36993	36692	2	22			
38501	36489	37105	2	22			
38505	36489	37105	1	22			
38510	37039	37100	1	22			
38516	37039	37100	2	22			
38522	37078	36606	2	22			
38523	37078	36606	1	22			
38527	36368	37172	2	22			
38529	36368	37172	1	22			
38539	37198	36578	1	22			
38556	36287	36457	1	22			
38558	36287	36457	2	22			
38559	36325	36463	1	22			
38565	36325	36463	2	22			
38578	36576	36330	1	22			
38584	36576	36330	2	22			
38587	36639	36526	2	22			
38590	36639	36526	1	22			
38596	36677	36651	2	22			
38605	36677	36651	1	22			
38615	36713	36347	2	22			
38625	36743	36600	2	22			
38628	36743	36600	1	22			
38631	36758	37094	2	22			
38635	36758	37094	1	22			
38646	36775	36907	1	22			
38649	36688	36887	2	22			
38653	36688	36887	1	22			
38659	36875	36666	2	22			
38662	36875	36666	1	22			
38664	36650	36925	2	22			
38673	36650	36925	1	22			
38675	36926	36897	2	22			
38682	36926	36897	1	22			
38684	36416	36956	2	22			
38686	36416	36956	1	22			
38690	36416	36956	2	22			
38693	36435	36998	1	22			
38697	36435	36998	2	22			
38699	37005	36429	1	22			
38701	37005	36429	2	22			
38705	36699	37037	2	22			
38712	36699	37037	1	22			
38719	36395	37098	2	22			
38722	36395	37098	1	22			
38735	36613	37109	1	22			
38738	36613	37109	2	22			
38741	37091	36410	2	22			
38744	37091	36410	1	22			
38753	36634	37200	2	22			
38760	36634	37200	1	22			
38765	37214	36784	1	22			
38769	37214	36784	2	22			
38772	37217	36906	1	22			
38776	37217	36906	2	22			
38793	36905	36570	2	22			
38797	36503	36978	2	22			
38799	36503	36978	1	22			
38805	36997	36587	2	22			
38806	36997	36587	1	22			
38810	37084	36687	2	22			
38811	37084	36687	1	22			
38828	37196	36985	1	22			
38829	37196	36985	2	22			
38833	37106	36384	2	22			
38836	37106	36384	1	22			
38856	37053	36937	2	22			
38925	36552	36484	2	22			
38927	36552	36484	1	22			
38941	36605	36414	2	22			
38946	36605	36414	1	22			
38953	36702	36356	2	22			
38963	36715	36953	1	22			
38967	36715	36953	2	22			
39003	36389	36486	2	22			
39004	36389	36486	1	22			
39035	36951	36565	1	22			
39036	36951	36565	2	22			
39040	36672	37049	1	22			
39051	37061	36365	1	22			
39052	37061	36365	2	22			
39088	36424	36495	2	22			
39093	36424	36495	1	22			
39116	36636	37009	1	22			
39125	36636	37009	2	22			
39135	36851	36449	1	22			
39140	36851	36449	2	22			
39181	36468	36533	2	22			
39186	36468	36533	1	22			
39224	36715	36953	1	22			
39239	36445	36644	1	22			
39246	36445	36644	2	22			
39259	36771	36747	2	22			
39333	36485	37139	1	22			
39397	36783	37057	2	22			
40055	36764	36740	1	22			
40056	36764	36740	2	22			
41095	0	0	2	23			
41665	38419	38248	1	23			
41669	38419	38248	2	23			
41673	38475	38198	1	23			
41675	38475	38198	2	23			
41679	38219	38753	1	23			
41687	38424	38558	2	23			
41701	38673	38501	1	23			
41703	38673	38501	2	23			
41710	38722	38229	1	23			
41716	38722	38229	2	23			
41722	38523	38829	1	23			
41726	38523	38829	2	23			
41737	38686	38941	2	23			
41761	38445	38587	2	23			
41765	38445	38587	1	23			
41771	38539	38705	1	23			
41773	38539	38705	2	23			
41775	38556	38184	1	23			
41776	38556	38184	2	23			
41812	38236	38364	1	23			
41817	38236	38364	2	23			
41821	38296	38516	2	23			
41825	38296	38516	1	23			
41839	38346	38456	2	23			
41841	38346	38456	1	23			
41843	38392	38522	1	23			
41847	38392	38522	2	23			
41853	38505	38292	2	23			
41854	38505	38292	1	23			
41861	38510	38233	2	23			
41869	38510	38233	1	23			
41872	38317	38615	1	23			
41874	38317	38615	2	23			
41881	38376	38631	1	23			
41884	38376	38631	2	23			
41893	38409	38769	1	23			
41900	38409	38769	2	23			
41906	38482	38565	1	23			
41911	38578	38373	1	23			
41916	38578	38373	2	23			
41923	38635	38416	1	23			
41929	38635	38416	2	23			
41933	38693	38384	1	23			
41935	38693	38384	1	23			
41939	38712	38420	2	23			
41952	38765	38279	1	23			
