idx1	idx2	sire	dam	sex	generation	k.grm	k.ped	ped.kin
49041.11	805	961	46342.1	46223.1	2	F51	0.05143855426	0.482121672396027	26586 26587 46344 46345 49041 49048 49494 49498 49499 50103 50406 50407
46348.1	806	806	45327.1	45449.1	1	F50	0.5288392932	0.703657495452852	46348 46349 48373 48374
46349.1	806	807	45327.1	45449.1	2	F50	0.07259102264	0.55504167690548	46348 46349 48373 48374
46348.11	807	806	45327.1	45449.1	1	F50	0.07259102264	0.55504167690548	46348 46349 48373 48374
46349.11	807	807	45327.1	45449.1	2	F50	0.4821206379	0.703657495452852	46348 46349 48373 48374
46352.1	808	808	45420.1	45486.1	1	F50	0.4658581246	0.703129111638462	46352 46353 48468 49003 49012
46353.1	808	809	45420.1	45486.1	2	F50	0.07804718111	0.554904560490284	46352 46353 48468 49003 49012
46352.11	809	808	45420.1	45486.1	1	F50	0.07804718111	0.554904560490284	46352 46353 48468 49003 49012
46353.11	809	809	45420.1	45486.1	2	F50	0.5194022194	0.703129111638462	46352 46353 48468 49003 49012
46356.1	810	810	45348.1	45418.1	1	F50	0.481565257	0.704023762804301	46356 46357 48479 48496
46357.1	810	811	45348.1	45418.1	2	F50	0.08806115817	0.555553385382012	46356 46357 48479 48496
46356.11	811	810	45348.1	45418.1	1	F50	0.08806115817	0.555553385382012	46356 46357 48479 48496
46357.11	811	811	45348.1	45418.1	2	F50	0.5515866503	0.704023762804301	46356 46357 48479 48496
46360.1	812	812	45341.1	45454.1	1	F50	0.5342224596	0.704397101294438	46360 46361 48478
46361.1	813	813	45341.1	45454.1	2	F50	0.5081691939	0.704397101294438	46360 46361 48478
46364.1	814	814	45489.1	45354.1	1	F50	0.5937659995	0.708053737490637	46364 46365 49035 49036 49040
46365.1	814	815	45489.1	45354.1	2	F50	0.08871417191	0.559702701135882	46364 46365 49035 49036 49040
51748.1	814	1408	50480.1	51287.1	1	F54	0.05005983806	0.42040688055552	50478 51289 51294 51748 51759 52123 52124 54298 54307
51759.1	814	1412	50480.1	51287.1	2	F54	0.05496847244	0.42040688055552	50478 51289 51294 51748 51759 52123 52124 54298 54307
46364.11	815	814	45489.1	45354.1	1	F50	0.08871417191	0.559702701135882	46364 46365 49035 49036 49040
46365.11	815	815	45489.1	45354.1	2	F50	0.5647993752	0.708053737490637	46364 46365 49035 49036 49040
46368.1	816	816	45326.1	45356.1	1	F50	0.5240512439	0.704051627607855	46368 48472
46372.1	817	817	45480.1	45455.1	1	F50	0.5102390601	0.704133573534678	46372 49011 49020
46386.1	818	818	45483.1	45362.1	1	F50	0.5138655289	0.703758134017058	46386 46387 48475 48482 48490
46387.1	818	819	45483.1	45362.1	1	F50	0.05804911249	0.555332274169141	46386 46387 48475 48482 48490
46386.11	819	818	45483.1	45362.1	1	F50	0.05804911249	0.555332274169141	46386 46387 48475 48482 48490
46387.11	819	819	45483.1	45362.1	1	F50	0.4934033081	0.703758134017058	46386 46387 48475 48482 48490
46388.1	820	820	45391.1	45430.1	1	F50	0.5147156784	0.705042043829305	46388 46389 49249 49259 49262 49426
46389.1	820	821	45391.1	45430.1	2	F50	0.05261344769	0.55780027393865	46388 46389 49249 49259 49262 49426
46388.11	821	820	45391.1	45430.1	1	F50	0.05261344769	0.55780027393865	46388 46389 49249 49259 49262 49426
46389.11	821	821	45391.1	45430.1	2	F50	0.4822879837	0.705042043829305	46388 46389 49249 49259 49262 49426
46392.1	822	822	45462.1	45439.1	1	F50	0.5209696365	0.703116452064653	46392 46393 49217 49218 49267 49270 50150 50151
46441.1	822	831	45422.1	45379.1	2	F50	0.07731508279	0.412964872514635	46441 46442 49226 49229 49245 49246
46393.1	823	823	45462.1	45439.1	2	F50	0.4950329717	0.703116452064653	46392 46393 49217 49218 49267 49270 50150 50151
46498.1	823	858	45399.1	45487.1	1	F50	0.05334839228	0.408520374192003	46142 46143 46497 46498 49210 49211 49414 49417
49210.1	823	967	46500.1	26578.1	1	F51	0.05162456629	0.42695176202266	46132 46133 46497 46498 49210 49211 50279
46397.1	824	824	45458.1	45375.1	2	F50	0.5264583079	0.703735491706773	46397 49233 49234 49255 49258 49293 49294
46429.1	824	825	45330.1	45476.1	2	F50	0.1402702404	0.411229966400542	46429 46430 49274 49424
46397.11	825	824	45458.1	45375.1	2	F50	0.1402702404	0.411229966400542	46397 49233 49234 49255 49258 49293 49294
46429.11	825	825	45330.1	45476.1	2	F50	0.4793604857	0.704560248317674	46429 46430 49274 49424
36394.111	826	637	33722.1	33785.1	2	F43	0.05343952953	0.405638861409412	33722 33785 36394 36395 36396
46430.11	826	826	45330.1	45476.1	1	F50	0.5491451253	0.704560248317674	46429 46430 49274 49424
46433.1	826	827	45387.1	45461.1	2	F50	0.08440883404	0.412424925052692	46433 46434 49237 49238
46430.12	827	826	45330.1	45476.1	1	F50	0.08440883404	0.412424925052692	46429 46430 49274 49424
46433.11	827	827	45387.1	45461.1	2	F50	0.5200627426	0.708897608228476	46433 46434 49237 49238
46434.1	828	828	45387.1	45461.1	1	F50	0.5322333416	0.708897608228476	46433 46434 49237 49238
46437.1	828	829	45429.1	45378.1	2	F50	0.07251953528	0.410157344807618	46437 46438 49015 49024 49240 49243
46434.11	829	828	45387.1	45461.1	1	F50	0.07251953528	0.410157344807618	46433 46434 49237 49238
46437.11	829	829	45429.1	45378.1	2	F50	0.5161521948	0.703859663486079	46437 46438 49015 49024 49240 49243
46438.1	830	830	45429.1	45378.1	1	F50	0.5661670121	0.703859663486079	46437 46438 49015 49024 49240 49243
46392.11	831	822	45462.1	45439.1	1	F50	0.07731508279	0.412964872514635	46392 46393 49217 49218 49267 49270 50150 50151
46441.11	831	831	45422.1	45379.1	2	F50	0.4985262918	0.703182177406624	46441 46442 49226 49229 49245 49246
49270.1	831	997	46646.1	46395.1	1	F51	0.05007485752	0.411406605116808	46392 46393 46445 46644 49267 49270 50359 50390 50391
46442.1	832	832	45422.1	45379.1	1	F50	0.5115185199	0.703182177406624	46441 46442 49226 49229 49245 49246
46445.1	833	833	45495.1	45388.1	2	F50	0.4969346773	0.703349164189747	46344 46345 46445 46644 49267 49270 49282
46644.1	833	859	45495.1	45388.1	1	F50	0.09772020459	0.555279460286232	46344 46345 46445 46644 49267 49270 49282
46446.1	834	834	45453.1	45365.1	1	F50	0.5136728993	0.703875499492885	46146 46147 46446 46447 49226 49229 49451 49452
46447.1	834	835	45453.1	45365.1	2	F50	0.05171910329	0.555327182161596	46146 46147 46446 46447 49226 49229 49451 49452
46446.11	835	834	45453.1	45365.1	1	F50	0.05171910329	0.555327182161596	46146 46147 46446 46447 49226 49229 49451 49452
46447.11	835	835	45453.1	45365.1	2	F50	0.5175356022	0.703875499492885	46146 46147 46446 46447 49226 49229 49451 49452
46450.1	836	836	45423.1	45373.1	1	F50	0.4783997168	0.703384543959537	46450 46451 49282 49401 49404
46451.1	836	837	45423.1	45373.1	2	F50	0.08576029001	0.555989962773876	46450 46451 49282 49401 49404
49282.1	836	1000	46452.1	46647.1	1	F51	0.05373306313	0.482689579544447	46445 46450 46451 46644 49282 50282 50327 50330 50419
46450.11	837	836	45423.1	45373.1	1	F50	0.08576029001	0.555989962773876	46450 46451 49282 49401 49404
46451.11	837	837	45423.1	45373.1	2	F50	0.5418631574	0.703384543959537	46450 46451 49282 49401 49404
46454.1	838	838	45474.1	45433.1	1	F50	0.5199927998	0.703679910971616	46454 46455 49230 49231
46455.1	838	839	45474.1	45433.1	2	F50	0.07272480205	0.555220916199883	46454 46455 49230 49231
46454.11	839	838	45474.1	45433.1	1	F50	0.07272480205	0.555220916199883	46454 46455 49230 49231
46455.11	839	839	45474.1	45433.1	2	F50	0.5124465622	0.703679910971616	46454 46455 49230 49231
46457.1	840	840	45306.1	45350.1	2	F50	0.5172769703	0.703425458042593	46457 49221 49222 49453 49456
46461.1	841	841	45345.1	45448.1	2	F50	0.5366528259	0.7036405436737	46461 46462 49251 49254 49409 49416
46462.1	841	842	45345.1	45448.1	1	F50	0.07876060203	0.555095556385969	46461 46462 49251 49254 49409 49416
46461.11	842	841	45345.1	45448.1	2	F50	0.07876060203	0.555095556385969	46461 46462 49251 49254 49409 49416
46462.11	842	842	45345.1	45448.1	1	F50	0.5323354022	0.7036405436737	46461 46462 49251 49254 49409 49416
46465.1	843	843	45456.1	45436.1	2	F50	0.4675296767	0.70595588721367	46465 46474 49027 49032
46466.1	843	844	45477.1	45344.1	1	F50	0.06345001066	0.408854139329299	46466 46473 49286 49287 49289 49290
46465.11	844	843	45456.1	45436.1	2	F50	0.06345001066	0.408854139329299	46465 46474 49027 49032
46466.11	844	844	45477.1	45344.1	1	F50	0.4959645577	0.704556570624354	46466 46473 49286 49287 49289 49290
46469.1	845	845	45308.1	45372.1	2	F50	0.5618447633	0.704395279902346	46469 46470 49263 49266
46470.1	845	846	45308.1	45372.1	1	F50	0.05521204277	0.556407774081963	46469 46470 49263 49266
46469.11	846	845	45308.1	45372.1	2	F50	0.05521204277	0.556407774081963	46469 46470 49263 49266
46470.11	846	846	45308.1	45372.1	1	F50	0.4894931141	0.704395279902346	46469 46470 49263 49266
46473.1	847	847	45477.1	45344.1	2	F50	0.4985544305	0.704556570624354	46466 46473 49286 49287 49289 49290
46474.1	847	848	45456.1	45436.1	1	F50	0.06124231921	0.408854139329299	46465 46474 49027 49032
46473.11	848	847	45477.1	45344.1	2	F50	0.06124231921	0.408854139329299	46466 46473 49286 49287 49289 49290
46474.11	848	848	45456.1	45436.1	1	F50	0.5013666881	0.70595588721367	46465 46474 49027 49032
46478.1	849	849	45395.1	45428.1	1	F50	0.5398058947	0.703820797109742	46478 46479 49274 49293 49294
46479.1	850	850	45395.1	45428.1	2	F50	0.5334891405	0.703820797109742	46478 46479 49274 49293 49294
46486.1	850	853	45309.1	45419.1	1	F50	0.07760687372	0.410466460588683	46486 46487 49286 49287 49289 49290
46487.1	850	854	45309.1	45419.1	2	F50	0.1590542874	0.410466460588683	46486 46487 49286 49287 49289 49290
46482.1	851	851	45400.1	45469.1	1	F50	0.5244895833	0.703184557740201	46482 46483 49297 49298 49453 49456
46483.1	851	852	45400.1	45469.1	2	F50	0.05980348071	0.554926222243523	46482 46483 49297 49298 49453 49456
46482.11	852	851	45400.1	45469.1	1	F50	0.05980348071	0.554926222243523	46482 46483 49297 49298 49453 49456
46483.11	852	852	45400.1	45469.1	2	F50	0.539138535	0.703184557740201	46482 46483 49297 49298 49453 49456
49456.1	852	1033	46484.1	46459.1	1	F51	0.05492817976	0.481842037494172	46457 46482 46483 49453 49456 50429 50432
46479.11	853	850	45395.1	45428.1	2	F50	0.07760687372	0.410466460588683	46478 46479 49274 49293 49294
46486.11	853	853	45309.1	45419.1	1	F50	0.523204368	0.7063555108807	46486 46487 49286 49287 49289 49290
46487.11	853	854	45309.1	45419.1	2	F50	0.0812964377	0.557989595057497	46486 46487 49286 49287 49289 49290
46479.12	854	850	45395.1	45428.1	2	F50	0.1590542874	0.410466460588683	46478 46479 49274 49293 49294
46486.12	854	853	45309.1	45419.1	1	F50	0.0812964377	0.557989595057497	46486 46487 49286 49287 49289 49290
46487.12	854	854	45309.1	45419.1	2	F50	0.5342626067	0.7063555108807	46486 46487 49286 49287 49289 49290
46490.1	855	855	45470.1	45347.1	1	F50	0.4721361636	0.70374798593096	46490 46491 49213 49214
46491.1	855	856	45470.1	45347.1	2	F50	0.05916335647	0.555350163399545	46490 46491 49213 49214
46490.11	856	855	45470.1	45347.1	1	F50	0.05916335647	0.555350163399545	46490 46491 49213 49214
46491.11	856	856	45470.1	45347.1	2	F50	0.4798943702	0.70374798593096	46490 46491 49213 49214
46497.1	857	857	45399.1	45487.1	2	F50	0.4683613998	0.704656347713799	46142 46143 46497 46498 49210 49211 49414 49417
46393.11	858	823	45462.1	45439.1	2	F50	0.05334839228	0.408520374192003	46392 46393 49217 49218 49267 49270 50150 50151
46498.11	858	858	45399.1	45487.1	1	F50	0.4774617392	0.704656347713799	46142 46143 46497 46498 49210 49211 49414 49417
46445.11	859	833	45495.1	45388.1	2	F50	0.09772020459	0.555279460286232	46344 46345 46445 46644 49267 49270 49282
46644.11	859	859	45495.1	45388.1	1	F50	0.5292168364	0.703349164189747	46344 46345 46445 46644 49267 49270 49282
49270.11	859	997	46646.1	46395.1	1	F51	0.05187428591	0.482667049349413	46392 46393 46445 46644 49267 49270 50359 50390 50391
46672.1	860	860	45336.1	45368.1	1	F50	0.5867988035	0.708029517974982	46672
46695.1	861	861	46170.1	46080.1	2	F51	0.474527273	0.705325480368292	46024 46025 46148 46149 46695 48304 48325 48328 49466 49467 49490 49497 50106 50115 50429 50432
48306.1	861	864	46099.1	46068.1	1	F51	0.06673915635	0.412740191447217	46006 46007 46016 46017 48305 48306 49470 49471 49476 49479
48304.1	862	862	46170.1	46080.1	1	F51	0.4885032883	0.705325480368292	46024 46025 46148 46149 46695 48304 48325 48328 49466 49467 49490 49497 50106 50115 50429 50432
48305.1	863	863	46099.1	46068.1	2	F51	0.4626669712	0.70524318240226	46006 46007 46016 46017 48305 48306 49470 49471 49476 49479
46695.11	864	861	46170.1	46080.1	2	F51	0.06673915635	0.412740191447217	46024 46025 46148 46149 46695 48304 48325 48328 49466 49467 49490 49497 50106 50115 50429 50432
48306.11	864	864	46099.1	46068.1	1	F51	0.5199746216	0.70524318240226	46006 46007 46016 46017 48305 48306 49470 49471 49476 49479
48311.1	865	865	46117.1	46033.1	2	F51	0.5545002134	0.704486187347141	45498 46022 46023 48311 48314 49439 49440 50129 50132 50158 50163
48314.11	865	866	46117.1	46033.1	1	F51	0.07608667411	0.556588164810365	45498 46022 46023 48311 48314 49439 49440 50129 50132 50158 50163
50158.11	865	1088	48318.1	49053.1	1	F52	0.06374999916	0.484697615932978	48311 48314 49045 49052 50158 50163 50490 50491 51209 51216 51313 51338 51339
45498.11	866	741	45381.1	45305.1	2	F50	0.05876430858	0.482510498807199	45498 48311 48314 48347 48348 48444 48445 49015 49024 49249 49426
48311.11	866	865	46117.1	46033.1	2	F51	0.07608667411	0.556588164810365	45498 46022 46023 48311 48314 49439 49440 50129 50132 50158 50163
48314.12	866	866	46117.1	46033.1	1	F51	0.4981777391	0.704486187347141	45498 46022 46023 48311 48314 49439 49440 50129 50132 50158 50163
48316.1	867	867	46164.1	46186.1	1	F51	0.501742727	0.704898006363171	46142 46143 46153 48316 49494 49499 50114 50118 50119 50121
48325.1	868	868	46171.1	46076.1	2	F51	0.4994122318	0.705325480368292	46024 46025 46148 46149 46695 48304 48325 48328 49476 49479 50258 50259
48328.1	868	870	46171.1	46076.1	1	F51	0.07489226546	0.558660448980561	46024 46025 46148 46149 46695 48304 48325 48328 49476 49479 50258 50259
48326.1	869	869	46163.1	46083.1	1	F51	0.5006245905	0.708457838195047	46010 46011 46153 48326 48331 49431 49432 50279
48331.11	869	871	46163.1	46083.1	2	F51	0.06405795232	0.560426791000787	46010 46011 46153 48326 48331 49431 49432 50279
48325.11	870	868	46171.1	46076.1	2	F51	0.07489226546	0.558660448980561	46024 46025 46148 46149 46695 48304 48325 48328 49476 49479 50258 50259
48328.11	870	870	46171.1	46076.1	1	F51	0.5176583815	0.705325480368292	46024 46025 46148 46149 46695 48304 48325 48328 49476 49479 50258 50259
46010.12	871	752	45324.1	45325.1	1	F50	0.05138496707	0.485924256080564	46010 46011 48326 48331 48332 48337 48425 48432 48468 49055 49056
48326.11	871	869	46163.1	46083.1	1	F51	0.06405795232	0.560426791000787	46010 46011 46153 48326 48331 49431 49432 50279
48331.12	871	871	46163.1	46083.1	2	F51	0.5083427126	0.708457838195047	46010 46011 46153 48326 48331 49431 49432 50279
49432.1	871	1023	48448.1	48333.1	1	F52	0.05284358803	0.48573226211202	48326 48331 48444 48445 49431 49432 50704 50707 50770 50771
48332.1	872	872	46086.1	46082.1	1	F51	0.511945342	0.704291248606666	46010 46011 46012 46013 48332 48337 49482 49485 50143 50146 50147 50148 50189
48337.1	872	873	46086.1	46082.1	2	F51	0.06860236087	0.555956243051322	46010 46011 46012 46013 48332 48337 49482 49485 50143 50146 50147 50148 50189
48332.11	873	872	46086.1	46082.1	1	F51	0.06860236087	0.555956243051322	46010 46011 46012 46013 48332 48337 49482 49485 50143 50146 50147 50148 50189
48337.11	873	873	46086.1	46082.1	2	F51	0.5037169384	0.704291248606666	46010 46011 46012 46013 48332 48337 49482 49485 50143 50146 50147 50148 50189
48342.1	874	874	26574.1	46067.1	1	F51	0.5050618168	0.705415561197582	46006 46007 46132 46133 48342 48443 49447 49448 49466 49467 50129 50132 50417 50420
48443.1	874	920	26574.1	46067.1	2	F51	0.06836054044	0.557487300937416	46006 46007 46132 46133 48342 48443 49447 49448 49466 49467 50129 50132 50417 50420
48344.1	875	875	46030.1	46176.1	1	F51	0.492415626	0.705330387530499	45496 45497 46146 46147 48344 48345 50282 50327 50330 50419
48345.1	875	876	46030.1	46176.1	2	F51	0.06490841197	0.55713419418977	45496 45497 46146 46147 48344 48345 50282 50327 50330 50419
48344.11	876	875	46030.1	46176.1	1	F51	0.06490841197	0.55713419418977	45496 45497 46146 46147 48344 48345 50282 50327 50330 50419
48345.11	876	876	46030.1	46176.1	2	F51	0.5841186992	0.705330387530499	45496 45497 46146 46147 48344 48345 50282 50327 50330 50419
48347.1	877	877	46201.1	46034.1	2	F51	0.4736816527	0.708621493408851	45498 46132 46133 48347 48348 49435 49436 50106 50115
48374.1	877	890	46346.1	46118.1	1	F51	0.06769361013	0.409852685980082	46022 46023 46348 46349 48373 48374
48348.1	878	878	46201.1	46034.1	1	F51	0.4615934583	0.708621493408851	45498 46132 46133 48347 48348 49435 49436 50106 50115
48352.1	879	879	46169.1	46187.1	1	F51	0.5103014525	0.705561141834682	46140 46141 46150 46151 48352 48353 50122 50125 50131 50134
48353.1	879	880	46169.1	46187.1	2	F51	0.05751746256	0.557241641035904	46140 46141 46150 46151 48352 48353 50122 50125 50131 50134
50125.1	879	1072	47718.1	48357.1	2	F52	0.0552030081	0.486262619616835	48352 48353 50122 50125 50500 50703 50744 50745 51211 51220 51259 51268
48352.11	880	879	46169.1	46187.1	1	F51	0.05751746256	0.557241641035904	46140 46141 46150 46151 48352 48353 50122 50125 50131 50134
48353.11	880	880	46169.1	46187.1	2	F51	0.5258373602	0.705561141834682	46140 46141 46150 46151 48352 48353 50122 50125 50131 50134
48355.1	881	881	46090.1	46043.1	2	F51	0.5216499098	0.705571922000152	45499 46001 46012 46013 48355 48358 48417 50316
48358.1	881	882	46090.1	46043.1	1	F51	0.06473415683	0.557194139537522	45499 46001 46012 46013 48355 48358 48417 50316
48355.11	882	881	46090.1	46043.1	2	F51	0.06473415683	0.557194139537522	45499 46001 46012 46013 48355 48358 48417 50316
48358.11	882	882	46090.1	46043.1	1	F51	0.5361500031	0.705571922000152	45499 46001 46012 46013 48355 48358 48417 50316
48361.1	883	883	46179.1	46120.1	2	F51	0.4981442071	0.704621881169377	46022 46023 46144 46145 48361 48362 49435 49436 50241 50242
48362.1	883	884	46179.1	46120.1	1	F51	0.06790947182	0.556328024518324	46022 46023 46144 46145 48361 48362 49435 49436 50241 50242
48361.11	884	883	46179.1	46120.1	2	F51	0.06790947182	0.556328024518324	46022 46023 46144 46145 48361 48362 49435 49436 50241 50242
48362.11	884	884	46179.1	46120.1	1	F51	0.5003964671	0.704621881169377	46022 46023 46144 46145 48361 48362 49435 49436 50241 50242
48365.1	885	885	46055.1	46054.1	2	F51	0.5117313595	0.710767533665719	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 49427 49430
48366.1	885	886	46055.1	46054.1	1	F51	0.06682135438	0.563482271691046	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 49427 49430
48365.11	886	885	46055.1	46054.1	2	F51	0.06682135438	0.563482271691046	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 49427 49430
48366.11	886	886	46055.1	46054.1	1	F51	0.4777166345	0.710767533665719	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 49427 49430
48369.1	887	887	46057.1	46048.1	2	F51	0.5072807772	0.710767533665719	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50118 50121 50156 50159
48370.1	887	888	46057.1	46048.1	1	F51	0.08424061612	0.563482271691046	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50118 50121 50156 50159
48399.11	887	903	46056.1	46047.1	2	F51	0.05398054259	0.489264010053933	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50198 50217 50266 50269
48369.11	888	887	46057.1	46048.1	2	F51	0.08424061612	0.563482271691046	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50118 50121 50156 50159
48370.11	888	888	46057.1	46048.1	1	F51	0.5146721039	0.710767533665719	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50118 50121 50156 50159
48408.11	888	906	46056.1	46047.1	1	F51	0.06783216028	0.489264010053933	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50198 50217 50266 50269
50156.1	888	1087	48372.1	48453.1	1	F52	0.06093737646	0.489210853837553	48369 48370 48449 48456 50156 50159 50764 50767
48373.1	889	889	46346.1	46118.1	2	F51	0.4413373097	0.704530407299554	46022 46023 46348 46349 48373 48374
48347.11	890	877	46201.1	46034.1	2	F51	0.06769361013	0.409852685980082	45498 46132 46133 48347 48348 49435 49436 50106 50115
48374.11	890	890	46346.1	46118.1	1	F51	0.5265260666	0.704530407299554	46022 46023 46348 46349 48373 48374
48377.1	891	891	46214.1	46105.1	2	F51	0.5128695058	0.704128690434126	46016 46017 46126 46127 48377 48382 50102 50107 50172
48382.1	891	894	46214.1	46105.1	1	F51	0.07719099536	0.555913677865899	46016 46017 46126 46127 48377 48382 50102 50107 50172
48379.1	892	892	46078.1	46072.1	2	F51	0.5587319943	0.710468170690841	46008 46009 46024 46025 48379 48384 50114 50119 50238 50310
48449.11	892	924	46074.1	46208.1	2	F51	0.05043161056	0.471331561946298	46008 46009 46130 46131 48449 48456 50147 50148 50156 50159 50189
50245.1	892	1122	48422.1	48437.1	1	F52	0.0536708566	0.416861452776946	48420 48441 50237 50245 50778 50779 51291 51302
26581.12	893	120	45342.1	45482.1	2	F50	0.05175244864	0.482841313915157	26580 26581 48381 48390 49025 49028
46024.12	893	764	45446.1	45392.1	1	F50	0.05020718101	0.486553809675776	46024 46025 46695 48304 48325 48328 48379 48381 48384 48390 48489 49004
48381.12	893	893	46217.1	46079.1	2	F51	0.5149240436	0.705253774095263	26580 26581 46024 46025 48381 48390 49498 50103 50406 50407
48390.11	893	898	46217.1	46079.1	1	F51	0.08235771607	0.558635326440441	26580 26581 46024 46025 48381 48390 49498 50103 50406 50407
50103.1	893	1063	49046.1	48339.1	2	F52	0.05820335996	0.483666010795432	48381 48390 49041 49048 49498 50103 50406 50407 50793 50794 51247 51258
48377.11	894	891	46214.1	46105.1	2	F51	0.07719099536	0.555913677865899	46016 46017 46126 46127 48377 48382 50102 50107 50172
48382.11	894	894	46214.1	46105.1	1	F51	0.5367396694	0.704128690434126	46016 46017 46126 46127 48377 48382 50102 50107 50172
50102.1	894	1062	48454.1	48341.1	1	F52	0.06099249268	0.48403897874856	48377 48382 48447 48452 50102 50107 50716 50723 50740 50741
46014.11	895	756	45380.1	45340.1	2	F50	0.05880994796	0.483824980097804	46014 46015 48383 48394 48441 48495 49008 49401 49404
48383.11	895	895	46112.1	46121.1	2	F51	0.541029777	0.705546054154569	46014 46015 46022 46023 48383 48394 49427 49430 50333 50336
48394.1	895	900	46112.1	46121.1	1	F51	0.07462990061	0.557762160419631	46014 46015 46022 46023 48383 48394 49427 49430 50333 50336
48384.1	896	896	46078.1	46072.1	1	F51	0.4685519149	0.710468170690841	46008 46009 46024 46025 48379 48384 50114 50119 50238 50310
33772.16	897	466	31102.1	31054.1	1	F42	0.05310657539	0.406288719988035	31054 31102 33771 33772 36410 36411 36412
48387.11	897	897	46089.1	46095.1	2	F51	0.5635288504	0.703949636284614	46012 46013 46026 46027 48387 48395 48398 48406 50345 50348
48398.1	897	902	46089.1	46095.1	1	F51	0.06444553409	0.555571599403478	46012 46013 46026 46027 48387 48395 48398 48406 50345 50348
46024.13	898	764	45446.1	45392.1	1	F50	0.06918794588	0.486553809675776	46024 46025 46695 48304 48325 48328 48379 48381 48384 48390 48489 49004
48381.13	898	893	46217.1	46079.1	2	F51	0.08235771607	0.558635326440441	26580 26581 46024 46025 48381 48390 49498 50103 50406 50407
48390.12	898	898	46217.1	46079.1	1	F51	0.5335359387	0.705253774095263	26580 26581 46024 46025 48381 48390 49498 50103 50406 50407
48391.1	899	899	46098.1	46103.1	2	F51	0.5123574174	0.704763220796995	46016 46017 46026 46027 48391 48402 50210 50211 50216 50382 50383
48402.1	899	904	46098.1	46103.1	1	F51	0.07116785545	0.556331582042341	46016 46017 46026 46027 48391 48402 50210 50211 50216 50382 50383
48383.12	900	895	46112.1	46121.1	2	F51	0.07462990061	0.557762160419631	46014 46015 46022 46023 48383 48394 49427 49430 50333 50336
48394.11	900	900	46112.1	46121.1	1	F51	0.4904759656	0.705546054154569	46014 46015 46022 46023 48383 48394 49427 49430 50333 50336
48395.1	901	901	46097.1	46091.1	2	F51	0.5561062477	0.703949636284614	46012 46013 46026 46027 48387 48395 48398 48406 50288 50341 50344
48406.11	901	905	46097.1	46091.1	1	F51	0.07284480326	0.555571599403478	46012 46013 46026 46027 48387 48395 48398 48406 50288 50341 50344
48387.12	902	897	46089.1	46095.1	2	F51	0.06444553409	0.555571599403478	46012 46013 46026 46027 48387 48395 48398 48406 50345 50348
48398.11	902	902	46089.1	46095.1	1	F51	0.5151740769	0.703949636284614	46012 46013 46026 46027 48387 48395 48398 48406 50345 50348
50345.12	902	1157	48400.1	49235.1	2	F52	0.05037747666	0.483005156894557	48387 48398 49233 49234 49255 49258 50345 50348 51247 51258 51259 51268 51392 51395
46004.11	903	746	45441.1	45316.1	1	F50	0.06278806041	0.489748138174364	46004 46005 48365 48366 48369 48370 48399 48408 48464 49237 49238
48369.12	903	887	46057.1	46048.1	2	F51	0.05398054259	0.489264010053933	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50118 50121 50156 50159
48399.12	903	903	46056.1	46047.1	2	F51	0.5303234964	0.710767533665719	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50198 50217 50266 50269
48408.12	903	906	46056.1	46047.1	1	F51	0.0839744525	0.563482271691046	46002 46003 46004 46005 48365 48366 48369 48370 48399 48408 50198 50217 50266 50269
50198.1	903	1102	48410.1	49091.1	1	F52	0.05023848032	0.489210853837553	48399 48408 50086 50198 50217 50716 50723 50799
50269.1	903	1132	48488.1	48403.1	2	F52	0.05325228353	0.487669710774221	48399 48408 48475 48490 50266 50269 51221 51228 51243 51272
48391.11	904	899	46098.1	46103.1	2	F51	0.07116785545	0.556331582042341	46016 46017 46026 46027 48391 48402 50210 50211 50216 50382 50383
48402.11	904	904	46098.1	46103.1	1	F51	0.5052707716	0.704763220796995	46016 46017 46026 46027 48391 48402 50210 50211 50216 50382 50383
51654.1	904	1369	50384.1	50395.1	1	F53	0.05047439089	0.447591060322693	50382 50383 50396 50397 51654 51657 51984 51987 52040 52045
46027.12	905	767	45364.1	45397.1	1	F50	0.05706369056	0.481377362920273	46026 46027 48387 48391 48395 48398 48402 48406 48425 48432 49055 49056
48395.11	905	901	46097.1	46091.1	2	F51	0.07284480326	0.555571599403478	46012 46013 46026 46027 48387 48395 48398 48406 50288 50341 50344
48406.12	905	905	46097.1	46091.1	1	F51	0.5245329595	0.703949636284614	46012 46013 46026 46027 48387 48395 48398 48406 50288 50341 50344
46004.12	906	746	45441.1	45316.1	1	F50	0.05163510248	0.489748138174364	46004 46005 48365 48366 48369 48370 48399 48408 48464 49237 49238
