idx1	idx2	sire	dam	sex	generation	k.grm	k.ped	ped.kin
31170.15	343	341	29336.1	30604.1	2	F41	0.07139722181	0.546853422051483	29336 30604 31170 31171 31172 33769 33770
31171.14	343	342	29336.1	30604.1	2	F41	0.07870500023	0.546853422051483	29336 30604 31170 31171 31172 33765 33766
31172.14	343	343	29336.1	30604.1	1	F41	0.5837481543	0.698012781977104	29336 30604 31170 31171 31172 33767 33768
33768.11	343	462	31172.1	35356.1	1	F42	0.08138805392	0.546002456732013	31172 33767 33768 35356 36442 36443
33769.11	343	463	35528.1	31170.1	2	F42	0.05518652711	0.471964217431561	31170 33769 33770 35528 36388 36389 36390
29339.14	344	176	22721.1	22822.1	2	F40	0.05748983714	0.545594431405328	22721 22822 29339 29341 31173
30367.16	344	247	22553.1	28341.1	1	F40	0.09217424981	0.545987325038755	28341 30366 30367 30368 31173
31173.12	344	344	30367.1	29339.1	1	F41	0.5626505056	0.697725560206657	29339 30367 31173 33747 33748
33747.11	344	441	31173.1	31101.1	2	F42	0.05909970944	0.547085835186292	31101 31173 33747 33748 36362 36363 36364
33748.12	344	442	31173.1	31101.1	1	F42	0.06318421213	0.547085835186292	31101 31173 33747 33748 36370 36371 36372
22524.14	345	11	24399.1	23761.1	2	F39	0.07080143725	0.392874019018199	22524 22525 22526 22527 30478 30479
25827.16	345	102	24078.1	24371.1	2	F39	0.06256277054	0.396271114741655	25826 25827 25828 30119 30120
30310.14	345	241	22880.1	22823.1	2	F40	0.07461843837	0.54726884123188	22823 22880 30310 30311 31401 31402 31403
30375.13	345	255	25710.1	22551.1	1	F40	0.06011133996	0.396933251703386	22551 25710 30374 30375
31401.14	345	345	30491.1	30310.1	2	F41	0.7148374544	0.698298107264737	30310 30491 31401 31402 31403
31402.14	345	346	30491.1	30310.1	2	F41	0.07521479621	0.54697483998455	30310 30491 31401 31402 31403 33884 33885 33886
31403.13	345	347	30491.1	30310.1	1	F41	0.06665276571	0.54697483998455	30310 30491 31401 31402 31403 34456 34457 34458
33786.12	345	478	35309.1	31433.1	1	F42	0.06527029555	0.401123268556647	31433 33785 33786 35309
33856.1	345	494	31487.1	31104.1	2	F42	0.05286636081	0.396811072665368	31104 31487 33856 33857 36486 36487 36488
33858.13	345	496	31472.1	35974.1	1	F42	0.05803627166	0.402818402551917	31472 33858 33859 35974
33863.11	345	501	31484.1	31429.1	2	F42	0.05295537499	0.40175119086567	31429 31484 33863 33864 33865 36424 36425 36426
34456.1	345	533	31403.1	31501.1	2	F42	0.05840806907	0.470264460186257	31403 31501 34456 34457 34458
36410.11	345	653	33772.1	33794.1	2	F43	0.0629625432	0.398943657498103	33772 33794 36410 36411 36412
49482.13	345	1044	48462.1	48336.1	1	F52	0.06251239041	0.403612815264799	48332 48337 48464 49482 49485 50482 50485 50494 50497
22789.16	346	61	23759.1	24039.1	2	F39	0.05195330691	0.4712453389421	22789 22790 22791 22792 30489 30490 30491
22878.16	346	77	24539.1	24249.1	2	F39	0.07542680662	0.433280438301744	22878 22879 22880 29346 29347
22880.15	346	79	24539.1	24249.1	1	F39	0.06487861021	0.471435618230735	22878 22879 22880 30310 30311
30491.18	346	275	25854.1	22789.1	1	F40	0.07473626278	0.546680838737221	22789 25854 30489 30490 30491 31401 31402 31403
31401.15	346	345	30491.1	30310.1	2	F41	0.07521479621	0.54697483998455	30310 30491 31401 31402 31403
31402.15	346	346	30491.1	30310.1	2	F41	0.5808536489	0.698298107264737	30310 30491 31401 31402 31403 33884 33885 33886
31403.14	346	347	30491.1	30310.1	1	F41	0.0776840076	0.54697483998455	30310 30491 31401 31402 31403 34456 34457 34458
33884.1	346	518	31687.1	31402.1	2	F42	0.06883917278	0.548120474718801	31402 31687 33884 33885 33886 36482 36483
33885.1	346	519	31687.1	31402.1	2	F42	0.05831780975	0.548120474718801	31402 31687 33884 33885 33886
33886.12	346	520	31687.1	31402.1	1	F42	0.09966655587	0.548120474718801	31402 31687 33884 33885 33886 36479 36480 36481
30310.15	347	241	22880.1	22823.1	2	F40	0.05355878205	0.54726884123188	22823 22880 30310 30311 31401 31402 31403
30489.18	347	273	25854.1	22789.1	2	F40	0.0518652488	0.470448911813134	22789 25854 30489 30490 30491 31162 31164 31166
30491.19	347	275	25854.1	22789.1	1	F40	0.06739908652	0.546680838737221	22789 25854 30489 30490 30491 31401 31402 31403
31401.16	347	345	30491.1	30310.1	2	F41	0.06665276571	0.54697483998455	30310 30491 31401 31402 31403
31402.16	347	346	30491.1	30310.1	2	F41	0.0776840076	0.54697483998455	30310 30491 31401 31402 31403 33884 33885 33886
31403.15	347	347	30491.1	30310.1	1	F41	0.5405111773	0.698298107264737	30310 30491 31401 31402 31403 34456 34457 34458
34456.11	347	533	31403.1	31501.1	2	F42	0.08142858034	0.54592609382635	31403 31501 34456 34457 34458
34457.1	347	534	31403.1	31501.1	1	F42	0.08765432166	0.54592609382635	31403 31501 34456 34457 34458 36460
34458.1	347	535	31403.1	31501.1	1	F42	0.08435080348	0.54592609382635	31403 31501 34456 34457 34458 36452 36454
31404.1	348	348	30311.1	30480.1	2	F41	0.4494264356	0.696526658479357	30311 30480 31404 31405 31406
22823.15	349	68	23772.1	24398.1	2	F39	0.05639614484	0.469481488975564	22820 22821 22822 22823 30310 30311
25700.15	349	93	24350.1	23740.1	1	F39	0.06838804219	0.468604908914621	25699 25700 30480 30481 30482
30311.15	349	242	22880.1	22823.1	1	F40	0.0660745304	0.545497392446501	22823 22880 30310 30311 31404 31405 31406
30480.15	349	264	25700.1	22532.1	2	F40	0.09163979855	0.545185810064281	22532 25700 30480 30481 30482 31404 31405 31406
30481.14	349	265	25700.1	22532.1	1	F40	0.05636385238	0.468744418401728	22532 25700 30480 30481 30482
31405.15	349	349	30311.1	30480.1	1	F41	0.5162506325	0.696526658479357	30311 30480 31404 31405 31406
31406.13	349	350	30311.1	30480.1	1	F41	0.06907627546	0.545341601255391	30311 30480 31404 31405 31406 33782
33782.12	349	474	31406.1	35305.1	1	F42	0.05744382106	0.47096487798539	31406 33782 35305 36486 36487 36488
22823.16	350	68	23772.1	24398.1	2	F39	0.05373854558	0.469481488975564	22820 22821 22822 22823 30310 30311
30311.16	350	242	22880.1	22823.1	1	F40	0.06551396676	0.545497392446501	22823 22880 30310 30311 31404 31405 31406
30480.16	350	264	25700.1	22532.1	2	F40	0.07420877694	0.545185810064281	22532 25700 30480 30481 30482 31404 31405 31406
31405.16	350	349	30311.1	30480.1	1	F41	0.06907627546	0.545341601255391	30311 30480 31404 31405 31406
31406.14	350	350	30311.1	30480.1	1	F41	0.5107718074	0.696526658479357	30311 30480 31404 31405 31406 33782
33782.13	350	474	31406.1	35305.1	1	F42	0.0584248079	0.546557406597373	31406 33782 35305 36486 36487 36488
30470.13	351	259	25853.1	22848.1	2	F40	0.07820185548	0.545065080973585	22848 25853 30469 30470 30471 31407
30608.16	351	288	25828.1	28916.1	1	F40	0.06202388448	0.545420732714555	25828 28916 30607 30608 31407
31407.12	351	351	30608.1	30470.1	2	F41	0.5430172429	0.696675757823548	30470 30608 31407
33895.11	351	529	31408.1	31688.1	1	F42	0.05217440276	0.469903094979024	33893 33894 33895
30371.15	352	251	28007.1	22505.1	1	F40	0.0736923493	0.545390757797676	22505 28007 30370 30371 30372 30373 31426 31427 31428
30466.15	352	256	22522.1	22879.1	2	F40	0.06725776816	0.544135399640333	22522 22879 30466 30467 31426 31427 31428
31426.12	352	352	30371.1	30466.1	2	F41	0.5227927765	0.695727185597209	30371 30466 31426 31427 31428 33783 33784
31427.13	352	353	30371.1	30466.1	2	F41	0.06896608553	0.544763078719005	30371 30466 31426 31427 31428
31428.12	352	354	30371.1	30466.1	1	F41	0.08072386687	0.544763078719005	30371 30466 31426 31427 31428 33775 33776
33783.11	352	475	35220.1	31426.1	2	F42	0.0696169137	0.545458877905832	31426 33783 33784 35220 36405 36406 36407
33784.11	352	476	35220.1	31426.1	1	F42	0.0636366106	0.545458877905832	31426 33783 33784 35220
22522.15	353	9	24541.1	23758.1	1	F39	0.05104542625	0.46741366669666	22520 22521 22522 22523 30466 30467
30371.16	353	251	28007.1	22505.1	1	F40	0.07234886355	0.545390757797676	22505 28007 30370 30371 30372 30373 31426 31427 31428
30466.16	353	256	22522.1	22879.1	2	F40	0.06152476693	0.544135399640333	22522 22879 30466 30467 31426 31427 31428
31426.13	353	352	30371.1	30466.1	2	F41	0.06896608553	0.544763078719005	30371 30466 31426 31427 31428 33783 33784
31427.14	353	353	30371.1	30466.1	2	F41	0.5181268588	0.695727185597209	30371 30466 31426 31427 31428
31428.13	353	354	30371.1	30466.1	1	F41	0.06775647101	0.544763078719005	30371 30466 31426 31427 31428 33775 33776
30371.17	354	251	28007.1	22505.1	1	F40	0.06887719541	0.545390757797676	22505 28007 30370 30371 30372 30373 31426 31427 31428
30466.17	354	256	22522.1	22879.1	2	F40	0.07946493873	0.544135399640333	22522 22879 30466 30467 31426 31427 31428
31426.14	354	352	30371.1	30466.1	2	F41	0.08072386687	0.544763078719005	30371 30466 31426 31427 31428 33783 33784
31427.15	354	353	30371.1	30466.1	2	F41	0.06775647101	0.544763078719005	30371 30466 31426 31427 31428
31428.14	354	354	30371.1	30466.1	1	F41	0.5268109881	0.695727185597209	30371 30466 31426 31427 31428 33775 33776
33775.12	354	469	31428.1	35522.1	2	F42	0.08944584195	0.547349860062912	31428 33775 33776 35522 36381 36382 36383
33776.1	354	470	31428.1	35522.1	1	F42	0.07370308414	0.547349860062912	31428 33775 33776 35522 36378 36379 36380
33783.12	354	475	35220.1	31426.1	2	F42	0.05489277548	0.46997682446673	31426 33783 33784 35220 36405 36406 36407
22521.15	355	8	24541.1	23758.1	2	F39	0.0569567494	0.395923112334153	22520 22521 22522 22523
25849.14	355	110	24081.1	25004.1	1	F39	0.05431141328	0.469027618765027	25848 25849 30472
30472.12	355	261	25849.1	25852.1	2	F40	0.06376689107	0.54524241028519	25849 25852 30472 31429 31430 31431
31429.13	355	355	30044.1	30472.1	2	F41	0.5539063726	0.696960437892433	30044 30472 31429 31430 31431 33863 33864 33865
31430.13	355	356	30044.1	30472.1	1	F41	0.1137070887	0.545138839923601	30044 30472 31429 31430 31431
31431.12	355	357	30044.1	30472.1	1	F41	0.06801031775	0.545138839923601	30044 30472 31429 31430 31431 33777 33778
36426.1	355	669	33750.1	33863.1	1	F43	0.05531842717	0.474239914008167	33750 33863 36424 36425 36426
22509.14	356	6	24403.1	23770.1	1	F39	0.05723814136	0.468627679213792	22508 22509 30043 30044 30045
25849.15	356	110	24081.1	25004.1	1	F39	0.0662978969	0.469027618765027	25848 25849 30472
30472.13	356	261	25849.1	25852.1	2	F40	0.06531102776	0.54524241028519	25849 25852 30472 31429 31430 31431
31429.14	356	355	30044.1	30472.1	2	F41	0.1137070887	0.545138839923601	30044 30472 31429 31430 31431 33863 33864 33865
31430.14	356	356	30044.1	30472.1	1	F41	0.536216763	0.696960437892433	30044 30472 31429 31430 31431
31431.13	356	357	30044.1	30472.1	1	F41	0.08155538524	0.545138839923601	30044 30472 31429 31430 31431 33777 33778
33777.11	356	471	31431.1	35219.1	2	F42	0.05055170887	0.471430841524465	31431 33777 33778 35219 36433 36434 36435
30044.11	357	218	22509.1	28915.1	1	F40	0.0539373568	0.545035269562012	22509 28915 30043 30044 30045 31429 31430 31431
30472.14	357	261	25849.1	25852.1	2	F40	0.07586637468	0.54524241028519	25849 25852 30472 31429 31430 31431
31429.15	357	355	30044.1	30472.1	2	F41	0.06801031775	0.545138839923601	30044 30472 31429 31430 31431 33863 33864 33865
31430.15	357	356	30044.1	30472.1	1	F41	0.08155538524	0.545138839923601	30044 30472 31429 31430 31431
31431.14	357	357	30044.1	30472.1	1	F41	0.5855775784	0.696960437892433	30044 30472 31429 31430 31431 33777 33778
33777.12	357	471	31431.1	35219.1	2	F42	0.08654185631	0.547341640508881	31431 33777 33778 35219 36433 36434 36435
33778.11	357	472	31431.1	35219.1	1	F42	0.06194408734	0.547341640508881	31431 33777 33778 35219 36436 36437 36438
28010.14	358	139	24250.1	25003.1	2	F39	0.05135211453	0.394939832576187	28009 28010 28011 30021 30022 30026
30024.14	358	199	22725.1	25701.1	1	F40	0.07331196709	0.54520751979666	22725 25701 30024 30028 31432 31433
30028.14	358	203	22725.1	25701.1	2	F40	0.05311114534	0.468873679287752	22725 25701 30024 30028
31432.13	358	358	30024.1	30948.1	2	F41	0.527887174	0.697141904090194	30024 31432 31433
31433.11	358	359	30024.1	30948.1	2	F41	0.07834208263	0.545798896307877	30024 31432 31433 33785 33786
30024.15	359	199	22725.1	25701.1	1	F40	0.06109336772	0.54520751979666	22725 25701 30024 30028 31432 31433
31432.14	359	358	30024.1	30948.1	2	F41	0.07834208263	0.545798896307877	30024 31432 31433
31433.12	359	359	30024.1	30948.1	2	F41	0.5235350519	0.697141904090194	30024 31432 31433 33785 33786
33785.1	359	477	35309.1	31433.1	2	F42	0.06132035877	0.548728665470077	31433 33785 33786 35309 36394 36395 36396
22876.16	360	75	24086.1	24251.1	2	F39	0.05375748635	0.477135094928029	22876 22877 30944 30945 30946 30947
30023.13	360	198	25705.1	28009.1	1	F40	0.06484239454	0.547712960612825	25705 28009 30023 31434 31435 31436
30945.16	360	299	25687.1	22876.1	2	F40	0.0867716865	0.550303829674667	22876 30944 30945 30946 30947 31434 31435 31436
31434.13	360	360	30023.1	30945.1	2	F41	0.5467572476	0.69961415913299	30023 30945 31434 31435 31436
31435.12	360	361	30023.1	30945.1	1	F41	0.1146089972	0.549008395143746	30023 30945 31434 31435 31436 33779
31436.12	360	362	30023.1	30945.1	1	F41	0.06814518595	0.549008395143746	30023 30945 31434 31435 31436
33779.1	360	473	31435.1	35304.1	2	F42	0.06106098897	0.473358129747263	31435 33779 35304 36417 36418 36419
30023.14	361	198	25705.1	28009.1	1	F40	0.0600854417	0.547712960612825	25705 28009 30023 31434 31435 31436
30945.17	361	299	25687.1	22876.1	2	F40	0.0719401491	0.550303829674667	22876 30944 30945 30946 30947 31434 31435 31436
31434.14	361	360	30023.1	30945.1	2	F41	0.1146089972	0.549008395143746	30023 30945 31434 31435 31436
31435.13	361	361	30023.1	30945.1	1	F41	0.5444039791	0.69961415913299	30023 30945 31434 31435 31436 33779
31436.13	361	362	30023.1	30945.1	1	F41	0.07251911934	0.549008395143746	30023 30945 31434 31435 31436
33779.11	361	473	31435.1	35304.1	2	F42	0.07380373186	0.548661011741885	31435 33779 35304 36417 36418 36419
30023.15	362	198	25705.1	28009.1	1	F40	0.06911962217	0.547712960612825	25705 28009 30023 31434 31435 31436
30945.18	362	299	25687.1	22876.1	2	F40	0.0724398666	0.550303829674667	22876 30944 30945 30946 30947 31434 31435 31436
31434.15	362	360	30023.1	30945.1	2	F41	0.06814518595	0.549008395143746	30023 30945 31434 31435 31436
31435.14	362	361	30023.1	30945.1	1	F41	0.07251911934	0.549008395143746	30023 30945 31434 31435 31436 33779
31436.14	362	362	30023.1	30945.1	1	F41	0.5399231415	0.69961415913299	30023 30945 31434 31435 31436
22547.11	363	23	24375.1	23773.1	2	F39	0.05746516944	0.408482908380163	22547 22548 22549 22550
30305.16	363	236	22722.1	28242.1	1	F40	0.07738211813	0.548152384061894	22722 30304 30305 30306 31437 31438 31439
30484.15	363	268	25691.1	22711.1	2	F40	0.06779584858	0.5487637684622	22711 25691 30483 30484 30485 31437 31438 31439
30485.16	363	269	25691.1	22711.1	1	F40	0.05464343297	0.472638073266161	22711 25691 30483 30484 30485
31437.14	363	363	30305.1	30484.1	2	F41	0.5469746243	0.700039284718832	30305 30484 31437 31438 31439
31438.12	363	364	30305.1	30484.1	1	F41	0.05609222233	0.548458076262047	30305 30484 31437 31438 31439 33789 33790
33790.13	363	482	31438.1	31481.1	1	F42	0.05254870469	0.473531348750611	31438 31481 33789 33790 36386 36387
30305.17	364	236	22722.1	28242.1	1	F40	0.0522300377	0.548152384061894	22722 30304 30305 30306 31437 31438 31439
30484.16	364	268	25691.1	22711.1	2	F40	0.06488488415	0.5487637684622	22711 25691 30483 30484 30485 31437 31438 31439
31437.15	364	363	30305.1	30484.1	2	F41	0.05609222233	0.548458076262047	30305 30484 31437 31438 31439
31438.13	364	364	30305.1	30484.1	1	F41	0.4753344162	0.700039284718832	30305 30484 31437 31438 31439 33789 33790
33789.13	364	481	31438.1	31481.1	2	F42	0.05234401408	0.549321952979003	31438 31481 33789 33790 36408 36409
33790.14	364	482	31438.1	31481.1	1	F42	0.05977904202	0.549321952979003	31438 31481 33789 33790 36386 36387
22728.14	365	49	24363.1	24342.1	1	F39	0.06348721446	0.397307009190905	22723 22725 22728 30092
22876.17	365	75	24086.1	24251.1	2	F39	0.05099981681	0.398256435385906	22876 22877 30944 30945 30946 30947
30021.13	365	196	22550.1	28010.1	1	F40	0.05341937915	0.405809639873094	22550 28010 30021 30022 30026
31115.17	365	330	30603.1	29152.1	2	F41	0.05232262099	0.395820166090339	29152 30603 31115 31116
31439.14	365	365	30305.1	30484.1	1	F41	0.7293110353	0.700039284718832	30305 30484 31437 31438 31439
33701.14	365	398	35317.1	35250.1	2	F42	0.05736508242	0.406405668157649	33701 33702 33703 35317 36378 36379 36380
33712.15	365	409	31049.1	35312.1	2	F42	0.05588796368	0.400532521292567	31049 33712 33713 35312 36373 36374
33767.1	365	461	31172.1	35356.1	2	F42	0.0575163579	0.398282980460179	31172 33767 33768 35356 36370 36371 36372
33793.14	365	484	35306.1	35529.1	1	F42	0.05368599575	0.406154460596302	33791 33793 35529
33865.1	365	503	31484.1	31429.1	1	F42	0.05006954386	0.399180920074267	31429 31484 33863 33864 33865 36471 36472 36473
33866.11	365	504	31690.1	31483.1	2	F42	0.05938630164	0.399324407795571	31483 31690 33866 33867 36436 36437 36438
36442.11	365	685	33768.1	33876.1	2	F43	0.07359293275	0.407721973067198	33768 33876 36442 36443
36490.12	365	730	33706.1	33891.1	2	F43	0.05374862612	0.402462035530555	33706 33891 36489 36490
28257.15	366	145	24687.1	24082.1	1	F39	0.05433061518	0.39795907843375	28256 28257
30942.15	366	296	28243.1	25696.1	1	F40	0.06378885788	0.546821695198952	30941 30942 30943 31471 31472 31473
31471.12	366	366	30942.1	30090.1	2	F41	0.5332346157	0.697235009366408	30942 31471 31472 31473 34453 34454 34455
31472.11	366	367	30942.1	30090.1	1	F41	0.1278200069	0.54618114875831	30942 31471 31472 31473 33858 33859
31473.14	366	368	30942.1	30090.1	1	F41	0.07724866852	0.54618114875831	30942 31471 31472 31473
33758.1	366	452	35531.1	31167.1	1	F42	0.06038844571	0.399909006266979	31167 33757 33758 35531
34453.1	366	530	35308.1	31471.1	2	F42	0.07397261618	0.547804600246128	31471 34453 34454 34455 35308
34454.1	366	531	35308.1	31471.1	2	F42	0.06749481788	0.547804600246128	31471 34453 34454 34455 35308
34455.11	366	532	35308.1	31471.1	1	F42	0.06305656071	0.547804600246128	31471 34453 34454 34455 35308
30942.16	367	296	28243.1	25696.1	1	F40	0.05495166944	0.546821695198952	30941 30942 30943 31471 31472 31473
31471.13	367	366	30942.1	30090.1	2	F41	0.1278200069	0.54618114875831	30942 31471 31472 31473 34453 34454 34455
31472.12	367	367	30942.1	30090.1	1	F41	0.5036057565	0.697235009366408	30942 31471 31472 31473 33858 33859
31473.15	367	368	30942.1	30090.1	1	F41	0.07840782055	0.54618114875831	30942 31471 31472 31473
33758.11	367	452	35531.1	31167.1	1	F42	0.06398645516	0.399909006266979	31167 33757 33758 35531
34453.11	367	530	35308.1	31471.1	2	F42	0.06017587218	0.472277669942079	31471 34453 34454 34455 35308
34454.11	367	531	35308.1	31471.1	2	F42	0.06200799892	0.472277669942079	31471 34453 34454 34455 35308
28257.16	368	145	24687.1	24082.1	1	F39	0.05109854625	0.39795907843375	28256 28257
30092.12	368	223	22728.1	28078.1	1	F40	0.05189676193	0.469367919374924	22728 28078 30092 31477 31478
30941.15	368	295	28243.1	25696.1	2	F40	0.0512162129	0.470746526111899	30941 30942 30943 31477 31478
30942.17	368	296	28243.1	25696.1	1	F40	0.06982906366	0.546821695198952	30941 30942 30943 31471 31472 31473
31471.14	368	366	30942.1	30090.1	2	F41	0.07724866852	0.54618114875831	30942 31471 31472 31473 34453 34454 34455
31472.13	368	367	30942.1	30090.1	1	F41	0.07840782055	0.54618114875831	30942 31471 31472 31473 33858 33859
31473.16	368	368	30942.1	30090.1	1	F41	0.5329271584	0.697235009366408	30942 31471 31472 31473
31478.12	368	372	30092.1	30941.1	1	F41	0.05356572529	0.470057222743411	30092 30941 31477 31478 33890 33891 33892
30472.15	369	261	25849.1	25852.1	2	F40	0.06042487993	0.469595593795877	25849 25852 30472 31429 31430 31431
31474.11	369	369	30473.1	30949.1	2	F41	0.5529858208	0.697710839076354	30949 31474 31476 33794 33795 33796
31476.12	369	370	30473.1	30949.1	1	F41	0.07697414753	0.546476009637183	30949 31474 31476
33795.1	369	486	35534.1	31474.1	1	F42	0.06418410192	0.548606419575618	31474 33794 33795 33796 35534 36391 36392 36393
36392.11	369	635	33795.1	33781.1	2	F43	0.0605745925	0.47341096577714	33795 36391 36392 36393
25688.13	370	83	23744.1	24359.1	1	F39	0.0681232865	0.471970723974967	25688 30949
30608.17	370	288	25828.1	28916.1	1	F40	0.06272190949	0.400823170265109	25828 28916 30607 30608 31407
31474.12	370	369	30473.1	30949.1	2	F41	0.07697414753	0.546476009637183	30949 31474 31476 33794 33795 33796
31476.13	370	370	30473.1	30949.1	1	F41	0.5646936387	0.697710839076354	30949 31474 31476
30092.13	371	223	22728.1	28078.1	1	F40	0.05856040681	0.545540602317668	22728 28078 30092 31477 31478
30941.16	371	295	28243.1	25696.1	2	F40	0.05706721489	0.546821695198952	30941 30942 30943 31477 31478
31477.12	371	371	30092.1	30941.1	2	F41	0.5570683379	0.697235009366408	30092 30941 31477 31478
31478.13	371	372	30092.1	30941.1	1	F41	0.07138098921	0.54618114875831	30092 30941 31477 31478 33890 33891 33892
33892.1	371	526	31478.1	35519.1	1	F42	0.0593670828	0.471169970336757	31478 33890 33891 33892 35519 36468 36469 36470
30092.14	372	223	22728.1	28078.1	1	F40	0.0739448629	0.545540602317668	22728 28078 30092 31477 31478
30941.17	372	295	28243.1	25696.1	2	F40	0.06120192685	0.546821695198952	30941 30942 30943 31477 31478
31473.17	372	368	30942.1	30090.1	1	F41	0.05356572529	0.470057222743411	30942 31471 31472 31473
31477.13	372	371	30092.1	30941.1	2	F41	0.07138098921	0.54618114875831	30092 30941 31477 31478
31478.14	372	372	30092.1	30941.1	1	F41	0.5309546099	0.697235009366408	30092 30941 31477 31478 33890 33891 33892
33890.1	372	524	31478.1	35519.1	2	F42	0.07514323634	0.546696900640806	31478 33890 33891 33892 35519
33891.11	372	525	31478.1	35519.1	2	F42	0.08648189579	0.546696900640806	31478 33890 33891 33892 35519 36489 36490
33892.11	372	526	31478.1	35519.1	1	F42	0.05731387513	0.546696900640806	31478 33890 33891 33892 35519 36468 36469 36470
30471.15	373	260	25853.1	22848.1	1	F40	0.08399866423	0.54432482464762	22848 25853 30469 30470 30471 31480 31482 31486
30483.15	373	267	25691.1	22711.1	2	F40	0.08551937658	0.544659985240951	22711 25691 30483 30484 30485 31480 31482 31486
30485.17	373	269	25691.1	22711.1	1	F40	0.05335823763	0.468534290044912	22711 25691 30483 30484 30485
31480.13	373	373	30471.1	30483.1	2	F41	0.5436894173	0.695935501497583	30471 30483 31480 31482 31486 33797 33798
31481.13	373	374	30309.1	30486.1	2	F41	0.0887150754	0.398852616756363	30309 30486 31481 31487 33789 33790
31482.13	373	375	30471.1	30483.1	1	F41	0.1000126327	0.544492404944286	30471 30483 31480 31482 31486 33876 33877 33878
33789.14	373	481	31438.1	31481.1	2	F42	0.05409903331	0.415933941853544	31438 31481 33789 33790 36408 36409
33790.15	373	482	31438.1	31481.1	1	F42	0.06753693319	0.415933941853544	31438 31481 33789 33790 36386 36387
22848.14	374	70	24542.1	24248.1	2	F39	0.05374887328	0.393274075532124	22848 22850 30469 30470 30471
30471.16	374	260	25853.1	22848.1	1	F40	0.09484770943	0.398664793695466	22848 25853 30469 30470 30471 31480 31482 31486
30483.16	374	267	25691.1	22711.1	2	F40	0.07344610701	0.399040439817261	22711 25691 30483 30484 30485 31480 31482 31486
31480.14	374	373	30471.1	30483.1	2	F41	0.0887150754	0.398852616756363	30471 30483 31480 31482 31486 33797 33798
31481.14	374	374	30309.1	30486.1	2	F41	0.5449700146	0.697287958616326	30309 30486 31481 31487 33789 33790
31482.14	374	375	30471.1	30483.1	1	F41	0.09730666257	0.398852616756363	30471 30483 31480 31482 31486 33876 33877 33878
33789.15	374	481	31438.1	31481.1	2	F42	0.07359149822	0.54794628992775	31438 31481 33789 33790 36408 36409
33790.16	374	482	31438.1	31481.1	1	F42	0.09871807817	0.54794628992775	31438 31481 33789 33790 36386 36387
30471.17	375	260	25853.1	22848.1	1	F40	0.0703033917	0.54432482464762	22848 25853 30469 30470 30471 31480 31482 31486
30483.17	375	267	25691.1	22711.1	2	F40	0.07659581083	0.544659985240951	22711 25691 30483 30484 30485 31480 31482 31486
30485.18	375	269	25691.1	22711.1	1	F40	0.05581324539	0.468534290044912	22711 25691 30483 30484 30485
31480.15	375	373	30471.1	30483.1	2	F41	0.1000126327	0.544492404944286	30471 30483 31480 31482 31486 33797 33798
31481.15	375	374	30309.1	30486.1	2	F41	0.09730666257	0.398852616756363	30309 30486 31481 31487 33789 33790
31482.15	375	375	30471.1	30483.1	1	F41	0.5149780656	0.695935501497583	30471 30483 31480 31482 31486 33876 33877 33878
33790.17	375	482	31438.1	31481.1	1	F42	0.06716277504	0.415933941853544	31438 31481 33789 33790 36386 36387
33877.1	375	513	31482.1	35252.1	2	F42	0.06204846575	0.546588677026953	31482 33876 33877 33878 36468 36469 36470
29268.14	376	165	22535.1	22503.1	2	F40	0.06723053479	0.550895855224057	22535 29267 29268 29269 31483 31484 31485
30945.19	376	299	25687.1	22876.1	2	F40	0.05360807796	0.477021362737092	22876 30944 30945 30946 30947 31434 31435 31436
30946.15	376	300	25687.1	22876.1	1	F40	0.05836421617	0.552080139228931	22876 30944 30945 30946 30947 31483 31484 31485
31483.13	376	376	30946.1	29268.1	2	F41	0.5001366142	0.701390468687253	29268 30946 31483 31484 31485 33866 33867
31484.14	376	377	30946.1	29268.1	1	F41	0.08045985527	0.551487997226494	29268 30946 31483 31484 31485 33863 33864 33865
31485.14	376	378	30946.1	29268.1	1	F41	0.07991548101	0.551487997226494	29268 30946 31483 31484 31485 34459 34460
22876.18	377	75	24086.1	24251.1	2	F39	0.07301928238	0.476617343056581	22876 22877 30944 30945 30946 30947
29268.15	377	165	22535.1	22503.1	2	F40	0.08695361602	0.550895855224057	22535 29267 29268 29269 31483 31484 31485
30945.110	377	299	25687.1	22876.1	2	F40	0.05318256906	0.477021362737092	22876 30944 30945 30946 30947 31434 31435 31436
30946.16	377	300	25687.1	22876.1	1	F40	0.06930202624	0.552080139228931	22876 30944 30945 30946 30947 31483 31484 31485
31483.14	377	376	30946.1	29268.1	2	F41	0.08045985527	0.551487997226494	29268 30946 31483 31484 31485 33866 33867
31484.15	377	377	30946.1	29268.1	1	F41	0.5912548559	0.701390468687253	29268 30946 31483 31484 31485 33863 33864 33865
31485.15	377	378	30946.1	29268.1	1	F41	0.09719073404	0.551487997226494	29268 30946 31483 31484 31485 34459 34460
34460.1	377	537	31485.1	31507.1	1	F42	0.05212698637	0.476550069098926	31485 31507 34459 34460
36426.11	377	669	33750.1	33863.1	1	F43	0.05056051073	0.476425843989143	33750 33863 36424 36425 36426
46142.1	377	784	45488.1	45398.1	1	F50	0.05287008935	0.40643896902168	46142 46143 46497 46498 48316 48409 48412
22790.15	378	62	23759.1	24039.1	2	F39	0.05330230037	0.395238515197643	22789 22790 22791 22792
