"id"	"sire"	"dam"	"sex"	"generation"
49031.1	46362.1	46168.1	"2"	51
49032.1	46468.1	46065.1	"1"	51
49035.1	46204.1	46363.1	"2"	51
49036.1	46362.1	46168.1	"1"	51
49040.1	46204.1	46363.1	"1"	51
49041.1	46342.1	46223.1	"2"	51
49045.1	46194.1	46162.1	"2"	51
49048.1	46342.1	46223.1	"1"	51
49052.1	46194.1	46162.1	"1"	51
49055.1	46085.1	46096.1	"2"	51
49056.1	46085.1	46096.1	"1"	51
49210.1	46500.1	26578.1	"1"	51
49211.1	46500.1	26578.1	"2"	51
49213.1	46492.1	46165.1	"2"	51
49214.1	46492.1	46165.1	"1"	51
49217.1	46394.1	46166.1	"2"	51
49218.1	46394.1	46166.1	"1"	51
49221.1	46460.1	46183.1	"2"	51
49222.1	46460.1	46183.1	"1"	51
49226.1	46444.1	46449.1	"1"	51
49229.1	46444.1	46449.1	"2"	51
49230.1	46456.1	46195.1	"1"	51
49231.1	46456.1	46195.1	"2"	51
49233.1	46396.1	46203.1	"2"	51
49234.1	46396.1	46203.1	"1"	51
49237.1	46060.1	46435.1	"2"	51
49238.1	46060.1	46435.1	"1"	51
49240.1	46178.1	46439.1	"1"	51
49243.1	46178.1	46439.1	"2"	51
49245.1	46190.1	46443.1	"2"	51
49246.1	46190.1	46443.1	"1"	51
49249.1	46390.1	46032.1	"2"	51
49251.1	46464.1	46039.1	"2"	51
49254.1	46464.1	46039.1	"1"	51
49255.1	46396.1	46203.1	"2"	51
49258.1	46396.1	46203.1	"1"	51
49259.1	46181.1	46391.1	"2"	51
49262.1	46181.1	46391.1	"1"	51
49263.1	46021.1	46471.1	"2"	51
49266.1	46021.1	46471.1	"1"	51
49267.1	46646.1	46395.1	"2"	51
49270.1	46646.1	46395.1	"1"	51
49274.1	46432.1	46481.1	"1"	51
49278.1	46306.1	46321.1	"1"	51
49282.1	46452.1	46647.1	"1"	51
49286.1	46488.1	46475.1	"1"	51
49287.1	46488.1	46475.1	"2"	51
49289.1	46477.1	46489.1	"2"	51
49293.1	46480.1	46399.1	"2"	51
49294.1	46480.1	46399.1	"1"	51
49297.1	46193.1	46485.1	"2"	51
49298.1	46193.1	46485.1	"1"	51
49383.1	50136.1	50177.1	"2"	53
49401.1	46109.1	46453.1	"2"	51
49404.1	46109.1	46453.1	"1"	51
49405.1	46119.1	46643.1	"2"	51
49408.1	46119.1	46643.1	"1"	51
49409.1	46302.1	46463.1	"2"	51
49414.1	46042.1	46499.1	"1"	51
49416.1	46302.1	46463.1	"1"	51
49417.1	46042.1	46499.1	"2"	51
49424.1	46220.1	46431.1	"1"	51
49426.1	46390.1	46032.1	"2"	51
49427.1	48368.1	48385.1	"2"	52
49430.1	48368.1	48385.1	"1"	52
49431.1	48448.1	48333.1	"2"	52
49432.1	48448.1	48333.1	"1"	52
49435.1	48350.1	48359.1	"2"	52
49436.1	48350.1	48359.1	"1"	52
49439.1	48484.1	48312.1	"2"	52
49440.1	48484.1	48312.1	"1"	52
49447.1	46062.1	26579.1	"2"	51
49448.1	46062.1	26579.1	"1"	51
49451.1	46448.1	46113.1	"2"	51
49452.1	46448.1	46113.1	"1"	51
49453.1	46484.1	46459.1	"2"	51
49456.1	46484.1	46459.1	"1"	51
49461.1	48430.1	48415.1	"2"	52
49462.1	48430.1	48415.1	"1"	52
49466.1	49006.1	48303.1	"1"	52
49467.1	49006.1	48303.1	"2"	52
49470.1	49018.1	48309.1	"1"	52
49471.1	49018.1	48309.1	"2"	52
49472.1	49072.1	48413.1	"1"	52
49475.1	49072.1	48413.1	"2"	52
49476.1	48307.1	48327.1	"1"	52
49479.1	48307.1	48327.1	"2"	52
49482.1	48462.1	48336.1	"1"	52
49485.1	48462.1	48336.1	"2"	52
49486.1	49030.1	48405.1	"1"	52
49487.1	49030.1	48405.1	"2"	52
49490.1	48310.1	48421.1	"1"	52
49494.1	49050.1	48319.1	"1"	52
49497.1	48310.1	48421.1	"2"	52
49498.1	49046.1	48339.1	"1"	52
49499.1	49050.1	48319.1	"2"	52
50076.1	49460.1	50339.1	"1"	53
50078.1	50196.1	49429.1	"1"	53
50085.1	50110.1	50233.1	"2"	53
50086.1	50222.1	50139.1	"1"	53
50092.1	50130.1	50199.1	"1"	53
50094.1	49478.1	50173.1	"1"	53
50095.1	50130.1	50199.1	"2"	53
50099.1	49478.1	50173.1	"2"	53
50100.1	50136.1	50177.1	"1"	53
50102.1	48454.1	48341.1	"1"	52
50103.1	49046.1	48339.1	"2"	52
50106.1	48308.1	48349.1	"1"	52
50107.1	48454.1	48341.1	"2"	52
50114.1	48388.1	48320.1	"1"	52
50115.1	48308.1	48349.1	"2"	52
50118.1	48321.1	48371.1	"1"	52
50119.1	48388.1	48320.1	"2"	52
50121.1	48321.1	48371.1	"2"	52
50122.1	47718.1	48357.1	"1"	52
50125.1	47718.1	48357.1	"2"	52
50129.1	48315.1	48438.1	"2"	52
50131.1	48354.1	48427.1	"2"	52
50132.1	48315.1	48438.1	"1"	52
50134.1	48354.1	48427.1	"1"	52
50137.1	49038.1	48431.1	"2"	52
50140.1	49038.1	48431.1	"1"	52
50143.1	48334.1	48429.1	"2"	52
50146.1	48334.1	48429.1	"1"	52
50147.1	48458.1	48335.1	"2"	52
50148.1	48458.1	48335.1	"1"	52
50150.1	46394.1	46166.1	"1"	52
50151.1	46394.1	46166.1	"2"	52
50152.1	48424.1	49069.1	"1"	52
50153.1	48424.1	49069.1	"2"	52
50156.1	48372.1	48453.1	"1"	52
50158.1	48318.1	49053.1	"1"	52
50159.1	48372.1	48453.1	"2"	52
50163.1	48318.1	49053.1	"2"	52
50164.1	48414.1	49023.1	"1"	52
50168.1	48446.1	48459.1	"1"	52
50172.1	48378.1	48497.1	"1"	52
50182.1	49010.1	48469.1	"1"	52
50185.1	49044.1	48483.1	"2"	52
50186.1	49044.1	48483.1	"1"	52
50189.1	48458.1	48335.1	"2"	52
50190.1	49060.1	49201.1	"1"	52
50191.1	49060.1	49201.1	"2"	52
50194.1	48428.1	49067.1	"1"	52
50195.1	48428.1	49067.1	"2"	52
50198.1	48410.1	49091.1	"1"	52
50201.1	49054.1	49205.1	"2"	52
50202.1	49054.1	49205.1	"1"	52
50205.1	49076.1	48440.1	"2"	52
50206.1	49076.1	48440.1	"1"	52
50210.1	48404.1	49017.1	"1"	52
50211.1	48404.1	49017.1	"2"	52
50216.1	48404.1	49017.1	"1"	52
50217.1	48410.1	49091.1	"2"	52
50220.1	48460.1	49085.1	"1"	52
50223.1	48466.1	49013.1	"2"	52
50225.1	49500.1	49049.1	"2"	52
50226.1	48466.1	49013.1	"1"	52
50230.1	49500.1	49049.1	"1"	52
50234.1	49034.1	49005.1	"1"	52
50235.1	49034.1	49005.1	"2"	52
50237.1	48422.1	48437.1	"2"	52
50238.1	48386.1	49079.1	"2"	52
50241.1	48364.1	48039.1	"2"	52
50242.1	48364.1	48039.1	"1"	52
50245.1	48422.1	48437.1	"1"	52
50248.1	48434.1	49029.1	"1"	52
50252.1	48492.1	48481.1	"1"	52
50253.1	48434.1	49029.1	"2"	52
50255.1	48492.1	48481.1	"2"	52
50258.1	48330.1	49077.1	"1"	52
50259.1	48330.1	49077.1	"2"	52
50262.1	49082.1	49037.1	"1"	52
50265.1	49082.1	49037.1	"2"	52
50266.1	48488.1	48403.1	"1"	52
50269.1	48488.1	48403.1	"2"	52
50279.1	49208.1	48329.1	"2"	52
50282.1	49280.1	48343.1	"1"	52
50286.1	49216.1	48435.1	"1"	52
50288.1	49232.1	48397.1	"1"	52
50293.1	49236.1	48419.1	"2"	52
50296.1	49236.1	48419.1	"1"	52
50299.1	49066.1	48485.1	"2"	52
50300.1	49066.1	48485.1	"1"	52
50303.1	49086.1	49065.1	"2"	52
50304.1	49086.1	49065.1	"1"	52
50310.1	48386.1	49079.1	"1"	52
50311.1	48498.1	49275.1	"2"	52
50315.1	49422.1	49265.1	"2"	52
50316.1	48356.1	49227.1	"1"	52
50322.1	49422.1	49265.1	"1"	52
50326.1	49272.1	48457.1	"1"	52
50327.1	48346.1	49281.1	"2"	52
50330.1	48346.1	49281.1	"1"	52
50333.1	48396.1	49261.1	"2"	52
50335.1	49014.1	49253.1	"2"	52
50336.1	48396.1	49261.1	"1"	52
50340.1	49014.1	49253.1	"1"	52
50341.1	48407.1	49295.1	"2"	52
50344.1	48407.1	49295.1	"1"	52
50345.1	48400.1	49235.1	"2"	52
50348.1	48400.1	49235.1	"1"	52
50351.1	49088.1	49081.1	"2"	52
50354.1	49088.1	49081.1	"1"	52
50355.1	49300.1	49257.1	"2"	52
50358.1	49300.1	49257.1	"1"	52
50359.1	49420.1	49269.1	"2"	52
50364.1	49094.1	49219.1	"1"	52
50365.1	49094.1	49219.1	"2"	52
50369.1	49260.1	49277.1	"2"	52
50370.1	49260.1	49277.1	"1"	52
50374.1	48499.1	49273.1	"1"	52
50375.1	48499.1	49273.1	"2"	52
50377.1	49096.1	48442.1	"2"	52
50382.1	49292.1	48393.1	"1"	52
50383.1	49292.1	48393.1	"2"	52
50385.1	48418.1	49241.1	"2"	52
50386.1	48418.1	49241.1	"1"	52
50390.1	49268.1	49421.1	"1"	52
50391.1	49268.1	49421.1	"2"	52
50396.1	49252.1	49445.1	"1"	52
50397.1	49252.1	49445.1	"2"	52
50404.1	49022.1	49061.1	"1"	52
50405.1	49022.1	49061.1	"2"	52
50406.1	48392.1	49043.1	"1"	52
50407.1	48392.1	49043.1	"2"	52
50411.1	49042.1	49407.1	"2"	52
50412.1	49042.1	49407.1	"1"	52
50417.1	48340.1	49413.1	"2"	52
50419.1	49280.1	48343.1	"2"	52
50420.1	48340.1	49413.1	"1"	52
50421.1	49450.1	49239.1	"2"	52
50429.1	49454.1	48301.1	"2"	52
50430.1	49450.1	49239.1	"1"	52
50431.1	49244.1	48487.1	"2"	52
50432.1	49454.1	48301.1	"1"	52
50474.1	49484.1	49441.1	"1"	53
50475.1	49484.1	49441.1	"2"	53
50478.1	50244.1	49443.1	"1"	53
50479.1	50244.1	49443.1	"2"	53
50482.1	49480.1	49473.1	"1"	53
50485.1	49480.1	49473.1	"2"	53
50486.1	50224.1	49477.1	"1"	53
50487.1	50224.1	49477.1	"2"	53
50490.1	50160.1	49481.1	"1"	53
50491.1	50160.1	49481.1	"2"	53
50494.1	50256.1	49483.1	"1"	53
50496.1	50240.1	49495.1	"1"	53
50497.1	50256.1	49483.1	"2"	53
50500.1	50192.1	50127.1	"1"	53
50701.1	50240.1	49495.1	"2"	53
50703.1	50192.1	50127.1	"2"	53
50704.1	49434.1	50157.1	"1"	53
50707.1	49434.1	50157.1	"2"	53
50708.1	50116.1	50203.1	"1"	53
50712.1	50184.1	50145.1	"1"	53
50715.1	50116.1	50203.1	"2"	53
50716.1	49500.1	50219.1	"1"	53
50719.1	50184.1	50145.1	"2"	53
50722.1	49428.1	50261.1	"1"	53
50723.1	49500.1	50219.1	"2"	53
50728.1	49438.1	50273.1	"1"	53
50729.1	49428.1	50261.1	"2"	53
50731.1	49438.1	50273.1	"2"	53
50735.1	50272.1	49491.1	"2"	53
50736.1	50272.1	49491.1	"1"	53
50740.1	50200.1	50109.1	"1"	53
50741.1	50200.1	50109.1	"2"	53
50744.1	50108.1	50128.1	"1"	53
50745.1	50108.1	50128.1	"2"	53
50746.1	50214.1	50120.1	"1"	53
50749.1	50214.1	50120.1	"2"	53
50752.1	49442.1	50141.1	"1"	53
50753.1	49442.1	50141.1	"2"	53
50755.1	49444.1	50135.1	"2"	53
50756.1	49444.1	50135.1	"1"	53
50760.1	50250.1	50133.1	"1"	53
50763.1	50250.1	50133.1	"2"	53
50764.1	49492.1	50161.1	"1"	53
50767.1	49492.1	50161.1	"2"	53
50770.1	50166.1	49433.1	"1"	53
50771.1	50166.1	49433.1	"2"	53
50774.1	50246.1	49437.1	"1"	53
50775.1	50246.1	49437.1	"2"	53
50778.1	50236.1	49465.1	"1"	53
50779.1	50236.1	49465.1	"2"	53
50784.1	50142.1	49489.1	"1"	53
50787.1	50142.1	49489.1	"2"	53
50788.1	50104.1	50171.1	"1"	53
50792.1	50104.1	50171.1	"2"	53
50793.1	49496.1	50301.1	"2"	53
50794.1	49496.1	50301.1	"1"	53
50795.1	49460.1	50339.1	"2"	53
50797.1	50196.1	49429.1	"2"	53
50798.1	50110.1	50233.1	"1"	53
50799.1	50222.1	50139.1	"2"	53
51201.1	49464.1	50413.1	"2"	53
51202.1	50318.1	50179.1	"1"	53
51204.1	49464.1	50413.1	"1"	53
51205.1	50314.1	50101.1	"2"	53
51209.1	50162.1	50291.1	"2"	53
51210.1	50314.1	50101.1	"1"	53
51211.1	50138.1	50393.1	"2"	53
51216.1	50162.1	50291.1	"1"	53
51219.1	50144.1	50409.1	"2"	53
51220.1	50138.1	50393.1	"1"	53
51221.1	50170.1	50271.1	"2"	53
51223.1	50428.1	50183.1	"2"	53
51224.1	50144.1	50409.1	"1"	53
51228.1	50170.1	50271.1	"1"	53
51229.1	50298.1	50117.1	"2"	53
51233.1	50388.1	50113.1	"2"	53
51234.1	50428.1	50183.1	"1"	53
51236.1	50298.1	50117.1	"1"	53
51239.1	50302.1	50187.1	"2"	53
51240.1	50388.1	50113.1	"1"	53
51241.1	50362.1	49463.1	"2"	53
51243.1	50264.1	50257.1	"2"	53
51244.1	50302.1	50187.1	"1"	53
51245.1	49488.1	50415.1	"2"	53
51247.1	50346.1	50105.1	"2"	53
51250.1	50362.1	49463.1	"1"	53
51254.1	49488.1	50415.1	"1"	53
51257.1	50414.1	49469.1	"2"	53
51258.1	50346.1	50105.1	"1"	53
51259.1	50126.1	50349.1	"2"	53
51262.1	50414.1	49469.1	"1"	53
51263.1	50422.1	50249.1	"2"	53
51268.1	50126.1	50349.1	"1"	53
51272.1	50264.1	50257.1	"1"	53
51275.1	50312.1	50277.1	"2"	53
51276.1	50422.1	50249.1	"1"	53
51277.1	50228.1	50175.1	"2"	53
51280.1	50228.1	50175.1	"1"	53
51281.1	50204.1	50231.1	"2"	53
51283.1	50174.1	50243.1	"2"	53
51284.1	50204.1	50231.1	"1"	53
51288.1	50174.1	50243.1	"1"	53
51289.1	50138.1	50389.1	"2"	53
51291.1	50276.1	50239.1	"2"	53
51294.1	50138.1	50389.1	"1"	53
51295.1	50312.1	50277.1	"2"	53
51297.1	49468.1	50263.1	"2"	53
51302.1	50276.1	50239.1	"1"	53
51303.1	50188.1	50227.1	"2"	53
51304.1	50312.1	50277.1	"1"	53
51307.1	50270.1	50209.1	"2"	53
51308.1	49468.1	50263.1	"1"	53
51309.1	50188.1	50227.1	"1"	53
51313.1	50162.1	50291.1	"2"	53
51319.1	50318.1	50179.1	"2"	53
51324.1	50350.1	50215.1	"1"	53
51327.1	50350.1	50215.1	"2"	53
51328.1	50394.1	50213.1	"1"	53
51329.1	50394.1	50213.1	"2"	53
51334.1	50356.1	50169.1	"1"	53
51335.1	50356.1	50169.1	"2"	53
51338.1	50392.1	50165.1	"1"	53
51339.1	50392.1	50165.1	"2"	53
51342.1	50446.1	50251.1	"1"	53
51345.1	50446.1	50251.1	"2"	53
51346.1	50306.1	50267.1	"1"	53
51349.1	50306.1	50267.1	"2"	53
51350.1	50372.1	50283.1	"1"	53
51351.1	50372.1	50283.1	"2"	53
51355.1	50208.1	50297.1	"2"	53
51356.1	50208.1	50297.1	"1"	53
51359.1	50424.1	50287.1	"2"	53
51360.1	50424.1	50287.1	"1"	53
51361.1	50334.1	50305.1	"2"	53
51364.1	50334.1	50305.1	"1"	53
51367.1	50254.1	50307.1	"2"	53
51368.1	50254.1	50307.1	"1"	53
51371.1	50260.1	50317.1	"2"	53
51372.1	50260.1	50317.1	"1"	53
51375.1	50290.1	50309.1	"2"	53
51376.1	50290.1	50309.1	"1"	53
51377.1	50154.1	50367.1	"2"	53
51380.1	50154.1	50367.1	"1"	53
51383.1	50292.1	50319.1	"2"	53
51384.1	50292.1	50319.1	"1"	53
51387.1	50400.1	50295.1	"2"	53
51388.1	50400.1	50295.1	"1"	53
51392.1	50328.1	50347.1	"1"	53
51395.1	50328.1	50347.1	"2"	53
51396.1	50212.1	50379.1	"1"	53
51399.1	50212.1	50379.1	"2"	53
51400.1	50176.1	50353.1	"1"	53
51420.1	50320.1	50465.1	"1"	53
51454.1	50178.1	50425.1	"1"	53
51455.1	50176.1	50353.1	"2"	53
51461.1	50320.1	50465.1	"2"	53
51463.1	50178.1	50425.1	"2"	53
51602.1	50218.1	50373.1	"1"	53
51603.1	50218.1	50373.1	"2"	53
51604.1	50332.1	50313.1	"1"	53
51607.1	50332.1	50313.1	"2"	53
51608.1	50472.1	50461.1	"1"	53
51609.1	50472.1	50461.1	"2"	53
51613.1	50360.1	50331.1	"2"	53
51614.1	50360.1	50331.1	"1"	53
51616.1	50426.1	50381.1	"2"	53
51618.1	50426.1	50381.1	"1"	53
51621.1	50442.1	50357.1	"2"	53
51624.1	50442.1	50357.1	"1"	53
51627.1	50398.1	50363.1	"2"	53
51628.1	50398.1	50363.1	"1"	53
51631.1	50308.1	50403.1	"2"	53
51634.1	50308.1	50403.1	"1"	53
51641.1	50462.1	50459.1	"2"	53
51642.1	50462.1	50459.1	"1"	53
51644.1	50448.1	50361.1	"1"	53
51645.1	50448.1	50361.1	"2"	53
51648.1	50378.1	50399.1	"1"	53
51651.1	50378.1	50399.1	"2"	53
51654.1	50384.1	50395.1	"1"	53
51656.1	50294.1	50247.1	"1"	53
51657.1	50384.1	50395.1	"2"	53
51660.1	50748.1	51249.1	"1"	54
51661.1	50294.1	50247.1	"2"	53
51662.1	49378.1	51267.1	"1"	54
51665.1	49378.1	51267.1	"2"	54
51666.1	50476.1	50743.1	"1"	54
51669.1	50748.1	51249.1	"2"	54
51672.1	51206.1	50477.1	"1"	54
51673.1	50476.1	50743.1	"2"	54
51676.1	50726.1	50733.1	"1"	54
51681.1	51206.1	50477.1	"2"	54
51682.1	50742.1	50737.1	"1"	54
51683.1	50726.1	50733.1	"2"	54
51686.1	50710.1	50759.1	"1"	54
