id	sire	dam	sex	generation
501590	483720	484530	2	52
501630	483180	490530	2	52
501640	484140	490230	1	52
501680	484460	484590	1	52
501720	483780	484970	1	52
501820	490100	484690	1	52
501850	490440	484830	2	52
501860	490440	484830	1	52
501890	484580	483350	2	52
501900	490600	492010	1	52
501910	490600	492010	2	52
501940	484280	490670	1	52
501950	484280	490670	2	52
501980	484100	490910	1	52
502010	490540	492050	2	52
502020	490540	492050	1	52
502050	490760	484400	2	52
502060	490760	484400	1	52
502100	484040	490170	1	52
502110	484040	490170	2	52
502160	484040	490170	1	52
502170	484100	490910	2	52
502200	484600	490850	1	52
502230	484660	490130	2	52
502250	495000	490490	2	52
502260	484660	490130	1	52
502300	495000	490490	1	52
502340	490340	490050	1	52
502350	490340	490050	2	52
502370	484220	484370	2	52
502380	483860	490790	2	52
502410	483640	480390	2	52
502420	483640	480390	1	52
502450	484220	484370	1	52
502480	484340	490290	1	52
502520	484920	484810	1	52
502530	484340	490290	2	52
502550	484920	484810	2	52
502580	483300	490770	1	52
502590	483300	490770	2	52
502620	490820	490370	1	52
502650	490820	490370	2	52
502660	484880	484030	1	52
502690	484880	484030	2	52
502790	492080	483290	2	52
502820	492800	483430	1	52
502860	492160	484350	1	52
502880	492320	483970	1	52
502930	492360	484190	2	52
502960	492360	484190	1	52
502990	490660	484850	2	52
503000	490660	484850	1	52
503030	490860	490650	2	52
503040	490860	490650	1	52
503100	483860	490790	1	52
503110	484980	492750	2	52
503150	494220	492650	2	52
503160	483560	492270	1	52
503220	494220	492650	1	52
503260	492720	484570	1	52
503270	483460	492810	2	52
503300	483460	492810	1	52
503330	483960	492610	2	52
503350	490140	492530	2	52
503360	483960	492610	1	52
503400	490140	492530	1	52
503410	484070	492950	2	52
503440	484070	492950	1	52
503450	484000	492350	2	52
503480	484000	492350	1	52
503510	490880	490810	2	52
503540	490880	490810	1	52
503550	493000	492570	2	52
503580	493000	492570	1	52
503590	494200	492690	2	52
503640	490940	492190	1	52
503650	490940	492190	2	52
503690	492600	492770	2	52
503700	492600	492770	1	52
503740	484990	492730	1	52
503750	484990	492730	2	52
503770	490960	484420	2	52
503820	492920	483930	1	52
503830	492920	483930	2	52
503850	484180	492410	2	52
503860	484180	492410	1	52
503900	492680	494210	1	52
503910	492680	494210	2	52
503960	492520	494450	1	52
503970	492520	494450	2	52
504040	490220	490610	1	52
504050	490220	490610	2	52
504060	483920	490430	1	52
504070	483920	490430	2	52
504110	490420	494070	2	52
504120	490420	494070	1	52
504170	483400	494130	2	52
504190	492800	483430	2	52
504200	483400	494130	1	52
504210	494500	492390	2	52
504290	494540	483010	2	52
504300	494500	492390	1	52
504310	492440	484870	2	52
504320	494540	483010	1	52
504740	494840	494410	1	53
504750	494840	494410	2	53
504780	502440	494430	1	53
504790	502440	494430	2	53
504820	494800	494730	1	53
504850	494800	494730	2	53
