id	glu.age	glu.weight	glucose	rip.age	rip.weight	tail	wild	brain
51268	75	20.6	68	83	27.5	8.3	0	n
51272	75	28.9	118	83	30.3	8.2	0	n
51275	67	17.2	51	75	20.1	7.9	6	n
51276	74	34.1	121	82	37.7	8.5	0	n
51277	74	19.5	53	82	20.1	7.7	0	n
51280	74	27.8	70	82	30.3	8.2	0	n
51281	68	23.5	62	76	25.1	8.4	4	y
51283	67	21.1	49	75	20.9	7.3	0	n
51284	68	23.8	69	76	25.7	8.1	0	n
51288	67	29.7	93	75	30.1	8.5	0	n
51289	67	23.3	71	75	23.4	8	0	n
51291	73	23.6	73	81	24.6	7.8	0	n
51294	67	25.2	57	75	25	7.8	0	y
51295	74	18.4	44	82	17.8	7.5	1	n
51297	63	22.1	87	71	23.3	8.2	0	n
51302	66	26.6	94	74	29.4	8	0	n
51303	59	17.3	39	67	18.8	8	4	n
51304	67	29.5	78	75	30.1	8.8	0	n
51307	66	16.4	90	74	17.2	7.2	0	y
51308	63	27.1	97	71	28.3	8.5	0	n
51309	59	22.6	72	67	25.4	8.3	2	y
51313	98	25.8	82	105	25.1	7.4	0	y
51319	98	24.2	92	105	27.3	7.5	0	n
51324	78	31.9	132	85	34.3	7.3	0	n
51327	78	31.2	101	85	30.2	8.5	0	n
51328	76	30.6	120	83	32	8	0	y
51329/31	76	24.3	62	83	25	8.4	0	n
51334	75	30.9	84	82	32.4	7.5	0	n
51335	75	25.2	68	82	24.7	7.6	0	y
51338	75	29.2	111	82	31.1	8	0	n
51339	75	25	66	82	26	7.7	0	n
51342	75	23.6	74	82	25.2	7.9	0	n
51345	75	19.7	86	82	20.5	7.6	0	n
51346	75	37.5	132	82	40.5	8.4	0	y
51349	75	24.6	115	82	27.4	8	0	n
51350	76	28.4	103	83	30.7	8	0	n
51351	76	22.9	128	83	23	7.7	0	y
51355	75	20.4	80	82	22.2	7.9	0	n
51356	75	25.8	79	82	28.6	8.1	2	n
51359	75	18.1	103	82	21.6	7.5	0	n
51360	75	31.8	91	82	33.4	7.9	0	n
51361	75	18.7	55	82	21.3	7.7	0	y
51364	75	29.3	63	82	31.4	8.6	0	n
51367	75	19.1	103	82	23.5	8.3	0	n
51368	75	33.5	92	82	36.5	8.5	0	y
51371	76	18.1	80	83	22.6	8	10	n
51372	76	28.7	117	83	31.3	8.3	0	n
51375	75	23.7	76	83	23.9	7.2	0	y
51376	75	26.1	75	83	26.8	7.9	0	n
51377	75	28.8	108	83	27.8	7.9	0	n
51380	75	29.9	138	83	32.6	8.5	0	n
51383	NA	19.7	76	NA	19.8	7.2	0	n
51384	NA	33.5	131	NA	33.5	8.5	0	n
51387	74	21.9	76	82	21.4	7.6	0	n
51388	74	23.5	96	82	25.2	7.5	0	y
51392	74	30.8	130	82	32	8	0	n
51395	74	22.3	68	82	20.6	8	1	n
51396	73	33.2	95	81	35.2	8	0	y
51399	73	22.8	52	81	24.5	7.6	0	n
51400	73	33.5	101	81	37.1	7.3	0	n
51420	90	25.1	113	97	25.4	7.6	0	y
51454	NA	37.9	73	NA	41.8	8.3	0	n
51455	73	28.9	91	81	29.7	8.5	0	n
51461	90	23.8	111	97	24.3	8.1	0	n
51463	NA	31	126	NA	31.4	7.7	0	y
51602	80	21.4	165	87	22.4	7.5	0	n
51603	80	17.2	117	87	17.5	6.7	0	y
51604	75	22.5	96	82	23.3	8.3	3	y
51607	75	22.6	97	82	23.2	7.5	0	n
51608	73	27.9	112	80	28.5	7.9	0	n
51609	73	19.4	87	80	19.5	7.9	0	n
51613	73	18.6	83	80	19.6	7.7	0	n
51614	73	28	172	80	28.4	8.4	0	n
51616	73	27.6	167	80	31	8.1	0	y
51618	73	31.6	116	80	33.5	8.3	0	n
51621	73	19.8	59	80	19.7	7.8	0	y
51624	73	24.1	70	80	26	7.9	0	n
51627	72	22.7	84	79	24.6	8	0	n
51628	72	28.8	108	79	29.9	8.3	0	n
51631	72	19	105	79	19.8	7.5	0	n
51634	72	25.9	93	79	27.9	8.1	0	y
51641	71	20.6	81	78	20.4	8.1	5	n
51642	71	27.5	127	78	28.7	8.2	0	n
51644	70	32.8	112	77	34.4	8.2	0	y
51645	70	22.8	74	77	23.7	7.9	0	n
51648	70	31	161	77	32.8	8.3	0	n
51651	70	26.7	150	77	27	8.1	0	n
51654	67	27.5	174	74	29.2	8	0	n
51656	61	32.2	134	68	36.2	8.3	0	n
51657	67	20.5	96	74	21.5	8	0	y
51660	77	28.4	151	85	29.4	8.1	0	n
51661	61	21.6	116	68	22.9	7.5	0	n
51662	77	30.4	94	85	33	9.5	0	n
51665	77	24.8	109	85	28.9	8.6	0	y
51666	76	29.2	142	84	29	8.9	0	y
51669	77	21.2	102	85	21.9	7.8	0	n
51672	74	42	138	82	45.5	8.5	0	n
51673	76	22.3	138	84	23.7	8.5	4	n
51676	75	27.8	120	83	29.1	8.6	0	n
51681	74	34	122	82	39.1	8.4	0	n
51682	75	31.8	134	83	34.6	8.3	0	y
51683	75	23.3	106	83	25.1	8	0	y
51686	74	22.7	92	82	25.3	8.5	0	n
51689	75	20.5	116	83	21.6	8	0	n
51690	74	24.7	85	82	26.5	8.3	0	y
51693	74	19.5	80	82	20.3	7.8	0	n
51694	74	35.8	121	82	37.9	9	0	n
51695	74	16.4	81	82	18.5	7.6	1	n
51698	74	24.2	110	82	26.6	8	0	n
51699	74	20.6	88	82	20.8	8.3	0	y
51700	74	36	117	82	36.4	8.8	0	n
51705	74	25.4	44	82	25.7	8.5	0	n
51706	75	29.6	140	83	31.7	8.3	0	n
51709	74	18.7	45	82	20	7.9	0	n
51710	75	31.4	69	83	33.2	8.6	0	n
51713	75	20.9	79	83	23	8	0	y
51714	76	29.9	106	84	31.1	7.7	0	y
51717	75	20.4	67	83	21.8	7.4	0	n
51718	74	24.6	134	82	25.7	7.8	0	n
51722	74	31.1	200	82	31.1	9	0	n
51723	76	20.8	51	84	18.6	8	1	n
51727	74	16.7	56	82	20.9	8.1	0	n
51728	75	32.6	129	83	34.4	7.9	0	n
51731	74	20.4	111	82	21	7.9	0	n
51734	74	28.2	104	82	30	8.5	0	y
51737	74	23.6	81	82	23.7	8.5	0	n
51738	74	27.1	104	82	30.1	8.3	0	n
51739	75	20.2	90	83	21.4	7.3	0	y
51742	74	32	72	82	33.4	8.4	0	y
51745	74	18.8	56	82	18.7	7.6	0	n
51746	74	31.7	100	82	32.5	9	0	n
51747	74	24.8	97	82	25.4	8.1	0	n
51748	73	26.3	42	81	27.1	8.2	0	n
51752	73	39.1	155	81	42.1	8.7	0	n
51753	74	26.4	97	82	28.4	8.9	0	n
51756	73	28.9	141	81	30.8	8.3	0	n
51759	73	20.2	102	81	21.1	7.7	1	y
51760	73	23.9	65	81	28.7	8	0	n
51764	73	33.7	110	81	35.7	7.9	0	y
51765	73	19.6	50	81	20.6	8	0	n
51767	73	20.6	57	81	22.4	7.9	0	y
51770	73	30.1	209	81	30.9	8	0	n
51771	73	25.8	90	81	25.3	8	0	n
51774	73	28.8	127	81	31.5	8.6	0	y
51775	73	23.5	119	81	23.1	8.2	0	n
51778	73	27.9	96	81	30.1	8.9	0	n
51779	73	24	76	81	25.2	8.1	0	n
51782	71	30	135	79	33.1	8.8	0	n
51785	73	23	103	81	24.9	8	0	n
51791	73	24.3	88	81	25.1	8.3	0	y
51794	66	21.5	63	74	22.9	7.7	0	n
51795	71	23.2	62	79	23.3	8.3	0	n
51801	66	19.9	101	74	21.2	7.9	0	n
51804	56	24.6	144	64	27.9	7.9	0	n
51810	75	27.3	149	81	29.9	8.3	0	n
51811	56	19.3	113	64	20.7	7.7	0	y
51812	74	33.2	124	80	35.5	8.4	0	y
51813	75	26.4	109	81	27	8.2	0	y
51815	74	25.4	142	80	25.9	8.2	0	n
51816	73	28.9	143	79	29.7	8.5	0	n
51819	73	19	120	79	19.8	7.7	0	n
51820	73	27	156	79	29.6	8.8	0	n
51823	73	24.8	94	79	24.9	8.2	0	n
51828	73	25	111	79	26.9	8.4	3	n
51829	73	19.4	73	79	20.6	8	1	n
51831	73	24	165	79	24.7	8	0	n
51832	73	33.2	126	79	31.1	8.7	0	n
51833	73	21.8	74	79	NA	NA	1	y
51836	73	29	124	79	35.1	8.9	0	n
51839	72	20	66	78	21.3	8.9	0	n
51840	72	25.8	114	78	26.7	8.9	0	y
51842	72	26.2	85	78	28	8.5	0	n
51845	72	19.7	52	78	21.9	7.7	0	y
51847	73	18.5	99	79	19.4	8.5	0	n
51850	73	27.7	117	79	31.1	8.6	0	y
51853	72	21.8	100	78	22.7	7.6	0	n
51854	72	29	113	78	31.9	8.1	0	n
51857	72	21.2	79	78	23.1	7.7	0	n
51858	72	29.4	135	78	31.1	8.4	0	n
51863	72	25.2	118	78	27.2	8.1	0	n
51866	72	30.9	147	78	NA	NA	0	n
51867	72	21.3	90	78	22.9	8	1	n
51870	72	28.9	156	78	30.5	8.2	0	n
51871	71	22.5	68	77	23.9	7.9	4	y
51875	70	25.6	72	76	27	8	0	n
51876	71	39.2	159	77	42	9	0	n
51877	101	26.2	89	108	28.7	7.9	0	y
51878	70	30.9	131	76	36	8.5	0	y
51881	101	33.7	121	108	36.1	8.7	0	n
51882	101	32.8	140	108	38.9	8.4	0	n
51883	100	23.4	81	107	25.5	7.4	0	n
51886	101	40.2	130	108	42	9	0	y
51890	100	30.5	111	107	31.8	8.2	0	n
51891	94	25.8	62	101	27.7	8.2	0	n
51892	94	35.5	152	101	37.5	8.5	0	n
51896	92	40.8	153	99	42.8	8.7	0	n
51897	92	25.6	102	99	26.8	8.1	0	y
51901	90	23.5	73	97	24	7.7	1	n
51902	90	35.4	108	97	35.2	8.5	0	y
51905	88	25.9	102	96	26.7	8	0	y
51906	88	29	113	96	30.2	8.1	0	n
51910	88	31.9	124	96	33	8.5	0	y
51911	88	23.4	67	96	25.7	7.7	0	n
51913	84	23.9	61	92	25.9	7.9	0	n
51914	84	37	121	92	39	8.5	0	n
51916	77	25.6	114	84	26.7	7.4	6	n
51920	75	28.7	119	82	30.7	8.6	0	n
51923	77	19.8	101	84	19.2	7.6	0	n
51924	76	28.3	125	83	30.3	8.4	0	y
51927	75	23.7	102	82	25.5	8.6	0	y
51930	76	36.5	132	83	38.4	8.7	0	n
51933	76	23.9	109	83	25.3	8	0	n
51935	76	26.4	115	83	26.2	8	0	n
51936	74	29.1	90	81	30.7	8.3	0	y
51940	75	27.6	103	82	30.5	8.2	0	n
51941	74	21.4	90	81	23.5	8.1	1	n
51944	75	32.4	89	82	35	8.2	0	n
51947	75	24.3	95	82	24.2	7.6	0	n
51949	75	19.8	82	82	20.2	7.5	2	y
51950	74	27.5	91	81	28.8	7.7	0	n
51953	74	20.6	61	81	23.1	7.9	0	n
51956	75	32.3	166	83	35	8.8	0	n
51959	75	19.2	91	82	19.6	7.5	0	y
51961	75	23	90	82	24.1	8.5	0	n
51962	75	29.4	75	83	32.4	8.4	0	n
51965	75	19.3	78	82	20.1	7.5	0	n
51966	75	29.2	96	83	31.8	7.8	0	y
51971	75	30.1	85	82	32.2	8.5	0	n
51972	75	33.9	117	83	35.9	8.9	0	n
51976	75	24.7	132	83	27.5	8	0	n
51979	75	18.4	80	83	19.4	7.7	0	y
51980	74	26.3	111	82	27.7	8.9	0	y
51981	74	20.5	85	82	20.4	7.5	0	n
51982	75	27.7	58	83	30	7.9	0	n
51984	73	32.2	84	81	35.5	8	8	n
51987	73	28.9	99	81	30.4	7.8	1	n
51991	73	23	84	81	23	7.5	0	n
51992	73	27.2	107	81	28.1	8.1	0	n
51993	73	24.1	94	81	25.5	7.5	0	n
51994	73	27.2	123	81	30.3	8.4	6	y
51997	74	27.9	66	82	29.7	8	0	n
51998	72	25.3	68	80	27.5	8	0	n
52000	71	25.6	100	79	27.7	8	0	n
52000	77	25.9	102	84	28.1	8.5	0	n
52003	72	26.8	92	80	27.2	NA	0	y
52004	71	41.9	124	79	45	8.5	2	n
52009	71	17.8	66	79	20.8	7.8	0	n
52011	71	26.9	94	79	29.2	8.4	0	y
52012	71	25.9	56	79	29	8.4	0	y
52014	71	33	128	79	35.8	9	0	n
52015	71	16.6	60	79	18.5	8	0	n
52018	70	35.2	87	78	37.7	8.8	0	n
52019	71	23.3	65	79	27.6	8.2	0	n
52022	70	34	144	78	37.3	8.9	0	y
52026	70	35.2	101	78	37.1	9	0	n
52027	70	27.4	87	78	29.8	7.9	0	n
52030	70	31	106	78	32.9	8.7	0	n
52031	70	29.1	99	78	31.2	8.2	0	n
52035	70	19.2	70	78	19.2	7.7	0	y
52036	119	40.9	140	95	40.9	9.2	0	y
52040	119	42.9	103	84	43.7	9	0	n
52041	119	21.8	98	95	22.2	7.7	0	n
52044	119	46.7	171	84	48.6	8.6	0	n
52045	119	24.3	84	84	26	8.1	4	y
52048	80	27.6	124	83	29.3	8	0	n
52049	119	40.5	116	84	42.1	8.9	0	n
52053	126	23.2	62	84	24.1	8.2	0	y
52055	96	20.6	69	84	21.1	8.1	0	n
52058	80	28.6	117	82	30.4	8.4	0	y
52059	80	22.1	117	84	23.1	7.1	0	y
52062	80	33.8	139	82	35.4	9.3	0	n
52063	80	23.1	92	83	23.9	7.5	0	n
52066	80	35.6	143	82	37.1	8.1	0	n
52067	80	25.5	81	82	25.6	7.8	0	n
52071	80	21.5	53	82	22.1	7.5	4	n
52072	80	19.4	38	82	28.3	8.7	1	n
52073	80	16.4	71	84	17.4	7.5	0	n
52076	77	36	130	84	36.7	8.6	0	y
52077	77	24.6	80	84	25.9	8.6	1	y
52079	77	21.4	65	84	20.9	7.9	1	n
52081	76	15.2	28	83	16.9	7.2	0	n
52083	75	21.6	71	82	21.5	8.3	0	n
52088	77	30	79	84	32	8.4	0	n
52092	76	29.1	75	83	30.4	8.1	0	y
52093	75	22.7	91	82	24.4	8.2	0	n
52096	75	32.7	127	82	34	8.8	0	n
52099	75	18.2	84	82	19.2	7.6	0	n
52101	79	20.3	60	82	26.3	8.5	0	y
52102	79	33.4	92	82	34.3	8	0	n
52103	79	26.5	92	82	20.8	7.8	0	n
52107	79	24.2	95	83	26	7.7	0	y
52108	79	35.1	168	83	36	8	0	n
52109	79	24.9	97	83	26.1	8.3	0	n
52112	79	40	188	83	41.7	9.2	0	y
52115	81	24.4	98	83	24.7	7.6	0	n
52116	81	33.1	134	83	35.5	8.4	0	n
52117	79	22	89	83	22.7	7.8	0	n
52120	79	29.2	61	83	30.9	8.4	0	n
52123	81	19.6	78	83	25.5	7.8	0	n
52124	81	28.9	98	82	36.5	8.4	0	n
52127	80	22.5	74	82	27.7	7.9	0	y
52131	80	28.1	94	82	23.4	7.8	0	n
52132	80	24	53	82	33	8.4	0	n
52136	80	32.9	107	82	25	8	0	y
52138	79	43.5	135	82	46.1	9.5	0	n
52139	78	25.1	76	82	27.5	8.3	0	n
52144	78	28.4	109	82	21.2	8.2	0	y
52145	78	19.6	59	82	21.2	7.6	0	y
52149	77	22.5	69	82	23.5	7.8	0	n
52150	78	23.7	95	82	24.5	8	0	n
52152	77	34.8	138	82	35.9	9.2	0	y
52153	78	24.5	103	83	20.2	7.7	0	n
52156	78	33.9	156	82	30	8	0	n
52159	78	24	87	82	21.2	7	0	n
52161	78	23.8	89	82	25.3	8.3	0	n
52162	78	21.8	64	82	30.1	8.1	1	n
52164	78	31	142	82	24.6	8	0	y
52165	78	20.8	90	82	25.7	8.2	0	y
52168	78	32.9	110	82	31.3	8.8	0	n
52169	77	19..4	49	82	21.2	8.2	0	n
52173	73	25.1	104	78	28	8.5	0	y
52174	77	29.1	94	82	34.1	8.7	0	n
52175	76	23.9	96	82	26.4	7.9	0	n
52177	74	22.6	80	82	22.9	7.6	0	n
52178	76	33	165	82	33.6	8	0	n
52180	74	25.3	91	83	27	8	0	n
52182	77	36.6	121	84	38.2	8.8	0	n
52185	73	19.8	68	81	19.9	7.9	0	n
52186	73	30.2	88	81	30.7	8.6	0	y
52191	88	20.2	78	95	20.4	8	0	n
52192	73	29.3	107	78	29.5	8	0	n
52193	77	22	88	84	22.5	7.7	0	y
52197	77	21.7	92	84	23.8	8.6	1	n
52198	88	30.7	86	95	31.5	8.5	0	n
54100	75	40.7	97	82	42.2	9	0	n
54104	75	21.1	73	82	23.5	8.1	0	y
54105	75	22.9	72	82	22.6	7.7	0	n
54106	75	26.1	66	82	28.6	7.7	0	n
54109	75	23.5	71	82	23.7	7.6	0	y
54113	75	20	74	82	20.9	8.2	0	n
54114	75	35.1	129	82	37.2	8.2	0	n
54116	75	26	80	82	27.2	8.5	0	n
54117	75	20.1	62	82	20.4	7.8	0	y
54121	75	19.5	48	82	21.4	7.6	0	n
54124	75	28.5	100	82	31	8.1	0	n
54125	75	19.6	32	82	21.1	7.5	0	n
54126	75	29.1	134	82	29.2	8.2	0	n
54130	75	32.1	65	82	34.3	8.4	0	y
54131	75	16.5	66	83	17.9	7.6	0	n
54133	75	16.3	47	83	17.8	7.5	0	n
54134	75	34	89	82	36.9	9	0	n
54138	75	23.6	56	83	25.3	8.6	0	y
54139	75	24.1	86	83	26.3	8.2	0	y
54141	75	20.8	87	83	22.8	7.4	0	n
54142	75	23.5	108	83	24.2	8	0	n
54146	75	28.5	104	83	30.5	8.5	0	n
54147	75	22	101	83	22.6	7.5	1	n
54149	75	25	71	83	27.8	8.2	0	y
54150	75	30.4	111	83	31.6	8.1	0	n
54153	74	23.3	71	82	23.6	8	0	n
54154	75	42	136	83	46.2	8	0	n
54157	74	18.2	59	82	20.7	7.6	0	n
54158	74	34.3	142	82	35.8	8.6	0	y
54161	74	20.9	53	82	20.5	7.5	4	n
54164	74	26.5	113	82	26.9	8.1	0	n
54165	74	20.4	116	82	20.4	7.6	0	n
54166	74	28.7	102	82	29.4	8.5	0	n
54169	74	23.7	83	82	24	7.1	0	y
54170	74	35.9	105	82	38.7	8	0	n
54173	74	18.7	75	82	19.8	7.4	0	n
54176	74	24	94	82	25.7	7.8	1	n
54178	74	30.5	71	82	33	7.5	0	y
54179	74	23.8	79	82	23.5	8.1	0	y
54182	74	32.6	110	82	34.9	8.3	0	n
54183	70	18.9	72	78	19.2	7.4	3	n
54186	70	27.5	140	78	29.1	NA	3	y
54187	73	28.7	115	81	30.8	8.3	2	y
54190	73	25.9	131	81	27.1	8.4	0	n
54193	110	27	77	114	26.5	8	0	n
54194	105	36.3	88	109	36.8	8.7	0	n
54196	110	47	124	114	48	8.9	0	n
54198	99	36.5	89	103	35.2	8.5	0	n
54199	105	28.1	88	109	26.6	9.2	0	n
54201	99	25.7	109	103	25	7.6	0	n
54207	122	30	90	126	27.7	7.7	0	n
54209	84	22.9	89	88	25	8	0	n
54213	84	29.5	133	88	29.4	8.4	0	y
54216	84	35	169	88	36.6	8.6	0	n
54217	84	21.5	116	88	21.9	8.4	0	n
54220	84	38	105	88	39.7	9.1	0	n
54221	84	26	136	88	26.2	8.2	0	n
54226	84	32.2	175	88	33.3	8.3	0	y
54227	84	24.7	113	88	26.2	8.4	0	y
54229	84	23.7	119	88	25.1	8.9	0	n
54230	83	36.1	118	87	37.2	8.5	0	n
54233	84	23.5	96	88	23.3	7.9	0	n
54234	83	27.9	139	87	28.7	7.9	0	n
54237	83	29.3	106	87	28.3	7.6	0	n
54238	83	31.3	82	87	33.8	8	0	n
54240	84	39	127	88	41.1	7.5	0	n
54243	83	19.2	85	87	19.6	7.2	0	y
54244	82	30.9	158	86	30.8	8.6	0	y
54245	83	29.6	72	87	29.5	8.2	0	n
54248	82	28.8	116	86	30.5	8.6	0	n
54249	84	26.9	84	88	26.8	8	0	n
54252	82	30.8	135	86	31.5	8.6	0	n
54253	82	26.2	102	86	26.9	8.5	0	n
54256	82	32.1	133	86	33.4	8.7	0	n
54257	82	23.4	95	86	23.7	8.2	0	y
54260	82	32.3	162	86	32.4	9.2	0	y
54261	82	23.1	113	86	23	7.9	0	n
54266	81	27	79	85	27.7	8.5	0	y
54267	82	20.2	109	86	20.1	8.1	5	n
54269	82	22.8	81	86	23.3	8.6	0	n
54270	80	39	111	84	39.5	8.8	0	n
54274	80	33.7	123	84	33.7	9	0	n
54276	80	32	157	84	32.2	8.6	0	n
54277	81	24.5	80	85	24.8	8	0	n
54279	80	28.4	99	84	27.1	8.1	0	n
54282	81	35.5	142	85	36.3	8.5	0	n
54283	80	24.5	83	84	24.5	8	0	n
54284	81	32.6	141	85	33.5	8.2	0	y
54289	80	20.1	80	84	21.3	7.6	1	y
54290	81	43.4	181	85	44.4	8.7	0	n
54291	81	32.1	89	88	36.8	8.3	0	n
54294	81	40	153	85	41.4	8.8	0	n
54295	81	22	77	88	21.9	8	0	n
54298	78	31.9	114	85	32.3	8.2	0	n
54299	81	31.5	107	88	32.3	8.4	0	y
54300	78	33.5	124	85	34.2	8.3	0	y
54303	81	27.2	81	88	27.8	8	0	n
54304	82	39.2	95	89	41.2	8.6	0	n
54307	78	24.7	85	85	27.4	8	0	y
54310	78	26.9	156	85	29.7	8	0	y
54311	78	25.3	77	85	27	8.1	0	n
54315	82	28.6	122	89	29	8.2	0	n
54316	78	37.3	118	85	39.6	9	0	n
54319	78	23.3	99	85	24.7	7.6	0	n
54320	88	35.5	175	NA	36.1	8.9	0	n
54323	78	25.4	76	85	25.7	8.8	0	y
54324	87	30.1	114	NA	31.4	8.3	0	n
54327	88	21.2	101	NA	21.9	8.1	0	n
54330	83	28.4	134	NA	28.6	7.8	0	n
54331	87	23.8	105	NA	25	7.9	0	y
54332	85	32.5	91	NA	34	8.1	0	y
54335	83	22.2	98	NA	21.3	8.4	0	y
54336	85	34.4	120	NA	37.4	8.3	0	y
54339	85	27.5	97	NA	29.8	8.2	0	n
54340	85	31.4	127	NA	31.3	8.5	0	n
54343	85	24.1	95	NA	24.6	7.8	0	n
54346	81	30.9	143	NA	32.2	7.9	0	n
54347	85	22.4	91	NA	24	8.1	0	n
54350	82	37.3	117	NA	37.2	8.5	0	n
54352	74	27.4	90	NA	30.1	8.7	0	n
54353	81	22.6	97	NA	22.6	7.8	0	y
54357	82	22.6	73	NA	22.4	8	0	n
54359	74	22.3	85	NA	23.3	8.2	0	y
54360	70	29.3	115	NA	32.4	8.2	0	y
54363	70	22	112	NA	23.5	7.5	0	n
54367	67	18.8	63	NA	19.5	7.9	0	n
54368	67	22.1	60	NA	23.8	7.7	1	y
54371	67	21	76	NA	21.7	7.7	0	y
54372	67	24.2	118	NA	26.3	8.1	0	n
