id,gen,cage,fam,dam,sire,sex,ppi.weight,ppi.age,
50245,52,Test.F52-24,BrF51-32,48437,48422,M,26.7,67,
50248,52,Test.F52-24,BrF51-51,49029,48434,M,28.7,66,
50252,52,Test.F52-26,BrF51-41,48481,48492,M,29.3,67,
50253,52,Test.F52-25,BrF51-51,49029,48434,F,19.5,66,
50255,52,Test.F52-25,BrF51-41,48481,48492,F,20.1,67,
50258,52,Test.F52-26,BrF51-60,49077,48330,M,26,66,
50259,52,Test.F52-25,BrF51-60,49077,48330,F,21,66,
50262,52,Test.F52-26,BrF51-52,49037,49082,M,24.8,65,
50265,52,Test.F52-27,BrF51-52,49037,49082,F,19.9,65,
50266,52,Test.F52-26,BrF51-13,48403,48488,M,28.4,63,
50269,52,Test.F52-27,BrF51-13,48403,48488,F,27.3,63,
50279,52,Test.F52-27,BrF51-31,48329,49208,F,20.8,53,
50282,52,Test.F52-30,BrF51-26,48343,49280,M,29.1,71,
50286,52,Test.F52-30,BrF51-35,48435,49216,M,33.2,71,
50288,52,Test.F52-30,BrF51-29,48397,49232,M,35.2,70,
50293,52,Test.F52-31,BrF51-30,48419,49236,F,18.2,69,
50296,52,Test.F52-32,BrF51-30,48419,49236,M,32.5,69,
50299,52,Test.F52-31,BrF51-45,48485,49066,F,25.9,66,
50300,52,Test.F52-32,BrF51-45,48485,49066,M,38.3,66,
50303,52,Test.F52-31,BrF51-57,49065,49086,F,22.8,66,
50304,52,Test.F52-32,BrF51-57,49065,49086,M,28.8,66,
50310,52,Test.F52-32,BrF51-61,49079,48386,M,33.6,66,
50311,52,Test.F52-33,BrF51-77,49275,48498,F,23.2,61,
50315,52,Test.F52-33,BrF51-86,49265,49422,F,23.4,61,
50316,52,Test.F52-34,BrF51-72,49227,48356,M,34.6,61,
50322,52,Test.F52-34,BrF51-86,49265,49422,M,30.9,61,
50326,52,Test.F52-34,BrF51-38,48457,49272,M,39.8,61,
50327,52,Test.F52-33,BrF51-88,49281,48346,F,23.1,61,
50330,52,Test.F52-34,BrF51-88,49281,48346,M,32.1,61,
50333,52,Test.F52-35,BrF51-75,49261,48396,F,22.1,61,
50335,52,Test.F52-35,BrF51-74,49251,49014,F,23,61,
50336,52,Test.F52-36,BrF51-75,49261,48396,M,25.8,61,
50340,52,Test.F52-36,BrF51-74,49251,49014,M,27.3,61,
50341,52,Test.F52-37,BrF51-92,49295,48407,F,20.7,59,
50344,52,Test.F52-38,BrF51-92,49295,48407,M,32.4,59,
50345,52,Test.F52-37,BrF51-85,49235,48400,F,27.9,59,
50348,52,Test.F52-38,BrF51-85,49235,48400,M,37.2,59,
50351,52,Test.F52-37,BrF51-79,49081,49088,F,20.2,59,
50354,52,Test.F52-38,BrF51-79,49081,49088,M,29.8,59,
50355,52,Test.F52-37,BrF51-87,49257,49300,F,20.2,59,
50358,52,Test.F52-38,BrF51-87,49257,49300,M,27,59,
50359,52,Test.F52-39,BrF51-76,49269,49420,F,28.8,59,
50364,52,Test.F52-40,BrF51-80,49219,49094,M,30.9,58,
50365,52,Test.F52-39,BrF51-80,49219,49094,F,22.6,58,
50369,52,Test.F52-39,BrF51-90,49277,49260,F,24.4,58,
50370,52,Test.F52-40,BrF51-90,49277,49260,M,29.9,58,
50374,52,Test.F52-40,BrF51-89,49273,48499,M,26,58,
50375,52,Test.F52-41,BrF51-89,49273,48499,F,20.5,58,
50377,52,Test.F52-41,BrF51-34,48442,49096,F,23.4,59,
50382,52,Test.F52-42,BrF51-28,48393,49292,M,32.2,55,
50383,52,Test.F52-43,BrF51-28,48393,49292,F,25.4,55,
50385,52,Test.F52-43,BrF51-73,49241,48418,F,28.6,56,
50386,52,Test.F52-42,BrF51-73,49241,48418,M,27.9,56,
50390,52,Test.F52-42,BrF51-82,49421,49268,M,30.5,56,
50391,52,Test.F52-43,BrF51-82,49421,49268,F,21.1,56,
50396,52,Test.F52-42,BrF51-95,49445,49252,M,37.3,55,
50397,52,Test.F52-43,BrF51-95,49445,49252,F,22.3,55,
50404,52,Test.F52-44,BrF51-71,49061,49022,M,26.9,55,
50405,52,Test.F52-45,BrF51-71,49061,49022,F,19.4,55,
50406,52,Test.F52-44,BrF51-78,49043,48392,M,27.1,55,
50407,52,Test.F52-45,BrF51-78,49043,48392,F,20.5,55,
50411,52,Test.F52-45,BrF51-93,49407,49042,F,23,54,
50412,52,Test.F52-44,BrF51-93,49407,49042,M,31.6,54,
50417,52,Test.F52-45,BrF51-94,49413,48340,F,24.1,54,
50419,52,Test.F52-47,BrF51-26,48343,49280,F,20.2,50,
50420,52,Test.F52-44,BrF51-94,49413,48340,M,26.8,54,
50421,52,Test.F52-47,BrF51-84,49239,49450,F,33.7,51,
50429,52,Test.F52-47,BrF51-66,48301,49454,F,20.5,49,
50430,52,Test.F52-46,BrF51-84,49239,49450,M,30.6,51,
50431,52,Test.F52-47,BrF51-46,48487,49244,F,20.8,44,
50432,52,Test.F52-46,BrF51-66,48301,49454,M,26,49,
50474,53,Test.F53-02,BrF52-01,49441,49484,M,29.9,68,
50475,53,Test.F53-01,BrF52-01,49441,49484,F,23.5,68,
50478,53,Test.F53-02,BrF52-04,49443,50244,M,28.5,68,
50479,53,Test.F53-01,BrF52-04,49443,50244,F,20,68,
50482,53,Test.F53-02,BrF52-06,49473,49480,M,29.3,69,
50485,53,Test.F53-01,BrF52-06,49473,49480,F,23.5,69,
50486,53,Test.F53-02,BrF52-07,49477,50224,M,30.1,69,
50487,53,Test.F53-01,BrF52-07,49477,50224,F,24.1,69,
50490,53,Test.F53-04,BrF52-10,49481,50160,M,27.6,68,
50491,53,Test.F53-03,BrF52-10,49481,50160,F,20,68,
50494,53,Test.F53-04,BrF52-11,49483,50256,M,28.1,68,
50496,53,Test.F53-04,BrF52-14,49495,50240,M,29.2,69,
50497,53,Test.F53-03,BrF52-11,49483,50256,F,26.2,68,
50500,53,Test.F53-04,BrF52-16,50127,50192,M,26.2,68,
50701,53,Test.F53-03,BrF52-14,49495,50240,F,23,69,
50703,53,Test.F53-03,BrF52-16,50127,50192,F,21.6,68,
50704,53,Test.F53-06,BrF52-22,50157,49434,M,24.7,69,
50707,53,Test.F53-05,BrF52-22,50157,49434,F,20.4,69,
50708,53,Test.F53-06,BrF52-27,50203,50116,M,30.2,70,
50712,53,Test.F53-06,BrF52-24,50145,50184,M,25.3,68,
50714,53,Test.F53-06,BrF52-28,50219,49500,M,40.2,68,
50715,53,Test.F53-05,BrF52-27,50203,50116,F,20.5,70,
50719,53,Test.F53-05,BrF52-24,50145,50184,F,23.5,68,
50722,53,Test.F53-08,BrF52-30,50261,49428,M,30.1,69,
50723,53,Test.F53-05,BrF52-28,50219,49500,F,25.4,68,
50728,53,Test.F53-08,BrF52-31,50273,49438,M,27.9,68,
50729,53,Test.F53-07,BrF52-30,50261,49428,F,19.9,69,
50731,53,Test.F53-07,BrF52-31,50273,49438,F,20.9,68,
50735,53,Test.F53-07,BrF52-12,49491,50272,F,20.2,67,
50736,53,Test.F53-08,BrF52-12,49491,50272,M,27.5,67,
50740,53,Test.F53-08,BrF52-13,50109,50200,M,28.7,67,
50741,53,Test.F53-07,BrF52-13,50109,50200,F,20.8,67,
50744,53,Test.F53-10,BrF52-15,50128,50108,M,33.1,67,
50745,53,Test.F53-09,BrF52-15,50128,50108,F,23.8,67,
50746,53,Test.F53-10,BrF52-17,50120,50214,M,25.4,67,
50749,53,Test.F53-09,BrF52-17,50120,50214,F,22.3,67,
50752,53,Test.F53-10,BrF52-18,50141,49442,M,35,67,
50753,53,Test.F53-09,BrF52-18,50141,49442,F,21.7,67,
50755,53,Test.F53-09,BrF52-19,50135,49444,F,22.5,67,
50756,53,Test.F53-10,BrF52-19,50135,49444,M,27.8,67,
50760,53,Test.F53-12,BrF52-21,50133,50250,M,38.2,67,
50763,53,Test.F53-11,BrF52-21,50133,50250,F,29.5,67,
50764,53,Test.F53-12,BrF52-23,50161,49492,M,32.6,67,
50767,53,Test.F53-11,BrF52-23,50161,49492,F,25.1,67,
50770,53,Test.F53-12,BrF52-02,49433,50166,M,27.6,67,
50771,53,Test.F53-11,BrF52-02,49433,50166,F,23.4,67,
50774,53,Test.F53-12,BrF52-05,49437,50246,M,27.2,67,
50775,53,Test.F53-11,BrF52-05,49437,50246,F,21,67,
50778,53,Test.F53-14,BrF52-08,49465,50236,M,27.7,67,
50779,53,Test.F53-13,BrF52-08,49465,50236,F,22.8,67,
50784,53,Test.F53-14,BrF52-09,49489,50142,M,29,67,
50787,53,Test.F53-13,BrF52-09,49489,50142,F,20.4,67,
50788,53,Test.F53-14,BrF52-25,50171,50104,M,30.8,67,
50792,53,Test.F53-13,BrF52-25,50171,50104,F,21.2,67,
50793,53,Test.F53-15,BrF52-32,50301,49496,F,22.2,67,
50794,53,Test.F53-16,BrF52-32,50301,49496,M,26.1,67,
50795,53,Test.F53-15,BrF52-33,50339,49460,F,23.1,67,
50797,53,Test.F53-15,BrF52-03,49429,50196,F,23.6,66,
50798,53,Test.F53-18,BrF52-29,50233,50110,M,24.9,66,
50799,53,Test.F53-17,BrF52-20,50139,50222,F,23.4,66,
51201,53,Test.F53-21,BrF52-63,50413,49464,F,25,71,
51202,53,Test.53-22,BrF52-46,50179,50318,M,28.8,69,
51204,53,Test.53-22,BrF52-63,50413,49464,M,32.7,71,
51205,53,Test.F53-21,BrF52-38,50101,50314,F,22.7,70,
51209,53,Test.F53-21,BrF52-57,50291,50162,F,29.4,70,
51210,53,Test.53-22,BrF52-38,50101,50314,M,32.1,70,
51211,53,Test.F53-21,BrF52-60,50393,50138,F,18.2,69,
51216,53,Test.53-22,BrF52-57,50291,50162,M,40,70,
51219,53,Test.F53-23,BrF52-62,50409,50144,F,27.1,69,
51220,53,Test.F53-24,BrF52-60,50393,50138,M,21.3,69,
51221,53,Test.F53-23,BrF52-55,50257,50264,F,23.4,70,
51223,53,Test.F53-23,BrF52-49,50183,50428,F,18.8,69,
51224,53,Test.F53-24,BrF52-62,50409,50144,M,30.9,69,
51228,53,Test.F53-24,BrF52-55,50257,50264,M,35.5,70,
51229,53,Test.F53-23,BrF52-41,50117,50298,F,22.2,69,
51233,53,Test.F53-25,BrF52-40,50113,50388,F,24.2,68,
51234,53,Test.F53-24,BrF52-49,50183,50428,M,24.8,69,
51236,53,Test.F53-26,BrF52-41,50117,50298,M,35,69,
51239,53,Test.F53-25,BrF52-47,50187,50302,F,22,69,
51240,53,Test.F53-26,BrF52-40,50113,50388,M,30.6,68,
51241,53,Test.F53-25,BrF52-36,49463,50362,F,27.9,68,
51243,53,Test.F53-29,BrF52-64,50415,49488,F,22.3,68,
51244,53,Test.F53-26,BrF52-47,50187,50302,M,30.1,69,
51245,53,Test.F53-29,BrF52-56,50257,50264,F,23,69,
51247,53,Test.F53-25,BrF52-39,50105,50346,F,16.6,68,
51250,53,Test.F53-26,BrF52-36,49463,50362,M,39.1,68,
51254,53,Test.F53-30,BrF52-64,50415,49488,M,29.1,69,
51257,53,Test.F53-27,BrF52-37,49469,50414,F,26.5,70,
51258,53,Test.F53-28,BrF52-39,50105,50346,M,27.3,68,
51259,53,Test.F53-27,BrF52-59,50349,50126,F,19.5,68,
51262,53,Test.F53-28,BrF52-37,49469,50414,M,29.9,70,
51263,53,Test.F53-29,BrF52-43,50249,50422,F,26.3,67,
51268,53,Test.F53-28,BrF52-59,50349,50126,M,21.2,68,
51272,53,Test.F53-30,BrF52-56,50257,50264,M,28.2,68,
51275,53,Test.F53-33,BrF52-65,50277,50312,F,18.3,67,
51276,53,Test.F53-30,BrF52-43,50249,50422,M,32.4,67,
51277,53,Test.F53-29,BrF52-45,50175,50228,F,19.9,67,
51280,53,Test.F53-30,BrF52-45,50175,50228,M,27.6,67,
51281,53,Test.F53-31,BrF52-52,50231,50204,F,23,68,
51283,53,Test.F53-31,BrF52-53,50243,50174,F,20.8,67,
51284,53,Test.F53-32,BrF52-52,50231,50204,M,23.9,68,
51288,53,Test.F53-32,BrF52-53,50243,50174,M,29.4,67,
51289,53,Test.F53-31,BrF52-61,50389,50138,F,22.9,67,
51291,53,Test.F53-27,BrF52-54,50239,50276,F,23,66,
51294,53,Test.F53-32,BrF52-61,50389,50138,M,25.1,67,
51295,53,Test.F53-27,BrF52-65,50277,50312,F,18.4,67,
51297,53,Test.F53-33,BrF52-44,50263,49468,F,22.1,63,
51302,53,Test.F53-32,BrF52-54,50239,50276,M,28.1,66,
51303,53,Test.F53-33,BrF52-51,50227,50188,F,16.7,59,
51304,53,Test.F53-34,BrF52-65,50277,50312,M,29,67,
51307,53,Test.F53-33,BrF52-50,50209,50270,F,16.4,66,
51308,53,Test.F53-34,BrF52-44,50263,49468,M,26.8,63,
51309,53,Test.F53-34,BrF52-51,50227,50188,M,23.3,59,
51313,53,Test.F53-35,BrF52-57,50291,50162,F,26.6,91,
51319,53,Test.F53-35,BrF52-46,50179,50318,F,23.7,91,
51324,53,Test.F53-36,BrF52-70,50215,50350,M,32.1,71,
51327,53,Test.F53-37,BrF52-70,50215,50350,F,31.6,71,
51328,53,Test.F53-36,BrF52-71,50213,50394,M,30.9,69,
51329,53,Test.F53-37,BrF52-71,50213,50394,F,23.8,69,
51334,53,Test.F53-36,BrF52-67,50169,50356,M,30.7,68,
51335,53,Test.F53-37,BrF52-67,50169,50356,F,24.6,68,
51338,53,Test.F53-36,BrF52-68,50165,50392,M,29.1,68,
51339,53,Test.F53-37,BrF52-68,50165,50392,F,24.7,68,
51342,53,Test.F53-38,BrF52-75,50251,50446,M,23.8,68,
51345,53,Test.F53-39,BrF52-75,50251,50446,F,20,68,
51346,53,Test.F53-38,BrF52-76,50267,50306,M,36.8,68,
51349,53,Test.F53-39,BrF52-76,50267,50306,F,24.7,68,
51350,53,Test.F53-38,BrF52-78,50283,50372,M,28.4,69,
51351,53,Test.F53-39,BrF52-78,50283,50372,F,22.8,69,
51355,53,Test.F53-39,BrF52-80,50297,50208,F,20.7,68,
51356,53,Test.F53-38,BrF52-80,50297,50208,M,27.7,68,
51359,53,Test.F53-41,BrF52-79,50287,50424,F,22.4,68,
51360,53,Test.F53-40,BrF52-79,50287,50424,M,31.9,68,
51361,53,Test.F53-41,BrF52-81,50305,50334,F,19,68,
51364,53,Test.F53-40,BrF52-81,50305,50334,M,29.2,68,
51367,53,Test.F53-41,BrF52-82,50307,50254,F,23.3,68,
51368,53,Test.F53-40,BrF52-82,50307,50254,M,32,68,
51371,53,Test.F53-41,BrF52-83,50317,50260,F,21.4,69,
51372,53,Test.F53-40,BrF52-83,50317,50260,M,28.7,69,
51375,53,Test.F53-43,BrF52-84,50309,50290,F,22.2,68,
51376,53,Test.F53-42,BrF52-84,50309,50290,M,26.6,68,
51377,53,Test.F53-43,BrF52-89,50367,50154,F,27.2,68,
51380,53,Test.F53-42,BrF52-89,50367,50154,M,28.7,68,
51383,53,Test.F53-43,BrF52-85,50319,50292,F,19.1,NA,
51384,53,Test.F53-42,BrF52-85,50319,50292,M,31.7,NA,
51387,53,Test.F53-43,BrF52-95,50295,50400,F,21.2,67,
51388,53,Test.F53-42,BrF52-95,50295,50400,M,23.6,67,
51392,53,Test.F53-44,BrF52-88,50345,50328,M,30.7,67,
51395,53,Test.F53-45,BrF52-88,50345,50328,F,19.3,67,
51396,53,Test.F53-44,BrF52-91,50379,50212,M,31.8,66,
51399,53,Test.F53-45,BrF52-91,50379,50212,F,23.9,66,
51400,53,Test.F53-44,BrF52-87,50353,50176,M,37,66,
51420,53,Test.F53-46,BrF52-94,50465,50320,M,25.7,86,
51454,53,Test.F53-44,BrF52-93,50425,50178,M,35.3,NA,
51455,53,Test.F53-45,BrF52-87,50353,50176,F,28.4,66,
51461,53,Test.F53-47,BrF52-94,50465,50320,F,23.5,86,
51463,53,Test.F53-45,BrF52-93,50425,50178,F,30.4,NA,
51602,53,Test.F53-46,BrF52-90,50373,50218,M,21.4,76,
51603,53,Test.F53-47,BrF52-90,50373,50218,F,18,76,
51604,53,Test.F53-48,BrF52-86,50313,50332,M,22,71,
51607,53,Test.F53-49,BrF52-86,50313,50332,F,22.1,71,
51608,53,Test.F53-48,BrF52-112,50461,50472,M,27.2,69,
51609,53,Test.F53-49,BrF52-112,50461,50472,F,19.1,69,
51613,53,Test.F53-49,BrF52-108,50331,50360,F,18.3,69,
51614,53,Test.F53-48,BrF52-108,50331,50360,M,28.5,69,
51616,53,Test.F53-49,BrF52-104,50381,50426,F,26.9,69,
51618,53,Test.F53-48,BrF52-104,50381,50426,M,31.2,69,
51621,53,Test.F53-51,BrF52-105,50357,50442,F,20.3,69,
51624,53,Test.F53-50,BrF52-105,50357,50442,M,24.1,69,
51627,53,Test.F53-51,BrF52-107,50363,50398,F,23.6,68,
51628,53,Test.F53-50,BrF52-107,50363,50398,M,28.8,68,
51631,53,Test.F53-51,BrF52-100,50403,50308,F,18.9,68,
51634,53,Test.F53-50,BrF52-100,50403,50308,M,25.6,68,
51641,53,Test.F53-53,BrF52-111,50459,50462,F,20.5,67,
51642,53,Test.F53-52,BrF52-111,50459,50462,M,27.6,67,
51644,53,Test.F53-52,BrF52-106,50361,50448,M,33,66,
51645,53,Test.F53-53,BrF52-106,50361,50448,F,22.1,66,
51648,53,Test.F53-52,BrF52-101,50399,50378,M,30.2,66,
51651,53,Test.F53-53,BrF52-101,50399,50378,F,26.4,66,
51654,53,Test.F53-52,BrF52-98,50395,50384,M,27,63,
51656,53,Test.F53-46,BrF52-74,50247,50294,M,34,57,
51657,53,Test.F53-53,BrF52-98,50395,50384,F,19.7,63,
51660,54,Test.F54-02,BrF53-22,51249,50748,M,30.7,70,
51661,53,Test.F53-47,BrF52-74,50247,50294,F,22.1,57,
51662,54,Test.F54-02,BrF53-27,51267,49378,M,28.5,70,
51665,54,Test.F54-01,BrF53-27,51267,49378,F,25.9,70,
51666,54,Test.F54-02,BrF53-04,50743,50476,M,28.7,69,
51669,54,Test.F54-01,BrF53-22,51249,50748,F,22.2,70,
51672,54,Test.F54-04,BrF53-01,50477,51206,M,40.1,67,
51673,54,Test.F54-01,BrF53-04,50743,50476,F,23.4,69,
51676,54,Test.F54-04,BrF53-05,50733,50726,M,27.6,68,
51681,54,Test.F54-03,BrF53-01,50477,51206,F,32.1,67,
51682,54,Test.F54-04,BrF53-06,50737,50742,M,31.2,68,
51683,54,Test.F54-03,BrF53-05,50733,50726,F,22.3,68,
51686,54,Test.F54-04,BrF53-08,50759,50710,M,22.8,67,
51689,54,Test.F54-03,BrF53-06,50737,50742,F,20.6,68,
51690,54,Test.F54-06,BrF53-09,50751,50702,M,25.2,67,
51693,54,Test.F54-03,BrF53-08,50759,50710,F,19.6,67,
51694,54,Test.F54-06,BrF53-11,50791,51248,M,35.2,67,
51695,54,Test.F54-05,BrF53-09,50751,50702,F,17.7,67,
51698,54,Test.F54-06,BrF53-15,50097,50750,M,24.7,67,
51699,54,Test.F54-05,BrF53-11,50791,51248,F,22.4,67,
51700,54,Test.F54-08,BrF53-14,50089,50758,M,34.5,67,
51705,54,Test.F54-05,BrF53-14,50089,50758,F,25.5,67,
51706,54,Test.F54-06,BrF53-16,51215,50730,M,30.3,68,
51709,54,Test.F54-05,BrF53-15,50097,50750,F,18.5,67,
51710,54,Test.F54-08,BrF53-17,51207,50772,M,31.7,68,
51713,54,Test.F54-07,BrF53-16,51215,50730,F,21.1,68,
51714,54,Test.F54-08,BrF53-19,51225,50768,M,29.4,69,
51717,54,Test.F54-07,BrF53-17,51207,50772,F,20.2,68,
51718,54,Test.F54-08,BrF53-24,51253,51232,M,23.6,67,
51722,54,Test.F54-10,BrF53-23,51251,51230,M,29.9,67,
51723,54,Test.F54-07,BrF53-19,51225,50768,F,20.3,67,
51727,54,Test.F54-07,BrF53-24,51253,51232,F,16.8,69,
51728,54,Test.F54-10,BrF53-30,51285,51270,M,32.1,68,
51731,54,Test.F54-09,BrF53-23,51251,51230,F,22,67,
51734,54,Test.F54-10,BrF53-31,51305,50796,M,28.6,67,
51737,54,Test.F54-09,BrF53-31,51305,50796,F,23.8,67,
51738,54,Test.F54-10,BrF53-32,51365,51226,M,26.4,67,
51739,54,Test.F54-09,BrF53-30,51285,51270,F,21.2,68,
51742,54,Test.F54-12,BrF53-21,51261,50762,M,31.1,67,
51745,54,Test.F54-09,BrF53-32,51365,51226,F,19.8,67,
51746,54,Test.F54-12,BrF53-20,51255,50498,M,29.4,67,
51747,54,Test.F54-11,BrF53-21,51261,50762,F,24.3,67,
51748,54,Test.F54-12,BrF53-29,51287,50480,M,27.5,66,
51752,54,Test.F54-12,BrF53-28,51271,51222,M,36.1,66,
51753,54,Test.F54-11,BrF53-20,51255,50498,F,24.8,67,
51756,54,Test.F54-14,BrF53-02,50725,50088,M,28.2,66,
51759,54,Test.F54-11,BrF53-29,51287,50480,F,19.8,66,
51760,54,Test.F54-14,BrF53-03,50721,51212,M,23.4,66,
51764,54,Test.F54-14,BrF53-12,50077,50714,M,32.2,66,
51765,54,Test.F54-11,BrF53-28,51271,51222,F,19.3,66,
51767,54,Test.F54-13,BrF53-02,50725,50088,F,20,66,
51770,54,Test.F54-14,BrF53-18,51217,50766,M,29.4,66,
51771,54,Test.F54-13,BrF53-03,50721,51212,F,23.2,66,
51774,54,Test.F54-16,BrF53-26,51273,50084,M,28.5,66,
51775,54,Test.F54-13,BrF53-12,50077,50714,F,22,66,
51778,54,Test.F54-16,BrF53-07,50747,50098,M,27.2,66,
51779,54,Test.F54-13,BrF53-18,51217,50766,F,23.1,66,
51782,54,Test.F54-16,BrF53-33,51451,50096,M,27.1,64,
51785,54,Test.F54-15,BrF53-26,51273,50084,F,23.8,66,
51791,54,Test.F54-15,BrF53-07,50747,50098,F,23.4,66,
51794,54,Test.F54-18,BrF53-13,50093,50488,M,20.5,59,
51795,54,Test.F54-15,BrF53-33,51451,50096,F,23.1,64,
51801,54,Test.F54-17,BrF53-13,50093,50488,F,19.2,59,
51804,54,Test.F54-18,BrF53-25,51269,50770,M,23,49,
51810,54,TestF54-20,BrF53-55,51323,50718,M,26.7,68,
51811,54,Test.F54-17,BrF53-25,51269,50770,F,19.2,49,
51812,54,TestF54-20,BrF53-63,51397,51214,M,31.3,67,
51813,54,TestF54-19,BrF53-55,51323,50718,F,24.8,68,
51815,54,TestF54-19,BrF53-63,51397,51214,F,25.3,67,
51816,54,TestF54-20,BrF53-53,51333,51246,M,27.7,66,
51819,54,TestF54-19,BrF53-53,51333,51246,F,20.1,66,
51820,54,TestF54-20,BrF53-57,51369,51260,M,26.7,66,
51823,54,TestF54-19,BrF53-57,51369,51260,F,23.8,66,
51828,54,TestF54-22,BrF53-62,51389,50080,M,24,66,
51829,54,TestF54-21,BrF53-62,51389,50080,F,19,66,
51831,54,TestF54-21,BrF53-60,51379,51290,F,23.5,66,
51832,54,TestF54-22,BrF53-60,51379,51290,M,32.6,66,
51833,54,TestF54-21,BrF53-39,50717,51322,F,22,66,
51836,54,TestF54-22,BrF53-39,50717,51322,M,29.4,66,
51839,54,TestF54-21,BrF53-54,51325,51310,F,19.9,65,
51840,54,TestF54-22,BrF53-54,51325,51310,M,24.9,65,
51842,54,TestF54-24,BrF53-52,51317,51238,M,25.6,65,
51845,54,TestF54-23,BrF53-52,51317,51238,F,21.3,65,
51847,54,TestF54-23,BrF53-58,51373,50800,F,18,66,
51850,54,TestF54-24,BrF53-58,51373,50800,M,26.5,66,
51853,54,TestF54-23,BrF53-43,49381,50734,F,21.5,65,
51854,54,TestF54-24,BrF53-43,49381,50734,M,27.8,65,
51857,54,TestF54-23,BrF53-48,51235,51282,F,21,65,
51858,54,TestF54-24,BrF53-48,51235,51282,M,29.4,65,
51863,54,TestF54-25,BrF53-38,50727,51278,F,25.7,65,
51866,54,TestF54-26,BrF53-38,50727,51278,M,29.7,65,
51867,54,TestF54-25,BrF53-45,51213,51286,F,21.2,65,
51870,54,TestF54-26,BrF53-45,51213,51286,M,28.2,65,
51871,54,TestF54-25,BrF53-49,51231,51292,F,23.1,64,
51875,54,TestF54-25,BrF53-44,50087,51326,F,24.8,63,
51876,54,TestF54-26,BrF53-49,51231,51292,M,37.6,64,
51877,54,TestF54-27,BrF53-36,50495,51340,F,25.2,108,
51878,54,TestF54-26,BrF53-44,50087,51326,M,28.5,63,
51881,54,TestF54-27,BrF53-41,50785,51306,F,32.8,108,
51882,54,TestF54-28,BrF53-36,50495,51340,M,36.9,108,
51883,54,TestF54-27,BrF53-35,50489,51640,F,23.1,107,
51886,54,TestF54-28,BrF53-46,51203,51298,M,39.7,108,
51890,54,TestF54-28,BrF53-35,50489,51640,M,30.5,107,
51891,54,TestF54-29,BrF53-34,50321,50780,F,26.3,101,
51892,54,TestF54-30,BrF53-34,50321,50780,M,35.7,101,
51896,54,TestF54-30,BrF53-42,50079,51296,M,40.1,99,
51897,54,TestF54-29,BrF53-42,50079,51296,F,24.5,99,
51901,54,TestF54-29,BrF53-51,51315,51218,F,23,97,
51902,54,TestF54-30,BrF53-51,51315,51218,M,34.4,97,
51905,54,TestF54-31,BrF53-40,50761,51318,F,24,95,
51906,54,TestF54-32,BrF53-40,50761,51318,M,28.4,95,
51910,54,TestF54-32,BrF53-56,51363,51242,M,31.3,95,
51911,54,TestF54-31,BrF53-56,51363,51242,F,22.6,95,
51913,54,TestF54-31,BrF53-61,51453,51320,F,23.2,91,
51914,54,TestF54-32,BrF53-61,51453,51320,M,36.3,91,
51916,54,TestF54-34,BrF53-59,51381,51266,M,24.8,84,
51920,54,TestF54-34,BrF53-74,51805,50754,M,29.1,82,
51923,54,TestF54-33,BrF53-59,51381,51266,F,19.8,84,
51924,54,TestF54-34,BrF53-66,51475,50790,M,28.2,83,
51927,54,TestF54-33,BrF53-74,51805,50754,F,23.6,82,
51930,54,TestF54-34,BrF53-95,51635,51252,M,34.6,83,
51933,54,TestF54-33,BrF53-66,51475,50790,F,22.6,83,
51935,54,TestF54-33,BrF53-95,51635,51252,F,26.5,83,
51936,54,TestF54-36,BrF53-65,51425,50786,M,28.9,81,
51940,54,TestF54-36,BrF53-68,51611,50492,M,27.3,82,
51941,54,TestF54-35,BrF53-65,51425,50786,F,21.7,81,
51944,54,TestF54-36,BrF53-72,51385,51208,M,31.6,82,
51947,54,TestF54-35,BrF53-68,51611,50492,F,24.5,82,
51949,54,TestF54-35,BrF53-72,51385,51208,F,19.4,82,
51950,54,TestF54-36,BrF53-75,50483,51274,M,26.8,81,
51953,54,TestF54-35,BrF53-75,50483,51274,F,22.2,81,
51956,54,TestF54-38,BrF53-78,51423,51336,M,31,82,
51959,54,TestF54-37,BrF53-78,51423,51336,F,18.5,82,
51961,54,TestF54-37,BrF53-79,51265,51330,F,22.5,82,
51962,54,TestF54-38,BrF53-79,51265,51330,M,29.1,82,
51965,54,TestF54-37,BrF53-81,50739,51362,F,17.4,82,
51966,54,TestF54-38,BrF53-81,50739,51362,M,27.5,82,
51971,54,TestF54-37,BrF53-82,51357,51352,F,27.2,82,
51972,54,TestF54-38,BrF53-82,51357,51352,M,31.9,82,
51976,54,TestF54-40,BrF53-83,51419,51354,M,25.1,82,
51979,54,TestF54-39,BrF53-83,51419,51354,F,18.5,82,
51980,54,TestF54-40,BrF53-86,51391,51606,M,25.6,81,
51981,54,TestF54-39,BrF53-86,51391,51606,F,20.6,81,
51982,54,TestF54-40,BrF53-92,50493,51650,M,26.4,82,
51984,54,TestF54-40,BrF53-93,50789,51652,M,31,80,
51987,54,TestF54-39,BrF53-93,50789,51652,F,27.3,80,
51991,54,TestF54-41,BrF53-64,51643,50484,F,21.5,80,
51992,54,TestF54-42,BrF53-64,51643,50484,M,26.4,80,
51993,54,TestF54-41,BrF53-84,51421,51348,F,23.8,80,
51994,54,TestF54-42,BrF53-84,51421,51348,M,26.2,80,
