id	tissue	samp.id	lib.name	index	rin	con.RNA	lib.size	con.cDNA	sex	age																		
46157	pfc	pfc46157	AIL_RNA3c	15	9.6	157.80	277	11.44																				
51759	pfc	pfc51759	AIL_RNA3c	16	9.4	153.30	280	19.21																				
51368	pfc	pfc51368	AIL_RNA3c	18	9.6	151.84	293	12.52																				
46348	pfc	pfc46348	AIL_RNA3c	19	9.2	150.91	283	26.28																				
46341	pfc	pfc46341	AIL_RNA3a	20	9.5	123.35	294	33.73																				
51791	pfc	pfc51791	AIL_RNA3c	21	9.2	121.91	280	31.33																				
51739	pfc	pfc51739	AIL_RNA3c	22	9.0	209.45	285	33.57																				
51767	pfc	pfc51767	AIL_RNA3b	23	9.0	199.59	288	43.03																				
51683	pfc	pfc51683	AIL_RNA3a	25	9.0	210.13	284	37.39																				
51713	pfc	pfc51713	AIL_RNA3b	27	9.0	249.78	276	31.30																				
51690	pfc	pfc51690	AIL_RNA4a	1	9.0	131.17	281	5.90																				
51774	pfc	pfc51774	AIL_RNA5b	2	9.0	211.36	284	4.13																				
51936	pfc	pfc51936	AIL_RNA3d	3	9.0	169.69	284	2.60																				
54331	pfc	pfc54331	AIL_RNA3d	4	9.0	108.56	282	6.10																				
54257	pfc	pfc54257	AIL_RNA4a	5	9.0	82.57	290	14.89																				
50311	pfc	pfc50311	AIL_RNA5c	6	9.0	274.53	275	10.35																				
50359	pfc	pfc50359	AIL_RNA5a	8	9.0	223.67	278	9.06																				
26595	pfc	pfc26595	AIL_RNA4a	9	9.0	247.14	286	3.88																				
26592	pfc	pfc26592	AIL_RNA4b	10	9.0	111.48	276	14.03																				
48425	pfc	pfc48425	AIL_RNA3d	12	9.0	222.20	278	6.05																				
48398	pfc	pfc48398	AIL_RNA3d	13	9.0	194.94	292	7.39																				
48325	pfc	pfc48325	AIL_RNA3d	14	9.0	140.44	277	14.49																				
49032	pfc	pfc49032	AIL_RNA4a	15	9.0	178.20	287	7.14																				
49015	pfc	pfc49015	AIL_RNA4a	16	9.0	186.49	283	6.02																				
48495	pfc	pfc48495	AIL_RNA4b	18	9.0	178.50	289	19.10																				
49016	pfc	pfc49016	AIL_RNA5b	19	9.0	203.99	274	32.06																				
49045	pfc	pfc49045	AIL_RNA5b	20	9.0	171.51	281	26.48																				
49231	pfc	pfc49231	AIL_RNA4a	21	9.0	129.61	279	29.86																				
49293	pfc	pfc49293	AIL_RNA4a	22	9.0	131.40	276	27.04																				
52022	pfc	pfc52022	AIL_RNA4b	23	9.0	75.25	286	39.04																				
52012	pfc	pfc52012	AIL_RNA3b	25	9.0	148.10	277	37.87																				
51886	pfc	pfc51886	AIL_RNA4a	27	9.0	86.56	276	38.92																				
48412	pfc	pfc48412	AIL_RNA8b	7	9.1	245.37	302	10.91																				
48390	pfc	pfc48390	AIL_RNA5a	21	9.1	207.11	292	10.35																				
49048	pfc	pfc49048	AIL_RNA4d	3	9.1	174.80	290	9.42																				
49048	pfc	pfc49048	AIL_RNA6c	3	9.1	174.80	290	9.42																				
52036	pfc	pfc52036	AIL_RNA4d	4	9.1	99.10	319	5.50																				
52036	pfc	pfc52036	AIL_RNA5a	4	9.1	99.10	319	5.50																				
52152	pfc	pfc52152	AIL_RNA4d	11	9.2	119.11	285	17.48																				
52152	pfc	pfc52152	AIL_RNA5a	11	9.2	119.11	285	17.48																				
46142	pfc	pfc46142	AIL_RNA4d	12	8.9	83.48	284	24.05																				
46142	pfc	pfc46142	AIL_RNA5a	12	8.9	83.48	284	24.05																				
46008	pfc	pfc46008	AIL_RNA4d	13	8.9	92.01	282	21.41																				
46008	pfc	pfc46008	AIL_RNA6a	13	8.9	92.01	282	21.41																				
51742	pfc	pfc51742	AIL_RNA4b	14	8.9	197.03	287	13.33																				
51764	pfc	pfc51764	AIL_RNA5c	15	8.9	128.26	276	23.83																				
51666	pfc	pfc51666	AIL_RNA5b	16	8.9	199.24	280	5.83																				
51871	pfc	pfc51871	AIL_RNA4c	18	8.9	204.28	291	11.31																				
51871	pfc	pfc51871	AIL_RNA5c	18	8.9	204.28	291	11.31																				
54332	pfc	pfc54332	AIL_RNA4c	19	8.9	178.97	278	8.04																				
54332	pfc	pfc54332	AIL_RNA5d	19	8.9	178.97	278	8.04																				
54336	pfc	pfc54336	AIL_RNA4b	20	8.9	293.36	287	4.76																				
54227	pfc	pfc54227	AIL_RNA6b	21	8.9	157.87	281	7.46																				
50374	pfc	pfc50374	AIL_RNA6b	22	8.9	187.94	278	14.63																				
46461	pfc	pfc46461	AIL_RNA4d	23	8.9	157.63	273	11.55																				
46461	pfc	pfc46461	AIL_RNA5b	23	8.9	157.63	273	11.55																				
46482	pfc	pfc46482	AIL_RNA6b	25	8.9	126.08	288	3.75																				
51979	pfc	pfc51979	AIL_RNA5c	27	8.9	52.65	302	14.88																				
52173	pfc	pfc52173	AIL_RNA5a	1	8.9	90.39	280	7.99																				
48383	pfc	pfc48383	AIL_RNA4d	18	8.9	187.79	298	11.67																				
48305	pfc	pfc48305	AIL_RNA6c	19	8.9	201.89	303	13.71																				
48362	pfc	pfc48362	AIL_RNA6b	4	8.9	151.23	282	8.23																				
48411	pfc	pfc48411	AIL_RNA4c	21	8.9	180.82	285	4.86																				
48411	pfc	pfc48411	AIL_RNA5d	21	8.9	180.82	285	4.86																				
48426	pfc	pfc48426	AIL_RNA6c	6	8.9	214.23	297	9.66																				
48326	pfc	pfc48326	AIL_RNA4c	7	8.9	180.31	290	1.96																				
48326	pfc	pfc48326	AIL_RNA7a	7	8.9	180.31	290	1.96																				
48456	pfc	pfc48456	AIL_RNA6b	8	8.9	209.34	295	4.61																				
48482	pfc	pfc48482	AIL_RNA4b	9	8.9	201.29	288	2.53																				
49240	pfc	pfc49240	AIL_RNA5c	12	8.9	129.48	290	17.40																				
49245	pfc	pfc49245	AIL_RNA4c	13	8.9	183.81	295	4.40																				
49245	pfc	pfc49245	AIL_RNA6b	13	8.9	183.81	295	4.40																				
51927	pfc	pfc51927	AIL_RNA6b	14	8.9	132.55	305	6.72																				
52092	pfc	pfc52092	AIL_RNA7a	15	8.8	226.97	298	6.41																				
49405	pfc	pfc49405	AIL_RNA4b	16	8.8	171.25	286	3.68																				
50749	pfc	pfc50749	AIL_RNA7c	18	8.8	113.58	511	14.69																				
50355	pfc	pfc50355	AIL_RNA6d	19	8.8	242.08	295	13.29																				
50186	pfc	pfc50186	AIL_RNA6c	20	8.8	210.40	296	9.29																				
46145	pfc	pfc46145	AIL_RNA6a	21	8.8	174.50	309	6.04																				
46154	pfc	pfc46154	AIL_RNA4c	22	8.8	121.32	296	8.85																				
46154	pfc	pfc46154	AIL_RNA5d	22	8.8	121.32	296	8.85																				
51878	pfc	pfc51878	AIL_RNA5c	23	8.8	115.22	291	2.97																				
51714	pfc	pfc51714	AIL_RNA5c	25	8.8	225.81	305	15.13																				
51897	pfc	pfc51897	AIL_RNA4d	27	8.8	145.04	305	13.82																				
51897	pfc	pfc51897	AIL_RNA6c	27	8.8	145.04	305	13.82																				
51924	pfc	pfc51924	AIL_RNA4c	1	8.8	136.13	308	4.43																				
51924	pfc	pfc51924	AIL_RNA5b	1	8.8	136.13	308	4.43																				
54368	pfc	pfc54368	AIL_RNA7b	15	8.8	166.30	300	6.02																				
54353	pfc	pfc54353	AIL_RNA6a	16	8.8	109.52	293	10.17																				
54360	pfc	pfc54360	AIL_RNA5d	25	8.8	148.57	298	2.68																				
54244	pfc	pfc54244	AIL_RNA4c	27	8.8	113.50	285	12.34																				
54244	pfc	pfc54244	AIL_RNA5d	27	8.8	113.50	285	12.34																				
54187	pfc	pfc54187	AIL_RNA6a	9	8.8	172.30	284	10.09																				
26583	pfc	pfc26583	AIL_RNA5a	7	8.8	205.99	278	8.04																				
46672	pfc	pfc46672	AIL_RNA5c	8	8.8	105.10	287	7.19																				
46319	pfc	pfc46319	AIL_RNA6c	9	8.8	117.55	289	7.79																				
48304	pfc	pfc48304	AIL_RNA5a	10	8.8	242.05	284	8.14																				
48369	pfc	pfc48369	AIL_RNA5b	11	8.8	157.56	256	2.81																				
48348	pfc	pfc48348	AIL_RNA6c	13	8.8	153.73	288	11.53																				
48395	pfc	pfc48395	AIL_RNA5d	14	8.8	251.56	256	1.36																				
48441	pfc	pfc48441	AIL_RNA6b	15	8.8	211.40	283	16.24																				
49262	pfc	pfc49262	AIL_RNA8a	16	8.8	188.38	279	5.75																				
54822	pfc	pfc54822	AIL_RNA5b	18	8.8	178.15	260	5.34																				
54396	pfc	pfc54396	AIL_RNA6a	19	8.8	198.50	277	23.00																				
52053	pfc	pfc52053	AIL_RNA6a	20	8.8	95.32	282	15.76																				
54130	pfc	pfc54130	AIL_RNA7a	21	8.7	116.33	256	6.54																				
54117	pfc	pfc54117	AIL_RNA6c	22	8.7	117.36	291	9.65																				
49471	pfc	pfc49471	AIL_RNA6d	1	8.7	175.68	285	33.01																				
49416	pfc	pfc49416	AIL_RNA7a	2	8.7	373.33	295	19.91																				
50778	pfc	pfc50778	AIL_RNA6d	3	8.7	90.93	293	33.12																				
46004	pfc	pfc46004	AIL_RNA6d	4	8.7	247.36	303	29.18																				
46013	pfc	pfc46013	AIL_RNA7a	5	8.7	135.78	293	11.62																				
46016	pfc	pfc46016	AIL_RNA7b	6	8.7	185.55	289	32.03																				
54289	pfc	pfc54289	AIL_RNA6d	8	8.7	150.38	283	32.30																				
51850	pfc	pfc51850	AIL_RNA7a	9	8.7	180.52	277	38.78																				
51840	pfc	pfc51840	AIL_RNA7b	5	8.7	166.28	313	10.01																				
51845	pfc	pfc51845	AIL_RNA7d	1	8.7	126.60	311	4.18																				
54359	pfc	pfc54359	AIL_RNA7b	4	8.7	117.37	298	24.95																				
54307	pfc	pfc54307	AIL_RNA7b	21	8.7	114.15	304	9.32																				
46644	pfc	pfc46644	AIL_RNA7b	25	8.7	83.85	285	11.46																				
48345	pfc	pfc48345	AIL_RNA6d	23	8.7	157.57	289	9.56																				
48496	pfc	pfc48496	AIL_RNA7b	22	8.7	122.37	297	25.88																				
48477	pfc	pfc48477	AIL_RNA7a	27	8.7	174.88	284	17.25																				
49217	pfc	pfc49217	AIL_RNA7d	5	8.7	148.67	291	5.72																				
49210	pfc	pfc49210	AIL_RNA7b	19	8.7	149.82	282	18.90																				
51902	pfc	pfc51902	AIL_RNA7d	27	8.7	182.89	305	7.89																				
52072	pfc	pfc52072	AIL_RNA6d	21	8.7	85.98	288	12.14																				
52145	pfc	pfc52145	AIL_RNA7a	23	8.7	89.18	281	18.10																				
52139	pfc	pfc52139	AIL_RNA6d	22	8.7	138.85	281	33.42																				
54109	pfc	pfc54109	AIL_RNA7c	25	8.6	130.85	281	12.31																				
52193	pfc	pfc52193	AIL_RNA7d	6	8.6	185.99	287	23.59																				
52077	pfc	pfc52077	AIL_RNA7d	20	8.6	151.61	299	7.64																				
50377	pfc	pfc50377	AIL_RNA7d	16	8.6	192.89	279	14.85																				
49498	pfc	pfc49498	AIL_RNA7d	19	8.6	245.85	307	6.04																				
46007	pfc	pfc46007	AIL_RNA7d	10	8.6	84.29	278	14.84																				
51813	pfc	pfc51813	AIL_RNA7c	11	8.6	201.01	329	10.51																				
51812	pfc	pfc51812	AIL_RNA7c	12	8.6	160.03	291	14.04																				
51665	pfc	pfc51665	AIL_RNA9d	18	8.6	151.43	202	7.75																				
54266	pfc	pfc54266	AIL_RNA9c	9	8.6	97.57	270	21.53																				
46307	pfc	pfc46307	AIL_RNA9c	10	8.6	162.51	274	8.13																				
48464	pfc	pfc48464	AIL_RNA8d	9	8.6	130.79	276	13.49																				
52058	pfc	pfc52058	AIL_RNA7c	8	8.6	142.99	276	9.24																				
52045	pfc	pfc52045	AIL_RNA8c	7	8.6	145.87	205	4.86																				
54243	pfc	pfc54243	AIL_RNA7c	5	8.5	149.62	269	11.96																				
54284	pfc	pfc54284	AIL_RNA7c	4	8.5	114.99	271	13.67																				
54300	pfc	pfc54300	AIL_RNA7c	1	8.5	95.98	278	15.05																				
46389	pfc	pfc46389	AIL_RNA9b	21	8.5	126.39	308	31.56																				
48447	pfc	pfc48447	AIL_RNA9b	23	8.5	150.18	281	27.47																				
49462	pfc	pfc49462	AIL_RNA8d	25	8.4	217.01	288	13.17																				
54226	pfc	pfc54226	AIL_RNA9d	27	8.4	105.04	305	20.46																				
51833	pfc	pfc51833	AIL_RNA8d	13	8.4	212.74	305	16.10																				
52059	pfc	pfc52059	AIL_RNA8d	14	8.4	86.25	280	26.09																				
52003	pfc	pfc52003	AIL_RNA9b	18	8.3	114.97	292	25.41																				
51994	pfc	pfc51994	AIL_RNA9d	20	8.3	103.94	302	33.51																				
46134	pfc	pfc46134	AIL_RNA8a	13	8.7	273.09	297	29.41																				
46127	pfc	pfc46127	AIL_RNA9c	23	9.3	360.95	272	12.88																				
46025	pfc	pfc46025	AIL_RNA9b	25	9.6	239.58	298	10.28																				
46153	pfc	pfc46153	AIL_RNA9c	2	9.3	292.61	284	14.67																				
46027	pfc	pfc46027	AIL_RNA8b	4	9.6	291.24	277	22.30																				
46130	pfc	pfc46130	AIL_RNA8d	6	8.4	93.59	298	20.35																				
51221	pfc	pfc51221	AIL_RNA9d	22	9.0	169.18	284	27.17																				
51224	pfc	pfc51224	AIL_RNA8c	23	9.3	158.25	285	10.58																				
51241	pfc	pfc51241	AIL_RNA9d	25	9.4	185.81	291	12.65																				
51240	pfc	pfc51240	AIL_RNA8c	27	9.2	133.24	299	22.23																				
50078	pfc	pfc50078	AIL_RNA9d	7	9.4	57.93	281	1.81																				
51420	pfc	pfc51420	AIL_RNA8d	1	9.1	102.25	315	15.73																				
51205	pfc	pfc51205	AIL_RNA8b	2	9.4	88.48	291	31.13																				
51604	pfc	pfc51604	AIL_RNA9c	3	9.3	112.19	280	4.01																				
50774	pfc	pfc50774	AIL_RNA8a	15	9.0	106.54	291	23.10																				
50099	pfc	pfc50099	AIL_RNA8d	18	9.9	105.14	292	23.90																				
50076	pfc	pfc50076	AIL_RNA8b	5	9.7	96.20	294	26.60																				
50100	pfc	pfc50100	AIL_RNA8b	6	9.6	72.79	296	39.91																				
50752	pfc	pfc50752	AIL_RNA8b	8	9.6	38.81	307	17.60																				
50486	pfc	pfc50486	AIL_RNA8a	9	9.1	98.70	274	20.67																				
50500	pfc	pfc50500	AIL_RNA8a	10	9.2	147.58	287	10.61																				
50708	pfc	pfc50708	AIL_RNA8a	11	9.0	119.43	274	15.94																				
56257	pfc	pfc56257	AIL_RNA8a	12	9.5	95.24	267	21.99																				
56240	pfc	pfc56240	AIL_RNA8c	13	8.7	119.93	275	8.20																				
54397	pfc	pfc54397	AIL_RNA8a	14	8.8	78.63	305	20.81																				
56227	pfc	pfc56227	AIL_RNA9d	19	9.3	37.54	284	26.27																				
54884	pfc	pfc54884	AIL_RNA8c	20	9.0	92.65	272	22.63																				
56276	pfc	pfc56276	AIL_RNA8c	21	9.1	98.88	277	15.82																				
56207	pfc	pfc56207	AIL_RNA8c	22	9.4	72.50	287	14.76																				
56273	pfc	pfc56273	AIL_RNA8d	23	9.2	73.25	278	17.00																				
56224	pfc	pfc56224	AIL_RNA8c	25	9.8	93.19	280	13.06																				
56237	pfc	pfc56237	AIL_RNA9b	27	9.8	64.67	318	28.43																				
54871	pfc	pfc54871	AIL_RNA9c	4	9.8	45.55	332	27.01																				
54864	pfc	pfc54864	AIL_RNA8b	1	9.7	127.71	295	9.76																				
54149	pfc	pfc54149	AIL_RNA9b	2	8.5	52.46	279	32.45																				
50787	pfc	pfc50787	AIL_RNA8b	3	8.8	106.19	274	25.92																				
50763	pfc	pfc50763	AIL_RNA9c	6	9.2	94.65	261	14.35																				
51959	pfc	pfc51959	AIL_RNA9d	3	9.1	105.94	289	2.66																				
54179	pfc	pfc54179	AIL_RNA9b	19	9.7	64.47	274	45.77																				
50383	pfc	pfc50383	AIL_RNA9d	6	9.3	151.62	299	41.93																				
46429	str	str46429	AIL_RNA2b	2	9.3	151.34	300	33.28																				
48398	str	str48398	AIL_RNA2c	3	9.3	127.82	294	33.14																				
50255	str	str50255	AIL_RNA2a	4	9.3	189.52	300	32.92																				
50333	str	str50333	AIL_RNA2d	5	9.2	162.70	300	34.69																				
50486	str	str50486	AIL_RNA2c	6	9.2	59.01	306	31.88																				
46145	str	str46145	AIL_RNA2c	7	9.2	152.20	289	32.74																				
50216	str	str50216	AIL_RNA2c	8	9.2	91.96	293	32.48																				
50217	str	str50217	AIL_RNA1	9	9.2	109.00	292	29.90																				
50265	str	str50265	AIL_RNA1	10	9.2	152.16	295	31.00																				
52139	str	str52139	AIL_RNA1	11	9.2	128.73	295	33.87																				
54360	str	str54360	AIL_RNA1	12	9.2	121.76	297	35.46																				
46372	str	str46372	AIL_RNA1	13	9.1	261.14	295	53.00																				
46454	str	str46454	AIL_RNA1	14	9.1	164.84	298	49.61																				
48311	str	str48311	AIL_RNA1	15	9.1	110.94	296	42.78																				
48369	str	str48369	AIL_RNA1	16	9.1	83.15	298	45.64																				
46482	str	str46482	AIL_RNA2a	18	9.2	65.74	302	31.02																				
48383	str	str48383	AIL_RNA2b	19	9.2	64.19	288	32.62																				
48426	str	str48426	AIL_RNA2a	20	9.2	53.37	301	36.75																				
50131	str	str50131	AIL_RNA2a	21	9.2	51.21	291	36.52																				
54179	str	str54179	AIL_RNA2a	22	9.2	50.67	299	35.47																				
49274	str	str49274	AIL_RNA2c	23	9.1	62.92	289	35.78																				
49453	str	str49453	AIL_RNA2b	25	9.1	73.40	297	34.21																				
48441	str	str48441	AIL_RNA2b	27	9.1	140.77	289	35.41																				
49262	str	str49262	AIL_RNA2b	1	9.1	218.42	295	32.56																				
49490	str	str49490	AIL_RNA2c	2	9.1	127.94	292	37.39																				
49498	str	str49498	AIL_RNA3b	4	9.1	99.64	291	36.29																				
50146	str	str50146	AIL_RNA2a	7	9.1	76.18	293	37.11																				
50299	str	str50299	AIL_RNA3b	8	9.1	114.07	290	39.34																				
51281	str	str51281	AIL_RNA3b	10	9.1	210.60	287	44.46																				
54323	str	str54323	AIL_RNA2d	11	9.1	82.13	295	36.49																				
50122	str	str50122	AIL_RNA2b	16	9.0	71.17	290	35.98																				
50386	str	str50386	AIL_RNA4c	3	10.0	57.57	290	12.56																				
50386	str	str50386	AIL_RNA5c	3	10.0	57.57	290	12.56																				
50708	str	str50708	AIL_RNA4c	5	10.0	58.82	276	7.70																				
50708	str	str50708	AIL_RNA5b	5	10.0	58.82	276	7.70																				
50723	str	str50723	AIL_RNA4b	6	10.0	69.93	302	10.24																				
46434	str	str46434	AIL_RNA5d	9	10.0	161.13	284	1.73																				
50729	str	str50729	AIL_RNA4b	12	9.9	62.18	289	11.18																				
50740	str	str50740	AIL_RNA4b	13	9.9	136.47	289	7.66																				
50359	str	str50359	AIL_RNA4c	14	9.8	46.76	298	12.33																				
50359	str	str50359	AIL_RNA5c	14	9.8	46.76	298	12.33																				
50749	str	str50749	AIL_RNA4b	15	9.7	65.69	300	21.59																				
50186	str	str50186	AIL_RNA2b	21	9.6	92.26	296	34.61																				
50377	str	str50377	AIL_RNA2b	22	9.6	75.77	294	34.21																				
46341	str	str46341	AIL_RNA2a	23	9.6	106.35	291	32.67																				
50078	str	str50078	AIL_RNA2a	25	9.5	103.00	290	35.37																				
50095	str	str50095	AIL_RNA2c	27	9.5	63.27	293	37.89																				
50223	str	str50223	AIL_RNA2c	1	9.5	110.79	335	34.94																				
50778	str	str50778	AIL_RNA2d	2	9.5	67.50	293	34.69																				
46461	str	str46461	AIL_RNA2d	3	9.5	193.81	280	35.31																				
50383	str	str50383	AIL_RNA2d	4	9.4	66.27	311	35.57																				
50479	str	str50479	AIL_RNA3b	5	9.4	73.20	309	25.69																				
50500	str	str50500	AIL_RNA3b	6	9.4	72.55	301	21.52																				
26592	str	str26592	AIL_RNA3a	7	9.4	149.52	300	11.34																				
46127	str	str46127	AIL_RNA2d	8	9.4	134.29	303	31.86																				
46128	str	str46128	AIL_RNA2d	9	9.4	101.52	304	19.76																				
46128	str	str46128	AIL_RNA6b	9	9.4	101.52	304	19.76																				
50258	str	str50258	AIL_RNA2d	10	9.4	86.31	302	14.72																				
51294	str	str51294	AIL_RNA3a	11	9.4	151.82	301	25.41																				
51309	str	str51309	AIL_RNA3a	18	9.4	128.10	289	14.60																				
54335	str	str54335	AIL_RNA8a	2	9.4	88.23	273	3.63																				
54243	str	str54243	AIL_RNA3b	20	9.3	169.51	281	21.99																				
54307	str	str54307	AIL_RNA3b	12	9.3	129.11	292	20.82																				
46451	str	str46451	AIL_RNA3a	14	9.3	96.59	302	13.05																				
50374	str	str50374	AIL_RNA4c	15	9.3	76.47	289	4.70																				
50374	str	str50374	AIL_RNA5b	15	9.3	76.47	289	4.70																				
50304	str	str50304	AIL_RNA4c	16	9.3	75.08	296	22.94																				
50304	str	str50304	AIL_RNA5a	16	9.3	75.08	296	22.94																				
54158	str	str54158	AIL_RNA8a	3	9.3	72.60	269	8.54																				
50237	str	str50237	AIL_RNA3d	19	9.3	70.18	283	31.87																				
54213	str	str54213	AIL_RNA3c	20	9.0	110.64	283	26.87																				
51263	str	str51263	AIL_RNA3b	21	9.0	101.39	268	12.83																				
54300	str	str54300	AIL_RNA4b	22	9.0	94.81	290	34.44																				
50168	str	str50168	AIL_RNA3c	23	9.0	94.61	283	15.38																				
50158	str	str50158	AIL_RNA4c	25	9.0	81.52	281	27.71																				
50158	str	str50158	AIL_RNA5a	25	9.0	81.52	281	27.71																				
46134	str	str46134	AIL_RNA3d	27	9.0	81.30	278	30.24																				
50355	str	str50355	AIL_RNA3c	1	9.0	79.51	271	34.28																				
50195	str	str50195	AIL_RNA3d	2	9.0	79.00	279	35.85																				
49025	str	str49025	AIL_RNA3c	3	9.0	68.76	280	18.88																				
50793	str	str50793	AIL_RNA4c	4	9.0	68.10	271	14.50																				
50793	str	str50793	AIL_RNA5b	4	9.0	68.10	271	14.50																				
50348	str	str50348	AIL_RNA4d	5	9.0	67.58	278	12.35																				
50348	str	str50348	AIL_RNA5c	5	9.0	67.58	278	12.35																				
50311	str	str50311	AIL_RNA4c	6	9.0	65.21	283	17.63																				
50311	str	str50311	AIL_RNA5b	6	9.0	65.21	283	17.63																				
26583	str	str26583	AIL_RNA4b	7	8.9	115.10	277	14.62																				
46130	str	str46130	AIL_RNA4d	8	8.9	109.00	268	28.38																				
46130	str	str46130	AIL_RNA6a	8	8.9	109.00	268	28.38																				
51258	str	str51258	AIL_RNA3c	9	8.9	107.28	274	39.21																				
51254	str	str51254	AIL_RNA4d	10	8.9	107.22	296	36.19																				
51254	str	str51254	AIL_RNA6a	10	8.9	107.22	296	36.19																				
50340	str	str50340	AIL_RNA3c	11	8.9	102.43	276	35.46																				
54260	str	str54260	AIL_RNA3c	12	8.9	92.25	276	33.03																				
46474	str	str46474	AIL_RNA3a	13	8.9	90.76	283	17.34																				
50220	str	str50220	AIL_RNA3c	14	8.9	89.95	280	32.06																				
51307	str	str51307	AIL_RNA3a	15	8.9	78.37	282	37.60																				
49471	str	str49471	AIL_RNA3a	16	8.9	72.06	274	32.74																				
49048	str	str49048	AIL_RNA3d	18	8.9	57.13	277	34.59																				
48325	str	str48325	AIL_RNA4d	19	8.9	55.14	283	30.59																				
48325	str	str48325	AIL_RNA6b	19	8.9	55.14	283	30.59																				
52076	str	str52076	AIL_RNA4a	20	8.8	128.68	286	24.63																				
50322	str	str50322	AIL_RNA3d	21	8.8	100.75	269	16.77																				
49416	str	str49416	AIL_RNA3a	22	8.8	90.19	280	29.53																				
48477	str	str48477	AIL_RNA3d	23	8.8	86.39	288	32.03																				
54353	str	str54353	AIL_RNA3d	25	8.8	77.65	301	29.62																				
48348	str	str48348	AIL_RNA4b	27	8.8	77.11	280	29.21																				
48345	str	str48345	AIL_RNA4d	1	8.8	70.76	277	23.80																				
48345	str	str48345	AIL_RNA6b	1	8.8	70.76	277	23.80																				
46368	str	str46368	AIL_RNA6a	2	8.8	57.45	276	13.19																				
54104	str	str54104	AIL_RNA6b	3	8.8	55.68	279	6.03																				
49414	str	str49414	AIL_RNA5c	4	8.8	55.46	292	13.15																				
54299	str	str54299	AIL_RNA6b	5	8.7	108.49	293	5.56																				
54284	str	str54284	AIL_RNA3d	6	8.7	103.20	275	11.42																				
48447	str	str48447	AIL_RNA4a	7	8.7	94.01	281	11.08																				
48456	str	str48456	AIL_RNA4a	8	8.7	89.02	279	32.18																				
48316	str	str48316	AIL_RNA4d	9	8.7	88.72	272	12.64																				
48316	str	str48316	AIL_RNA5b	9	8.7	88.72	272	12.64																				
51994	str	str51994	AIL_RNA6c	10	8.7	86.88	279	11.16																				
48496	str	str48496	AIL_RNA4a	11	8.7	86.42	282	2.27																				
26595	str	str26595	AIL_RNA4a	12	8.7	83.93	282	8.10																				
46153	str	str46153	AIL_RNA4a	13	8.7	69.34	285	1.85																				
54371	str	str54371	AIL_RNA4a	14	8.7	63.82	292	10.80																				
48390	str	str48390	AIL_RNA5d	15	8.7	60.23	286	6.81																				
50430	str	str50430	AIL_RNA4d	16	8.7	56.36	286	4.06																				
50430	str	str50430	AIL_RNA5d	16	8.7	56.36	286	4.06																				
46157	str	str46157	AIL_RNA4a	18	8.6	198.53	286	4.83																				
49045	str	str49045	AIL_RNA8c	19	8.6	168.93	287	11.08																				
52186	str	str52186	AIL_RNA6b	20	8.6	131.63	293	10.32																				
54331	str	str54331	AIL_RNA4d	21	8.6	109.85	294	14.72																				
54331	str	str54331	AIL_RNA5c	21	8.6	109.85	294	14.72																				
54266	str	str54266	AIL_RNA5b	22	8.6	106.75	282	11.91																				
52072	str	str52072	AIL_RNA5d	23	8.6	105.88	283	1.35																				
52036	str	str52036	AIL_RNA4b	25	8.6	105.29	279	14.57																				
49217	str	str49217	AIL_RNA5b	27	8.6	85.13	279	4.73																				
49432	str	str49432	AIL_RNA5c	1	8.6	80.65	269	3.58																				
26581	str	str26581	AIL_RNA6b	2	8.6	72.23	275	2.26																				
54368	str	str54368	AIL_RNA5d	3	8.6	63.71	265	1.06																				
48425	str	str48425	AIL_RNA6c	4	8.6	62.68	275	2.09																				
54359	str	str54359	AIL_RNA5a	5	8.6	61.32	282	31.74																				
49405	str	str49405	AIL_RNA5a	6	8.6	60.06	276	5.96																				
50420	str	str50420	AIL_RNA6a	7	8.6	52.74	279	14.84																				
54257	str	str54257	AIL_RNA5b	8	8.5	132.06	279	4.73																				
51811	str	str51811	AIL_RNA5c	9	8.5	131.31	269	3.58																				
52059	str	str52059	AIL_RNA6b	10	8.5	129.80	275	2.26																				
51910	str	str51910	AIL_RNA5d	11	8.5	90.76	265	1.06																				
52145	str	str52145	AIL_RNA6c	12	8.5	88.68	275	2.09																				
50107	str	str50107	AIL_RNA5a	13	8.5	72.66	282	31.74																				
49435	str	str49435	AIL_RNA5a	14	8.5	72.52	276	5.96																				
51886	str	str51886	AIL_RNA6a	15	8.4	194.38	279	14.84																				
51634	str	str51634	AIL_RNA6c	16	8.4	165.77	278	26.23																				
51335	str	str51335	AIL_RNA5a	18	8.4	134.24	258	4.96																				
49286	str	str49286	AIL_RNA7a	19	8.4	103.91	276	16.12																				
48412	str	str48412	AIL_RNA7a	20	8.4	86.88	259	6.72																				
52132	str	str52132	AIL_RNA6c	21	8.4	79.38	282	28.06																				
46479	str	str46479	AIL_RNA7a	22	8.4	75.91	275	20.46																				
54169	str	str54169	AIL_RNA5a	23	8.4	64.62	284	27.06																				
54186	str	str54186	AIL_RNA6a	25	8.4	53.74	282	31.83																				
51774	str	str51774	AIL_RNA7c	27	8.3	219.38	287	26.08																				
51840	str	str51840	AIL_RNA5d	1	8.3	195.40	302	11.29																				
51878	str	str51878	AIL_RNA6c	2	8.3	185.99	261	4.94																				
54289	str	str54289	AIL_RNA7d	3	8.3	169.73	280	15.32																				
